chapter_id	entry_id	meaning	Hittite_LatinTrans	comment
10	610	carry (bear)	pee hark-; peda-	CHD: Means 'keep; hold ready; present, deliver, bring': preverb plus 'have, hold, keep' 11.110; also peda- 'take; carry, transport' (pe da- preverb plus da- 'take' 11.130.; CHD: Means 'keep; hold ready; present, deliver, bring': preverb plus 'have, hold, keep' 11.110; also peda- 'take; carry, transport' (pe da- preverb plus da- 'take' 11.130.
10	620	bring	uwate-; uda-; arnu-; pehute-; piddai-	HW, HWW, Puh. 'Move, bring'; uda- 'bring here'; 'make arrive', causative ar-nu- 'bring, move along, make go; transport, remove', see arnuwala- 'transportee, resettled person' from ar- 'arrive' 10.550. CHD: pehute- 'lead, bring, conduct', 10.640; piddai- 'bring, carry, pay' see also 11.210, 11.610.; HW, HWW, Puh. 'Move, bring'; uda- 'bring here'; 'make arrive', causative ar-nu- 'bring, move along, make go; transport, remove', see arnuwala- 'transportee, resettled person' from ar- 'arrive' 10.550. CHD: pehute- 'lead, bring, conduct', 10.640; piddai- 'bring, carry, pay' see also 11.210, 11.610.; HW, HWW, Puh. 'Move, bring'; uda- 'bring here'; 'make arrive', causative ar-nu- 'bring, move along, make go; transport, remove', see arnuwala- 'transportee, resettled person' from ar- 'arrive' 10.550. CHD: pehute- 'lead, bring, conduct', 10.640; piddai- 'bring, carry, pay' see also 11.210, 11.610.; HW, HWW, Puh. 'Move, bring'; uda- 'bring here'; 'make arrive', causative ar-nu- 'bring, move along, make go; transport, remove', see arnuwala- 'transportee, resettled person' from ar- 'arrive' 10.550. CHD: pehute- 'lead, bring, conduct', 10.640; piddai- 'bring, carry, pay' see also 11.210, 11.610.; HW, HWW, Puh. 'Move, bring'; uda- 'bring here'; 'make arrive', causative ar-nu- 'bring, move along, make go; transport, remove', see arnuwala- 'transportee, resettled person' from ar- 'arrive' 10.550. CHD: pehute- 'lead, bring, conduct', 10.640; piddai- 'bring, carry, pay' see also 11.210, 11.610.
10	630	send	peya-; uiya-; uppa-	CHD, HW. See also piya- 'send, give'; 11.210; hatrai- 'send word'; 'write' 18.510.; CHD, HW. See also piya- 'send, give'; 11.210; hatrai- 'send word'; 'write' 18.510.; CHD, HW. See also piya- 'send, give'; 11.210; hatrai- 'send word'; 'write' 18.510.
10	640	lead (vb)	pehute-; nai-; huittiya-	CHD: 'lead, bring, conduct': pehute-; HEG: ablauting nai-, ne- 'direct, guide, lead'; huittiya- 'lead, draw': Puh. See also 'pull' 09.330.; CHD: 'lead, bring, conduct': pehute-; HEG: ablauting nai-, ne- 'direct, guide, lead'; huittiya- 'lead, draw': Puh. See also 'pull' 09.330.; CHD: 'lead, bring, conduct': pehute-; HEG: ablauting nai-, ne- 'direct, guide, lead'; huittiya- 'lead, draw': Puh. See also 'pull' 09.330.
10	650	drive	penna-	CHD: 'drive (there)', opposite of unna- 'drive (here)'.
10	710	road	palsa-; palsi-; haruwa-; itar; lahha-	CHD: 'way, road, journey' = Sumerogram KASKAL. Also 'way, behavior' (figurative) 17.490. Puh: Luwian harwa- 'road', see harwana- 'send, dispatch'; itar 'way, path' from iya- 'go'. CHD: also lahha- 'journey, trip; military campaign', see 'war' 20.130.; CHD: 'way, road, journey' = Sumerogram KASKAL. Also 'way, behavior' (figurative) 17.490. Puh: Luwian harwa- 'road', see harwana- 'send, dispatch'; itar 'way, path' from iya- 'go'. CHD: also lahha- 'journey, trip; military campaign', see 'war' 20.130.; CHD: 'way, road, journey' = Sumerogram KASKAL. Also 'way, behavior' (figurative) 17.490. Puh: Luwian harwa- 'road', see harwana- 'send, dispatch'; itar 'way, path' from iya- 'go'. CHD: also lahha- 'journey, trip; military campaign', see 'war' 20.130.; CHD: 'way, road, journey' = Sumerogram KASKAL. Also 'way, behavior' (figurative) 17.490. Puh: Luwian harwa- 'road', see harwana- 'send, dispatch'; itar 'way, path' from iya- 'go'. CHD: also lahha- 'journey, trip; military campaign', see 'war' 20.130.; CHD: 'way, road, journey' = Sumerogram KASKAL. Also 'way, behavior' (figurative) 17.490. Puh: Luwian harwa- 'road', see harwana- 'send, dispatch'; itar 'way, path' from iya- 'go'. CHD: also lahha- 'journey, trip; military campaign', see 'war' 20.130.
10	720	path	palsa-; palsi-	Also means 'road, way, journey' 10.710. Sumerogram KASKAL: CHD.; Also means 'road, way, journey' 10.710. Sumerogram KASKAL: CHD.
10	740	bridge	armizzi-	With Sumerographic determinatives GISH 'wood' or NA[four] 'stone': Puh, HWW.
10	750	carriage, wagon, cart	hulukanni-	Puh, GI: 'coach, carriage'. Written with the determinative for 'wood': GISH/ hulukanni-, it was lighter than the heavier wagon for transporting supplies, the GISH/ MAR.GÍD.DA pulled by oxen (GUD), or the light military chariot, the GISH/ GIGIR, pulled by horses (ANSHE. KUR.RA), or the chariot designed with beds for overnighting (GISH/ GIGIR MADNANU: GI 627-629; on chronology: Hipp.Heth. 9-11.
10	760	wheel	hurki-	Sumerogram with determinative GISH 'wood': GISH/UMBIN = hurki-. Disputed etymology: HEG 303-304; Puh 399-400; GI 621-624; 627-635 on IE significance and cultural relations, cosmic symbol; relation to 'rotation' word.
10	780	yoke	yuga-; turiya-	Respectively: noun; verb. HEG. Written with Sumerographic determinative for 'wood', GISH iuga- = Sumerogram GISH/ SHÙDUN HZL 135 nr. 88. GI 625-626 with Kartvelian relations. See also 'pair' 13.370.; Respectively: noun; verb. HEG. Written with Sumerographic determinative for 'wood', GISH iuga- = Sumerogram GISH/ SHÙDUN HZL 135 nr. 88. GI 625-626 with Kartvelian relations. See also 'pair' 13.370.
11	110	have	hark-	Puh, HEG. 'have, hold'; also used as perfect auxiliary 11.150. See 'own' 11.120.
11	120	own, possess	pee hark-	CHD. 'have, hold, keep possession of; hold ready', often with the object aassuu 'goods, possessions' 16.710. See 'have' 11.110, 'hold' 11.150.
11	130	take	daa-	HEG: 'take, receive', active inflectional conjugation as opposed to ablauting -hi verb te-, dai- 'put, place' 12.120. See also 'take, seize, grasp' 11.140.
11	140	seize, grasp	ep-; ap-	HWW, Puh. Actively inflected ablauting root ep(p)-, ap(p)- as opposed to middle ep- 'mold (clay)' 09.720. See also 'take, receive' 11.130.; HWW, Puh. Actively inflected ablauting root ep(p)-, ap(p)- as opposed to middle ep- 'mold (clay)' 09.720. See also 'take, receive' 11.130.
11	150	hold	hark-	Puh: 'have, hold, keep'; also used as an auxiliary for the perfect; see 'have' 11.110; 'own' 11.120; see also aassuu 'goods, possessions' 16.710.
11	170	keep, retain	hark-; pahs-	Puh: 'have, hold, keep' 11.150; CHD: 'keep, observe', see 'protect, preserve, keep safe' 11.240.; Puh: 'have, hold, keep' 11.150; CHD: 'keep, observe', see 'protect, preserve, keep safe' 11.240.
11	180	thing	uttar	HW: 'word, matter, affair'. Used as a technical term for '(ritual) procedure' and 'legal case': CHD sub mema-, memiya(n)- 'speak, word' 18.260. See also hannessar 'legal case' 21.170.
11	210	give	pai-; piyannai-; iwaruwai-; hink-; maskan-	CHD, HEG. Ablauting verb pe-, pai-, piya- with -hi conjugation inflection as opposed to active inflected pai- 'go' 10.470; piyannai- 'present with, reward'; iwaruwai- 'present as an iwaru gift (dowery)'; hink- 'offer, sacrifice' 22.150. Final ex., 'gift, propitiatory gift (to a deity); bribe'. Also piddai- 'bring, carry, pay' 10.620.; CHD, HEG. Ablauting verb pe-, pai-, piya- with -hi conjugation inflection as opposed to active inflected pai- 'go' 10.470; piyannai- 'present with, reward'; iwaruwai- 'present as an iwaru gift (dowery)'; hink- 'offer, sacrifice' 22.150. Final ex., 'gift, propitiatory gift (to a deity); bribe'. Also piddai- 'bring, carry, pay' 10.620.; CHD, HEG. Ablauting verb pe-, pai-, piya- with -hi conjugation inflection as opposed to active inflected pai- 'go' 10.470; piyannai- 'present with, reward'; iwaruwai- 'present as an iwaru gift (dowery)'; hink- 'offer, sacrifice' 22.150. Final ex., 'gift, propitiatory gift (to a deity); bribe'. Also piddai- 'bring, carry, pay' 10.620.; CHD, HEG. Ablauting verb pe-, pai-, piya- with -hi conjugation inflection as opposed to active inflected pai- 'go' 10.470; piyannai- 'present with, reward'; iwaruwai- 'present as an iwaru gift (dowery)'; hink- 'offer, sacrifice' 22.150. Final ex., 'gift, propitiatory gift (to a deity); bribe'. Also piddai- 'bring, carry, pay' 10.620.; CHD, HEG. Ablauting verb pe-, pai-, piya- with -hi conjugation inflection as opposed to active inflected pai- 'go' 10.470; piyannai- 'present with, reward'; iwaruwai- 'present as an iwaru gift (dowery)'; hink- 'offer, sacrifice' 22.150. Final ex., 'gift, propitiatory gift (to a deity); bribe'. Also piddai- 'bring, carry, pay' 10.620.
11	240	preserve, look after	pahs-	CHD: 'protect, keep safe, preserve'; see also 'guard' 21.471; 'keep' 11.170; 'save' 11.250; see pahsanu- 'observe, heed, obey' 19.460.
11	250	save, rescue	huisnu-; luluwai-	HEG, Puh: 'keep alive, save, preserve', see huis- 'live, alive' 04.740. Sumerogram with phonetic complement: TI-nu- = huisnu-, causative of 'live'; also luluwai-'sustain'; middle 'survive': CHD. See also 'protect, keep safe' 11.240.; HEG, Puh: 'keep alive, save, preserve', see huis- 'live, alive' 04.740. Sumerogram with phonetic complement: TI-nu- = huisnu-, causative of 'live'; also luluwai-'sustain'; middle 'survive': CHD. See also 'protect, keep safe' 11.240.
11	270	destroy	harra-; harnink-	'Crush, pound, ruin, destroy' Puh; har-nin-k-, harga-nu- 'destroy', causative of har(a)k- 'die' 04.750, 'be lost, disappear; perish' 10.491. See also 'crush, grind' 05.560.; 'Crush, pound, ruin, destroy' Puh; har-nin-k-, harga-nu- 'destroy', causative of har(a)k- 'die' 04.750, 'be lost, disappear; perish' 10.491. See also 'crush, grind' 05.560.
11	280	harm, injure, damage	hapallasai-	Puh: also means 'wound'.
11	310	seek, look for	sanh-	'Seek, desire' versus ilaliya- 'desire, want' 16.620; opposite of markiya- 'refuse' 18.370.
11	320	find	wemiya-	HW. See also 'meet' 19.650.
11	340	release, let go	la-; lai-	CHD. Also means 'untie, loose' 09.161; see also 'let, permit' 19.470.; CHD. Also means 'untie, loose' 09.161; see also 'let, permit' 19.470.
11	510	rich	happina-	Puh.
11	520	poor	asiwant-	Puh. See LÚ/ asiwant- 'poor (man)', asiwantatar 'poverty'.
11	650	pay (vb)	piyanni-; sarnink-	'Pay, reward'; middle piyanazziya- 'be rewarded'; see pai-, piya- 'give'; also: 'make restitution, recompense', see sarnikzil 'restitution'. See also '(military) wages' kussan 11.780.; 'Pay, reward'; middle piyanazziya- 'be rewarded'; see pai-, piya- 'give'; also: 'make restitution, recompense', see sarnikzil 'restitution'. See also '(military) wages' kussan 11.780.
11	660	account, reckoning	kappuwar	See kappuwai- 'count' (verb); see also 'weight' 11.920, 'measure' 12.540 on other modes of quantification.
11	690	tax, tribute	arkamma-; kallaratar	'Tribute; excess balance, surcharge'. Akkadograms MANDATTU = arkamma-, ATRU = kallaratar 'excess balance, surcharge'.; 'Tribute; excess balance, surcharge'. Akkadograms MANDATTU = arkamma-, ATRU = kallaratar 'excess balance, surcharge'.
11	770	hire	kussaniya-	HEG: 'take as a wage'. Denominative from kussan 'wage' 11.780. See also 'earn' 11.790.
11	780	wages	kussan-	'Wage, pay, price': HW, HEG; kussani(ya)- 'take as a wage': HEG.
11	810	buy	was-	HW: 'buy, acquire'.
11	820	sell	usniya-	HW: 'offer for sale'.
11	830	trade, barter	happir-; happar-	Puh: 'trade, commerce, business, transaction, payment', see happir(iy)a- 'city, town, market place' 19.160, 'price' 11.870. See also StBoT 5:106-109 on Old Hittite versus later uses and derivatives.; Puh: 'trade, commerce, business, transaction, payment', see happir(iy)a- 'city, town, market place' 19.160, 'price' 11.870. See also StBoT 5:106-109 on Old Hittite versus later uses and derivatives.
11	840	merchant	unattalla-	HW: 'merchant, salesman'. Sumerogram (with determinative LÚ 'man') LÚ/ DAM.QÀR = Akkadian DAMQARU = unattalla-. This person was ubiquitous in the Ancient Near East operating from e.g., Babylon to Central Anatolia (modern Turkey). Already in the 2nd millennium BC merchants were exchanging goods for (weights of) gold and silver.
11	850	market (place)	happira-	'City, town', see happir- 'trade' 11.830. Sumerogram URU 'city' = happira-, happiriya- 19.150.
11	870	price	happar-; happir-	HEG, Puh: 'commerce, transaction, price', see 'trade' 11.830; see also 'city' 19.150.; HEG, Puh: 'commerce, transaction, price', see 'trade' 11.830; see also 'city' 19.150.
11	910	share (distribute)	maniyahh-	CHD: 'distribute, allocate, entrust; administer, govern, assign; show, teach, explain (how)'. See also 'rule' 19.310; hali- 'ration, portion, share', Sumerogram HA.LA, Puh.
11	920	weigh	gank-; impa-	Ali. HTT. 'hang; weigh': 09.341, see gankuwar = Sumerogram KI.LAL (.BI). See also GISH/elzi- 'scales' = Sumerogram GISH/RÍN. aimpa- 'weight, burden': Puh. Other quantification: 'measure' 12.540, 'count' 13.107, 'account' 11.660.; Ali. HTT. 'hang; weigh': 09.341, see gankuwar = Sumerogram KI.LAL (.BI). See also GISH/elzi- 'scales' = Sumerogram GISH/RÍN. aimpa- 'weight, burden': Puh. Other quantification: 'measure' 12.540, 'count' 13.107, 'account' 11.660.
12	10	after	appa	HW: 'after, behind', see 12.011; 'back, again'; see also parza 'backward (directional), in reverse': CHD.
12	11	behind	apezzi-; appanda	HWW, Puh. Also in the meaning 'last' 13.350; formation similar to hantezzi- 'first' 13.340. See 'after' 12.010; 'behind, thereafter'.; HWW, Puh. Also in the meaning 'last' 13.350; formation similar to hantezzi- 'first' 13.340. See 'after' 12.010; 'behind, thereafter'.
12	20	beside	katta; tapusza	HEG: 'alongside': see 'down, below, near, alongside' 12.030, 12.430; 'at, to the side': see tapusa- 'side'.; HEG: 'alongside': see 'down, below, near, alongside' 12.030, 12.430; 'at, to the side': see tapusa- 'side'.
12	30	down, below	katta	HEG: (preverbal particle), kattan 'below, under' (postposition). Hittite has postpositions instead of prepositions and preverbs instead of post-verbal particles. See also katta(n) 'near, alongside, by' 12.430. Sumerogram GAM = kattan; katti- 'together with' takes enclitic pronominal objects; kattera 'lower'.
12	40	before	piran; peran	CHD: 'before, in front of ' (spatial) as opposed to 'already, earlier, before' karu (temporal) 14.160; paraa 'forth, out, toward, in front' (directional), all differing from hantezzi- 'first' (ordinal) 13.340.; CHD: 'before, in front of ' (spatial) as opposed to 'already, earlier, before' karu (temporal) 14.160; paraa 'forth, out, toward, in front' (directional), all differing from hantezzi- 'first' (ordinal) 13.340.
12	41	front	piran; hanza	HW: 'in front, before' 12.040. See also hantezzi- 'first, at the front' 13.340, hant- 'forehead' 04.205; paraa 'forth' (directional).; HW: 'in front, before' 12.040. See also hantezzi- 'first, at the front' 13.340, hant- 'forehead' 04.205; paraa 'forth' (directional).
12	50	inside, in	andurza; anturiya-	HW, HWW. Also anda(n) 'in'.; HW, HWW. Also anda(n) 'in'.
12	60	outside	arahza	HWW, Puh: 'outside, around'. See also arahzena- 'outer, neighboring; stranger, foreigner' 19.540, 19.550.
12	70	under	katta	HW: 'down, below, under; near, alongside, close to'.
12	80	up, above	ser; saraa	First ex., HW, 'above, over, upon; because of'. See 'because' 17.920. See also parranda, pariyan 'across, over': CHD.; First ex., HW, 'above, over, upon; because of'. See 'because' 17.920. See also parranda, pariyan 'across, over': CHD.
12	110	place	peda-	CHD: 'place, location, position, locality'. Akkadogram ASHRU.
12	120	put	dai-; tittanu-; asas-	HEG: 'put, place, set down'. Ablauting verb te-, dai- inflected as a -hi conjugation is often confused with active conjugation daa- 'take' 11.130. Causative titta-nu- formation 'set up, place, institute (make stand)'; ablauting asas-, ases- 'settle, place, install, establish', see 'sit' 12.130.; HEG: 'put, place, set down'. Ablauting verb te-, dai- inflected as a -hi conjugation is often confused with active conjugation daa- 'take' 11.130. Causative titta-nu- formation 'set up, place, institute (make stand)'; ablauting asas-, ases- 'settle, place, install, establish', see 'sit' 12.130.; HEG: 'put, place, set down'. Ablauting verb te-, dai- inflected as a -hi conjugation is often confused with active conjugation daa- 'take' 11.130. Causative titta-nu- formation 'set up, place, institute (make stand)'; ablauting asas-, ases- 'settle, place, install, establish', see 'sit' 12.130.
12	130	sit	es-	HWW, Puh. Ablauting root es-, as- means 'sit, take a seat, remain seated': middle voice inflection by contrast with active es-, as- 'be, exist'; see 'remain, stay' 12.160, 'live, dwell' 07.110. See also asas-, ases- 'seat, settle, place, install': Puh.
12	140	lie down	ki-	HEG. Also 'lie in place' (middle inflection); see also kis- 'happen, become, come about', inchoative of 'remain' 12.160, 'come' 10.480.
12	150	stand	ar-	HWW, Puh. With middle verbal inflection: 'stand, take one's stand, be placed, be present'; contrasts with -hi conjugation inflection: 'arrive, reach (a destination)', see 'come' 10.550.
12	160	remain, stay	as-; es-	HWW, Puh: 'remain, stay, be left'; ablauting existential es-, as- 'be (active inflection)', middle inflection 'sit' 12.130; see inchoative kis- 'come to be, come about, happen, become' (middle inflection), see 'come' 10.480; suppletive passive to 'make, do' 09.110.; HWW, Puh: 'remain, stay, be left'; ablauting existential es-, as- 'be (active inflection)', middle inflection 'sit' 12.130; see inchoative kis- 'come to be, come about, happen, become' (middle inflection), see 'come' 10.480; suppletive passive to 'make, do' 09.110.
12	170	remains, left overs	mudan-; isuwan-	CHD: 'garbage, scraps; left overs'; also Puh: 'residue, sediment, refuse, scraps, waste, remains'.; CHD: 'garbage, scraps; left overs'; also Puh: 'residue, sediment, refuse, scraps, waste, remains'.
12	210	collect, gather	tarup-	HEG: 'collect, assemble, unite' (middle inflection); see also taks- 'join, unite', taksan 'together' 12.220. Transitive: 'pick up, gather up, clear' 12.212; 'twist together, braid' 06.921.
12	212	pick up	less-; liss-; lisai-	CHD: 'pick up, gather up, clear'; see also tarup(p)- 'collect, gather'; transitive 'pick up, gather up, clear' 12.210.; CHD: 'pick up, gather up, clear'; see also tarup(p)- 'collect, gather'; transitive 'pick up, gather up, clear' 12.210.; CHD: 'pick up, gather up, clear'; see also tarup(p)- 'collect, gather'; transitive 'pick up, gather up, clear' 12.210.
12	213	pile up	suhhai-; ishuwai-; harp-	'Pour, pile up' (StoBT 27 and other rituals). See also 'pour', 'pour libations' 09.350; ishuwai- 'pour out, spill; sprinkle, strew; feed (horses)': HippHeth. Final ex., 'stack, pile up': HEG, Puh.; 'Pour, pile up' (StoBT 27 and other rituals). See also 'pour', 'pour libations' 09.350; ishuwai- 'pour out, spill; sprinkle, strew; feed (horses)': HippHeth. Final ex., 'stack, pile up': HEG, Puh.; 'Pour, pile up' (StoBT 27 and other rituals). See also 'pour', 'pour libations' 09.350; ishuwai- 'pour out, spill; sprinkle, strew; feed (horses)': HippHeth. Final ex., 'stack, pile up': HEG, Puh.
12	220	join, unite	arallai-; taks-	HWW, Puh: 'join, associate, unite (people with one another: arallai-; taks- (middle voice with -ri: Yosida 1990: 71) 'join, unite', see taksan 'together', taksul 'peace agreement' 20.140. Difficult hap(p) 'separate; attach' in derived nominal happessar 'joint, limb, member, body part' = Sumerogram (with determinative UZU 'meat') UZU/ÚR: HEG 165, Puh 113; perhaps with 04.310.; HWW, Puh: 'join, associate, unite (people with one another: arallai-; taks- (middle voice with -ri: Yosida 1990: 71) 'join, unite', see taksan 'together', taksul 'peace agreement' 20.140. Difficult hap(p) 'separate; attach' in derived nominal happessar 'joint, limb, member, body part' = Sumerogram (with determinative UZU 'meat') UZU/ÚR: HEG 165, Puh 113; perhaps with 04.310.
12	230	separate	harp-; ark-; hanti-; arhayan	Respectively: first two forms are verbs; third form is adj.; final form is adv. HWW, Puh: 'separate, go apart; divorce', see 02.341; 'separate, apart'. See also arhaya 'separated, apart', arahza 'outside' 12.060, arahzena 'stranger, outsider' 19.550. ark- 'set apart, mark off, divide up': Puh. See also dal(iy)a- 'leave, abandon' 10.490. See also mark- 'divide, separate, apportion, butcher' 12.232.; Respectively: first two forms are verbs; third form is adj.; final form is adv. HWW, Puh: 'separate, go apart; divorce', see 02.341; 'separate, apart'. See also arhaya 'separated, apart', arahza 'outside' 12.060, arahzena 'stranger, outsider' 19.550. ark- 'set apart, mark off, divide up': Puh. See also dal(iy)a- 'leave, abandon' 10.490. See also mark- 'divide, separate, apportion, butcher' 12.232.; Respectively: first two forms are verbs; third form is adj.; final form is adv. HWW, Puh: 'separate, go apart; divorce', see 02.341; 'separate, apart'. See also arhaya 'separated, apart', arahza 'outside' 12.060, arahzena 'stranger, outsider' 19.550. ark- 'set apart, mark off, divide up': Puh. See also dal(iy)a- 'leave, abandon' 10.490. See also mark- 'divide, separate, apportion, butcher' 12.232.; Respectively: first two forms are verbs; third form is adj.; final form is adv. HWW, Puh: 'separate, go apart; divorce', see 02.341; 'separate, apart'. See also arhaya 'separated, apart', arahza 'outside' 12.060, arahzena 'stranger, outsider' 19.550. ark- 'set apart, mark off, divide up': Puh. See also dal(iy)a- 'leave, abandon' 10.490. See also mark- 'divide, separate, apportion, butcher' 12.232.
12	232	divide	mark-	CHD: 'divide, separate, unravel; distribute, apportion (food, drink); cut up, butcher'. Also maniyahh- 'administer, distribute; share' 11.910.
12	240	open	has-; kinu-	Puh: ablauting root has(s)-, hes(s)- 'open'; HEG: kinu- 'break open'.; Puh: ablauting root has(s)-, hes(s)- 'open'; HEG: kinu- 'break open'.
12	250	shut, close	hatk-; istap-	Puh. Respectively, 'shut, close', see 'straight' 12.730, 'lock' 07.230; 'close, stop up, dam, cover over' (middle inflection) Yosida 1990:71; see 'cover' 12.260.; Puh. Respectively, 'shut, close', see 'straight' 12.730, 'lock' 07.230; 'close, stop up, dam, cover over' (middle inflection) Yosida 1990:71; see 'cover' 12.260.
12	260	cover	kariya-	HEG. 'Cover up, hide; stop, rest, spend the night' (middle inflection: Yosida 1990:71).
12	270	hide, conceal	munnai-	CHD.
12	310	high	parku-; aru-	CHD, Weitenberg. 'High, tall, lofty, elevated', see pargasti-, pargatar, parkuwatar 'height'; see also 'tall' 12.580; 'lift' 10.220. Also aru- 'high' in the sense of 'steep'?: HWW; from the root of arai- 'arise'; arum(m)a 'highly, very much': Puh.; CHD, Weitenberg. 'High, tall, lofty, elevated', see pargasti-, pargatar, parkuwatar 'height'; see also 'tall' 12.580; 'lift' 10.220. Also aru- 'high' in the sense of 'steep'?: HWW; from the root of arai- 'arise'; arum(m)a 'highly, very much': Puh.
12	350	end	zinna-	HW. Verb, means 'come to an end, be finished, stop'. See also 'finish' 14.270, 'cease' 14.280. Also 'beginning, boundary' 14.250.
12	370	middle, center	istarniya-	Puh I-II 481. See istarna 'between, among, midst'.
12	410	right (side)	kunna-	HEG. 'Right (side); favorable'. Sumerogram ZAG (HZL nr. 238) means 'right (side)' and 'favorable'.
12	420	left (side)	kallar	HEG. Means 'unfavorable'. Sumerogram GÙB (-la- means 'left (side)' and 'unfavorable'.
12	430	near (adv)	maninkuwan; katta	CHD: 'near, close by', see maninkuwahh- 'approach'; see also katta 'down, below; near, beside, alongside' 12.030.; CHD: 'near, close by', see maninkuwahh- 'approach'; see also katta 'down, below; near, beside, alongside' 12.030.
12	440	far (adv)	tuwa	HEG.
12	460	west	ipa-	As in ipatarma(yan) 'westward': Puh.
12	530	grow	mai-	CHD, HEG: ablauting root mai-, miya- 'grow, prosper, increase, make numerous; reach maturity, be born'. See also has(s)- 'beget, bear' 04.710, 'born' 04.720. See 'much, many' 13.150, 'multitude, abundance' 13.190, 'sheep' 03.250, 'moveable wealth; growth, plenty; go' 10.470.
12	550	large, big	salli-	HW. Also means 'great, esteemed'. See also 'much, many' 13.150.
12	560	small, little	kappi-; ammiyan-	HEG, HWW, Puh. Latter term means 'small (young)' 14.140; 'little, few' 13.170.; HEG, HWW, Puh. Latter term means 'small (young)' 14.140; 'little, few' 13.170.
12	570	long	daluki-	HEG.
12	580	tall	parku-	CHD:'high, tall, lofty, elevated'. pargasti- 'height', pargatar, parkuwatar 'height, length', parkess- 'become/ grow high, tall'. Height measured in units that included the sekan 'cubit': see RlA on Hittite weights and measures; see 'measure' 12.540. See also 'high' 12.310; 'rise' 10.210, raise' 10.220.
12	590	short	maninkuwan-	CH: 'short, low'; also 'close, near' 12.430, 'approach, draw near' 10.560.
12	610	wide, broad	palhi-	CHD. See palhessar, palhasti- 'width'; pangariya- 'become widespread, common, general', from panku- 'all, entire, complete' 13.140. In compound pattar-palhi- 'broad-winged' 04.392. Neuter derivative palha 'cups' Prins 109-110.
12	630	thick (in dimension)	harsi-	Ali. HTT passim. Said often of 'bread'; see 05.510.
12	650	thin (in dimension)	maklant-	CHD. Also means 'emaciated'.
12	710	flat	istalk-	Means 'flatten, level': Puh.
12	730	straight	hatku-	Puh: 'strait, tight, pressed, confined' adj.; 'shut, close' v. 12.250.
12	760	corner	halhaltumar	Puh.
12	820	circle	wahnuessar	StoBT 41.151; 65-66. From wahnu- 'turn'. See also irhat(t)- 'row, series, circuit', arhai-, irhai- 'make the rounds, enumerate, wind up, conclude, finish' 13.107, 14.270: Puh.
12	830	sphere, ball	meeyani-; meeni-; purpura-	'Circle, sphere; rotation'; also purpura- 'lump, ball'; 'lump of dough' 05.530.; 'Circle, sphere; rotation'; also purpura- 'lump, ball'; 'lump of dough' 05.530.; 'Circle, sphere; rotation'; also purpura- 'lump, ball'; 'lump of dough' 05.530.
12	840	line	kaluti-	HEG: means 'row, series; circle, district'.
12	850	hole	pattessar	CHD: 'excavation, pit, hole'. See padda- 'dig' 08.220. Near synonyms aabi-, hattessar: Puh. See also 'ditch' 08.170, 'trap' 20.640.
12	920	like, similar	mahhan; iwar; t; dak-	CHD, HEG, Puh. Respectively: postposition and conjunction; postposition; verb 'be like'.; CHD, HEG, Puh. Respectively: postposition and conjunction; postposition; verb 'be like'.; CHD, HEG, Puh. Respectively: postposition and conjunction; postposition; verb 'be like'.; CHD, HEG, Puh. Respectively: postposition and conjunction; postposition; verb 'be like'.
12	930	change	wahnu-; d; tameumes-	Respectively: 'turn, change' (trans.); 'change, become different' (intrans.). See damai- 'second, other' 13.260. See intransitive weh-/ wah- 'turn, change' 10.130.; Respectively: 'turn, change' (trans.); 'change, become different' (intrans.). See damai- 'second, other' 13.260. See intransitive weh-/ wah- 'turn, change' 10.130.; Respectively: 'turn, change' (trans.); 'change, become different' (intrans.). See damai- 'second, other' 13.260. See intransitive weh-/ wah- 'turn, change' 10.130.
13	10	one	sanna-; aika-	Puh. See also an-ki 'once'. Respectively: HTT; Indo-Aryan loan from the Mittani horse training texts.; Puh. See also an-ki 'once'. Respectively: HTT; Indo-Aryan loan from the Mittani horse training texts.
13	20	two	ta-	See dan 'second' 13.360.
13	30	three	teri-; tri-; taryi-	Loan is from Indo-Aryan in the Mittani horse training texts.; Loan is from Indo-Aryan in the Mittani horse training texts.; Loan is from Indo-Aryan in the Mittani horse training texts.
13	40	four	meu-	Differs from usual IE form.
13	50	five	panza-	Occurs in Mittani horse training texts.
13	70	seven	sipta-; satta-	EHS: siptamiya 'seven times', parallel to teriyalla 'three times'; loan from the Mittani horse training texts.; EHS: siptamiya 'seven times', parallel to teriyalla 'three times'; loan from the Mittani horse training texts.
13	90	nine	na-	Occurs in Mitanni horse training texts.
