chapter_id	entry_id	meaning	Tsez (Sagada dialect)_CyrillTrans	Tsez (Sagada dialect)_Phonemic	comment
18	370	refuse	инкар бува	inkar buwa	
18	380	forbid	речІера	rečʼera	
18	390	rebuke, scold	гІакьа	ʕaƛ̄ʼa	
18	410	call (=summon)	гокьва	goƛ̄ʼʷa	
18	420	call (=name)	элІа	eƛa	
18	430	announce	лъазе рува	ɬaze ruwa	
18	440	threaten	гІукьра	ʕuƛ̄ʼra	
18	450	boast	несе несир рец бува	nese nesir rec buwa	
18	510	write	цахва	caxʷa	
18	520	read	тІетІра	tʼetʼra	
18	560	paper	кагъат	kaɣat	
18	570	pen	ручка	ručka	
18	610	book	тІек	tʼek	
18	670	poet	шагІир	šaʕir	
18	710	flute	зурма	zurma	
18	720	drum	къили	qʼili	
18	730	horn, trumpet	машу	mašu	
19	110	country	улка	ulka	
19	120	one's native country	элус улка; ватІан	elus ulka; watʼan	
19	150	city, town	шагьар	šahar	
19	160	village	гІалІ	ʕaƛ	
19	170	boundary	гІурхъи	ʕurqi	
19	210	people (populace)	халкъи	xalqʼi	
19	230	tribe, clan	къокъа	qʼoqʼa	
19	240	chief, chieftain	удаман	udaman	
19	250	staff, walking stick	гІанса	ʕansa	
19	310	rule, govern	ханлъи рува	xanɬi ruwa	
19	320	king, ruler	хан; пача	xan; pača	
19	330	queen	ханес бару	xanes baru	
19	360	noble, nobleman	игу; иман йолъаьси	igu; iman yoɬäsi	
19	370	citizen, subject	шагьарйос жекІу	šaharyos žekʼu	
19	410	master	бетІергьан; хазаин	betʼerhan; xazain	
19	420	slave	лагъ	laɣ	
19	430	servant	гъарабаш	ɣarabaš	
19	440	freeman	эркенав жекІу	erkenaw žekʼu	
19	450	command, order	амру бува	amru buwa	
19	460	obey	элІиру рува	eƛiru ruwa	
19	470	let, permit	изму телІа	izmu teƛa	
19	510	friend, companion	гьудул; гьалмагъ	hudul; halmaɣ	
19	520	enemy	тушман	tušman	
19	540	neighbor	мадугьал	maduhal	
19	550	stranger	экъІерчІу жекІу	eqʼˤerčʼu žekʼu	
19	560	guest	лІирба	ƛirba	
19	570	host	бетІергьан	betʼerhan	
19	580	help, aid	кумак	kumak	
19	590	hinder, prevent	калкал бува; авара бува	kalkal buwa; awara buwa	
19	610	custom	гІадат	ʕadat	
19	620	strife, quarrel	дагІба	daʕba	
19	630	conspiracy, plot	ургъи	urɣi	
19	650	meet	дандер цІохва	dander cʼoxʷa	
19	720	prostitute	телІнакІу; хъахІба	teƛnakʼu; qaħba	
20	110	fight (vb)	ихІада; ихІанада	iħada; iħanada	
20	130	war, battle	лІоІри	ƛoˤri	
20	140	peace	рекъел	reqʼel	
20	150	army	оз; армийа	oz; armiya	
20	170	soldier	салдат	saldat	
20	210	weapons, arms	йарагъ-матахІ	yaraɣ-mataħ	
20	220	club	махъІ	maqˤ	
20	222	battle-ax	лІоІрес гІо	ƛoˤres ʕo	
20	230	sling	чоклІу	čokƛu	
20	240	bow	кІурав	kʼuraw	
20	250	arrow	лІуч	ƛuč	
20	260	spear	хеч	xeč	
20	270	sword	бІелъай; мачІа	bˤeɬay; mačʼa	
20	280	gun, cannon	тупи	tupi	
20	310	armor (defensive)	йарагъ-матахІ	yaraɣ-mataħ	
20	330	helmet	такъийа	taqʼiya	
20	340	shield	талкъан	talqʼan	
20	350	fortress	хъала	qala	
20	360	tower	зиндо; цили	zindo; cili	
20	410	victory	бергьенлъи	berhenɬi	
20	420	defeat	эгъуни	eɣuni	
20	430	attack	гьужум бува	hužum buwa	
20	440	defend	цІунизе бохъва	cʼunize boqʷa	
20	450	retreat	хинзор икъІа	xinzor iƛ̄ʼa	
20	460	surrender	кваер икьа	kʷaer iƛ̄ʼa	
20	470	captive, prisoner	кваер аьсру жекІу; телъер кору жекІу	kʷaer äsru žekʼu; teɬer koru žekʼu	
20	471	guard, sentinel	ахран	axran	
20	480	booty, spoils	давла	dawla	
20	490	ambush	гьуни рица	huni rica	
20	510	fisherman	бесуро бихъерхъем жекІу	besuro biqerqosi žekʼu	
20	520	fishhook	мІолъу; бесуро бихъерхоси	mˤoɬu; besuro biqerxosi	
20	530	fishing line	лескІа	leskʼa	
20	540	fishnet	сетка	setka	
20	550	fish trap	бесуро бихъерхоси шебен	besuro biqerxosi šeben	
20	560	bait	кьар	ƛ̄ʼar	
20	610	hunt	белъих икІа	beɬix ikʼa	
20	620	shoot	цалІа	caƛa	
20	630	miss (target)	пурелъ цІохва	pureɬ cʼoxʷa	
20	640	trap (noun)	боцІахъу	bocʼaqu	
20	650	trap (vb)	бихъира	biqira	
21	110	law	закун; къанун	zakun; qʼanun	
21	150	court	суд	sud	
21	160	judge (vb)	суд бува	sud buwa	
21	170	judgment	судмос хІукму	sudmos ħukmu	
21	180	judge (noun)	судйа	sudya	
21	210	plaintiff	гІарзачи; тІалабчи	ʕarzači; tʼalabči	
21	220	defendant	жабаб нелІхоси жекІу	žabab neƛxosi žekʼu	
21	230	witness	нугІ	nuʕ	
21	240	swear	хІо рогъва	ħo roɣʷa	
21	250	oath	хІо	ħo	
21	310	accuse	гІайиб эра	ʕayib era	
21	320	condemn	гІайиб эра	ʕayib era	
21	330	convict (vb)	гІайибийавлъун рикІизе ува	ʕayibiyawɬun rikʼize uwa	
21	340	acquit	гІайиб богъа	ʕayib boɣa	
21	350	guilty	гІайбийав	ʕaybiyaw	
21	360	innocent	гІайиб йалъерчІу	ʕayib yaɬerčʼu	
21	370	penalty, punishment	тамбихІ	tambiħ	
21	380	fine	мимхирйос гІакІа	micxiryos ʕakʼa	
21	390	prison, jail	туснакъ	tusnaqʼ	
21	420	murder	эхверни	exʷerni	
21	430	adultery	бигъІнайни	biɣˤnayni	
21	440	rape	хІал буйни; зурму буйни	ħal buyni; zurmu buyni	
21	460	arson	шевлІа рикІверни	šewƛa rikʼʷerni	
21	470	perjury	гьересинугІлъи	heresinuʕɬi	
21	510	steal	рухъІа	ruqˤa	
21	520	thief	цІогьор	cʼohor	
22	110	religion	дин	din	
22	120	God	Аллагь	Аllah	
22	130	temple, church	сагъдар	saɣdar	
22	140	altar	михІмар	miħmar	
22	150	sacrifice, offering	къурбан	qʼurban	
22	160	worship	гІибадат бува; сужда бува	ʕibadat buwa; sužda buwa	
22	170	pray	как рува	kak ruwa	
22	180	priest	кашиш	kašiš	
22	190	holy, sacred	илагьийаб	ilahiyab	
22	220	preach	вагІза-насихІат бува	waʕza-nasiħat buwa	
22	230	bless	разилъи телІа	raziɬi teƛa	
22	240	curse	нагІана бува	naʕana buwa	
22	260	fast (vb)	мокьу йиса; кІал йица	moƛ̄ʼu yisa; kʼal yica	
22	310	heaven	гІалжан	ʕalžan	
22	320	hell	жужахІ; журжахІ	žužaħ; žuržaħ	
22	350	demon (evil spirit)	илбис; шайтІан	ilbis; šaytʼan	
22	370	idol	хъанч	qanč	
22	420	magic, witchcraft, sorcery	макрулъи; сихІрулъи	makruɬi; siħruɬi	
22	430	sorcerer, witch	жина; хъартай	žina; qartay	
22	440	fairy, elf	хІурулгІин	ħurulʕin	
22	450	ghost, phantom	эма-гъеду	ema-ɣedu	
22	470	omen, portent	гІаламалъи	ʕalamaɬi	
