chapter_id	entry_id	meaning	Tsez (Mokok dialect)_CyrillTrans	Tsez (Mokok dialect)_Phonemic	comment
19	110	country	хІукмат	ħukmat	
19	120	one's native country	элус хІукмат; ватІан	elus ħukmat; watʼan	
19	150	city, town	шагьар	šahar	
19	160	village	гІалІ	ʕaƛ	
19	170	boundary	гІурхъи	ʕurqi	
19	210	people (populace)	халкъи	xalqʼi	
19	230	tribe, clan	къокъа; агьлу	qʼoqʼa; ahlu	
19	240	chief, chieftain	одоман; адаьси жекІу	odoman; adäsi žekʼu	
19	250	staff, walking stick	гІанса	ʕansa	
19	310	rule, govern	ханлъи рода	xanɬi roda	
19	320	king, ruler	хан; пача патишагь		
19	330	queen	ханес бару	xanes baru	
19	360	noble, nobleman	игу; иман йолъаьси	igu; iman yoɬäsi	
19	370	citizen, subject	шагьарйос жекІу	šaharyos žekʼu	
19	410	master	бетІергьан; хазаин	betʼerhan; xazain	
19	420	slave	рекьихІибакьоси; лагъ	reƛ̄ʼiħibaƛ̄ʼosi; laɣ	
19	430	servant	гъарабаш	ɣarabaš	
19	440	freeman	эркенав жекІу	erkenaw žekʼu	
19	450	command, order	амру бода; элІа	amru boda; eƛa	
19	460	obey	мукІур охъа	mukʼur oqa	
19	470	let, permit	изму телІа	izmu teƛa	
19	510	friend, companion	гьалмагъ; гьудул	halmaɣ; hudul	
19	520	enemy	тушман	tušman	
19	540	neighbor	мадугьал	maduhal	
19	550	stranger	ийхануси	iyxanusi	
19	560	guest	лІирба	ƛirba	
19	570	host	бетІергьан	betʼerhan	
19	580	help, aid	кумак	kumak	
19	590	hinder, prevent	мишайат бода	mišayat boda	
19	610	custom	гІадат	ʕadat	
19	620	strife, quarrel	дагІба	daʕba	
19	630	conspiracy, plot	телъ-вІалъ жуклъи рода	teɬ-wˤaɬ žukɬi roda	
19	650	meet	дандир цІоха	dandir cʼoxa	
19	720	prostitute	хъахІба	qaħba	
20	110	fight (vb)	ихІада; бихІанада	iħada; biħanada	
20	130	war, battle	лъІоІри	ɬˤoˤri	
20	140	peace	рекъел	reqʼel	
20	150	army	армийа аскар; оз	armiya askar; oz	
20	170	soldier	салдат	saldat	
20	210	weapons, arms	йарагъ	yaraɣ	
20	220	club	кІитІи	kʼitʼi	
20	222	battle-ax	лІоІрелъси гІо	ƛoˤreɬsi ʕo	
20	230	sling	чоклІу	čokƛu	
20	240	bow	цІеруцІа	cʼerucʼa	
20	250	arrow	гьил; нуцІи; рези	hil; nucʼi; rezi	
20	260	spear	гьил	hil	
20	270	sword	мачІа	mačʼa	
20	280	gun, cannon	тупи; гІарада	tupi; ʕarada	
20	310	armor (defensive)	йарагъ	yaraɣ	
20	330	helmet	герес кІук	geres kʼuk	
20	340	shield	талкъан	talqʼan	
20	350	fortress	эз; хъала	ez; qala	
20	360	tower	зиндо; цили	zindo; cili	
20	410	victory	баьжирулъи; бергьенлъи	bäžiruɬi; berhenɬi	
20	420	defeat	баьгъурулъи	bäɣuruɬi	
20	430	attack	кьирир кІолІа	ƛ̄ʼirir kʼoƛa	
20	440	defend	бухъІлъа; цІунзи бохъа	buqˤɬa; cʼunzi boqa	
20	450	retreat	хизоха; хизор бикІа	xizoxa; xizor bikʼa	
20	460	surrender	койаьр бикІа	koyär bikʼa	
20	470	captive, prisoner	койаьр наьхру	koyär näxru	
20	471	guard, sentinel	цІунзи бойхоси халкъи	cʼunzi boyxosi xalqʼi	
20	480	booty, spoils	рокІаькІру шебин	rokʼäkʼru šebin	
20	490	ambush	ихъІин ича	iqˤin iča	
20	510	fisherman	бесурозахъу	besurozaqu	
20	520	fishhook	бесуро бихъирхоси мІолъу	besuro biqirxosi mˤoɬu	
20	530	fishing line	цихъби	ciqbi	
20	540	fishnet	бесурохъузас тор	besuroquzas tor	
20	550	fish trap	бесуроби рихъирхоси кецІи	besurobi riqirxosi kecʼi	
20	560	bait	бакьирнакІу	baƛ̄ʼirnakʼu	
20	610	hunt	белъихъанлъи рода	beɬiqanɬi roda	
20	620	shoot	цалІа; тупи цалІа	caƛa; tupi caƛa	
20	630	miss (target)	чІакъІаьчІиниха	čʼaqʼˤäčʼinixa	
20	640	trap (noun)	бихъирнокІу	biqirnokʼu	
20	650	trap (vb)	бихъира	biqira	
21	110	law	шаргІи; закон	šarʕi; zakon	
21	150	court	диван; суд	diwan; sud	
21	160	judge (vb)	диван бода; суд бода	diwan boda; sud boda	
21	170	judgment	диванйос хІукму; судмос хІукму	diwanyos ħukmu; sudmos ħukmu	
21	180	judge (noun)	диванбег; судийа	diwanbeg; sudiya	
21	210	plaintiff	гІарзажекІу	ʕarzažekʼu	
21	220	defendant	жабаб телІхоси жекІу	žabab teƛxosi žekʼu	
21	230	witness	нугІ	nuʕ	
21	240	swear	хІо рогъа	ħo roɣa	
21	250	oath	хІо	ħo	
21	310	accuse	гІайиб эра	ʕayib era	
21	320	condemn	телъ иша	teɬ iša	
21	330	convict (vb)	гІайибив ода	ʕayibiw oda	
21	340	acquit	гІайибмаби рогъа	ʕayibmabi roɣa	
21	350	guilty	гІайибийав	ʕayibiyaw	
21	360	innocent	гІайиб а̄нуси	ʕayib ānusi	
21	370	penalty, punishment	тамбихІ	tambiħ	
21	380	fine	мицхирйос гІакІа	micxiryos ʕakʼa	
21	390	prison, jail	туснакъ	tusnaqʼ	
21	420	murder	эхарулъи	exaruɬi	
21	430	adultery	бигъІирнайрулъи	biɣˤirnayruɬi	
21	440	rape	инжит йодини	inžit yodini	
21	460	arson	цІи рикІарулъи	cʼi rikʼaruɬi	
21	470	perjury	цІогьорав нугІлъи	cʼohoraw nuʕɬi	
21	510	steal	рокІекІа	rokʼekʼa	
21	520	thief	цІогьор	cʼohor	
22	110	religion	дин	din	
22	120	God	Аллагь	Allah	
22	130	temple, church	сакъдар	saqʼdar	
22	140	altar	мигьмар	mihmar	
22	150	sacrifice, offering	къурбан	qʼurban	
22	160	worship	къулизи бохъа	qʼulizi boqa	
22	170	pray	как рода	kak roda	
22	180	priest	кашиш	kašiš	
22	190	holy, sacred	илагьийав	ilahiyaw	
22	220	preach	вагІза бода	waʕza boda	
22	230	bless	разилъи телІа	raziɬi teƛa	
22	240	curse	нагІана бода	naʕana boda	
22	260	fast (vb)	кІал йица	kʼal yica	
22	310	heaven	алжан	alžan	
22	320	hell	журжахІ	žuržaħ	
22	350	demon (evil spirit)	илбис; шайтІан	ilbis; šaytʼan	
22	370	idol	хъанчи	qanči	
22	420	magic, witchcraft, sorcery	макрулъи; сихІрулъи	makruɬi; siħruɬi	
22	430	sorcerer, witch	жина; хъартай	žina; qartay	
22	440	fairy, elf	хІурулгІин	ħurulʕin	
22	450	ghost, phantom	има	ima	
22	470	omen, portent	карамалъи; гІаламат	karamaɬi; ʕalamat	
