chapter_id	entry_id	meaning	Nahuatl (Sierra de Zacapoaxtla variety)_Phonemic	comment
12	410	right (side)	i-yek-ma-y	Lit. 'his/her-correct-hand'. Also i-yek-ma-kokopa.
12	420	left (side)	opoč-ti	'Left hand' is i-poč-ma-y; i-poč-ma-kokopa.
12	430	near (adv)	amo wehka; inawak; i-nakas-tan	Lit. 'not far'. Cf. 'ear' 04. 220. *Aztecan *-naa(wa)k.; Lit. 'not far'. Cf. 'ear' 04. 220. *Aztecan *-naa(wa)k.; Lit. 'not far'. Cf. 'ear' 04. 220. *Aztecan *-naa(wa)k.
12	440	far (adv)	wehka	*Aztecan *wəhka.
12	450	east	tona-l-kisa-yampa	Lit. 'sun-leaves- ?'. Also kampa kisa in tona-l.
12	460	west	tona-l-kalaki-ampa	Lit. 'sun-enters- ?'. Also tona-l-poliwi-ampa.
12	470	north	tani-pa	Lit. 'down-place'.
12	480	south	ahko-pa	Lit. 'el lado de arriba' 12.080, 'up-place'.
12	530	grow	mo-skalti-a	
12	540	measure	ki-tama-čiwa	
12	550	large, big	weyi	'Gigante, enorme' is semi weyi. *Aztecan *weey(ɨ).
12	560	small, little	c̷ik-c̷in; c̷iki-c̷in	Also nohnel; pisil-ti-k; kopic̷-ti-k.; Also nohnel; pisil-ti-k; kopic̷-ti-k.
12	570	long	weya-k	
12	580	tall	wehka-pan	
12	590	short	c̷ik-c̷in; nohnel; amo wehkapan; tokoc̷	See 'sit' (shorten oneself) 12.130.; See 'sit' (shorten oneself) 12.130.; See 'sit' (shorten oneself) 12.130.; See 'sit' (shorten oneself) 12.130.
12	610	wide, broad	patawa-k; koyawa-k	*Aztecan *patla(awa)k.; *Aztecan *patla(awa)k.
12	620	narrow	kopic̷-ti-k; pic̷awa-k	
12	630	thick (in dimension)	tilawa-k; tomawa-k	
12	650	thin (in dimension)	kakal-ti-k; kakalač-ti-k; pic̷awa-k	Also kanak-ti-k; kanawa-k. *Aztecan *pVc̷a(awa)k.; Also kanak-ti-k; kanawa-k. *Aztecan *pVc̷a(awa)k.; Also kanak-ti-k; kanawa-k. *Aztecan *pVc̷a(awa)k.
12	670	deep	wehka-tan	wehka means 'far'.
12	730	straight	melawa-k; naal-; yeek	Also kʷali ihkatok.; Also kʷali ihkatok.; Also kʷali ihkatok.
12	740	crooked	čikol; čihkol-ti-k; ilakac̷-ti-k	'Sinuoso' čičihkol-ti-k; čihčihkol-ti-k.; 'Sinuoso' čičihkol-ti-k; čihčihkol-ti-k.; 'Sinuoso' čičihkol-ti-k; čihčihkol-ti-k.
12	810	round	yowa-l-ti-k	Also means 'night' 14.420. 'Curve' is wi-kol-ti-k; kol-ti-k; koliw-tok.
12	830	sphere, ball	te-olol-ti-k	
12	840	line	ki-tekpana; kisaloa	
12	850	hole	koyo-k; koyok-ti; tekoč	'Picado, agujerado' is kohkoyok-ti-k. See 'cave' 01.280.; 'Picado, agujerado' is kohkoyok-ti-k. See 'cave' 01.280.; 'Picado, agujerado' is kohkoyok-ti-k. See 'cave' 01.280.
12	920	like, similar	išiwki; tamati-s-neki; tamati	
12	930	change	ki-pata	
13	0	zero, nothing	amo teyi	Lit. 'negative ?'
13	10	one	se; seya	'Another' ok-see. *Aztecan *see; *seem-.; 'Another' ok-see. *Aztecan *see; *seem-.
13	20	two	ome	'Two by two' oh-oome. *Aztecan *oomə.
13	30	three	eyi	*Aztecan *eeyɨ.
13	40	four	nawi	*Aztecan *naawɨ.
13	50	five	ma-kʷi-l	Cf. 'hand' 04.330; 'grasp' 11.140. *Aztecan *maakʷil-.
13	60	six	čikʷa-sen	*Aztecan *čikʷaseem.
13	70	seven	čik-ome	
13	80	eight	čikʷe-eyi	
13	90	nine	čik-nawi	
13	100	ten	mah-takti	
13	101	eleven	mah-taktion-se	
13	102	twelve	mah-taktiom-ome	
13	103	fifteen	kaštol	
13	104	twenty	sem-powa-l	
13	105	hundred	ma-kʷil powa-l	Lit. 'five counts' (of twenty each); cf. 'twenty' 13.104.
13	106	thousand	se mil	Also mah-takti [siento], Span. 'ciento'.
13	107	count	ta-po-wa	*Aztecan *po(wa).
13	140	every, all	seh-se; noči; noči-n	*Aztecan *močɨ.; *Aztecan *močɨ.; *Aztecan *močɨ.
13	150	much, many	kači; miak; nel; simi	*Aztecan *məyak.; *Aztecan *məyak.; *Aztecan *məyak.; *Aztecan *məyak.
13	160	more	kači; miak; seki; ok seki	Final form is 'again'.; Final form is 'again'.; Final form is 'again'.; Final form is 'again'.
13	170	little (quantity), few	kači tipi-c̷in	Also semi tipi-c̷in.
13	180	enough	ongak miak; telahsi	
13	181	some	tehsa; aken; akin; aksaa	Latter form is 'somebody'.; Latter form is 'somebody'.; Latter form is 'somebody'.; Latter form is 'somebody'.
13	210	full	pešon-tok	
13	220	empty	kinoki-a; iwki	
13	230	part, piece	tahko	
13	240	half	tahko	
13	330	alone, only	i-sel-ti; iškoyan; sayoh	Cf. 'one' 13.010.; Cf. 'one' 13.010.; Cf. 'one' 13.010.
13	340	first	ačto	
13	350	last	wehka-wa	Cf. 'far' 12.440. 'Last one' is naken ta-tohtoka, 'whoever follows' 10.520.
13	380	two times	ohpa	'Two by two' oh-oome.
13	440	three times	ešpa	
14	110	time	iksa	Means 'alguna vez'. 'Short time' is yekimpa; 'long time' is wehka-wia; wehika, (far).
14	120	age	šiw-yeh ya; ni-šwi-w; wewehyot	Cf. 'year' 14.740.; Cf. 'year' 14.740.; Cf. 'year' 14.740.
14	130	new	yangwi-k	
14	150	old	sol-ti-k; wewe-t	Cf. 'destroy' 11.270. *Aztecan *weewəh-.; Cf. 'destroy' 11.270. *Aztecan *weewəh-.
14	160	early	kʷalkan	
14	170	late	wehka-wa	Also mo-tiotaki-li-a.
14	180	now	aškan; aškan niman; yekin-c̷in	
14	210	swift, fast, quick	ihsi-wi-k; ihsiw-kayot; niman	
14	220	slow	yooliik	*Aztecan *yooliik.
14	230	hasten, hurry	mo-ihsiwi-li-a	Also nenken sah; niman.
14	240	retard, delay	wehka-wa	
14	250	begin, beginning	pewa; c̷ine-wa	*Aztecan *peewa.; *Aztecan *peewa.
14	252	last, endure	siiko; ta-šiko-a; kihyowi-a	
14	270	finish	tami-a	See 'end' 12.350.
14	290	ready	nenken sah weli	
14	310	always	noči-pa; nači-pa; ačipa	Also ipa; [para] wehka-was, Span. 'para(for)'.; Also ipa; [para] wehka-was, Span. 'para(for)'.; Also ipa; [para] wehka-was, Span. 'para(for)'.
14	331	soon	amo wehika	
14	332	long-time (for a)	wehika; wehka-wia	
14	340	never	amo-ikah; nion keman; amo keman	Also ipa amo keman.; Also ipa amo keman.; Also ipa amo keman.
14	350	again	ok sepa; ok	
14	410	day	tona-l	Also means 'sun' 01.520. Cf. 'burn' 01.852.
14	420	night	yowa-l	Also means 'darkness' 01.620; 'round' 12.810. Cf.'wheel' 10.760. *Aztecan *tlayowa; *yowa(l)-.
14	430	dawn	ta-nesi; kʷalkan	ta is 'light' 01.610.; ta is 'light' 01.610.
14	440	morning	de kʷalkan; okyan-c̷in	
14	450	noon, midday	nepan-tah; tahko-tona-l	Latter is 'half-day/sun' 14.410; 01.520.; Latter is 'half-day/sun' 14.410; 01.520.
14	451	afternoon	tiotak	
14	470	today	aškan; aškan nihin tona-l	
14	480	tomorrow	mosta; imostika	
14	481	day-after-tomorrow	wiwta	'Al tercer día' iwiwtika.
14	490	yesterday	yalwa	*Aztecan *yaalwa.
14	491	day-before-yesterday	yo-wiwta	
14	510	hour	horah	From Span. 'hora'.
14	610	week	teč čikʷeyi tona-l	Lit. 'in eight days'.
14	710	month	mec̷-ti	Also means 'moon' 01.530.
14	730	year	šiwi-t; šiw-	
14	740	winter	keman ta-sese-ya	Lit. 'when it is cold'.
14	750	spring	pewa ta-totoni-a ya	Lit. 'begins warming up'.
14	760	summer	ta-totoni-lo-t	
14	780	season	welaman	
15	210	smell (vb intrans)	tahnekʷi	
15	220	smell (vb trans)	ahwiaya; ahwiayalis; ahwiyak	Latter forms are nouns.; Latter forms are nouns.; Latter forms are nouns.
15	250	fragrant, good smelling	ahwiyak; kʷal-c̷in ahwiyak	
15	260	stinking, bad smelling	c̷ohyak; -c̷ohyaya	'Apestar' is ihyak. *Aztecan *ihyaak.; 'Apestar' is ihyak. *Aztecan *ihyaak.
15	310	taste	kieko-a	
15	350	sweet	c̷ope-k	
15	360	salty	ista-yoh; nel-ista-yoh; poye-k	
15	370	bitter	čiči-k; čičipah-ti-k	'Bile (hiel)' is ičičikka.; 'Bile (hiel)' is ičičikka.
15	380	acid, sour	šoko-k; šoko-pal-ti-k	
15	410	hear	kaki	*Aztecan *kaki.
15	420	listen	ki-kaki	
15	440	sound, noise	kakalaka; c̷ilini; komoni	*Aztecan *c̷iliinV.; *Aztecan *c̷iliinV.; *Aztecan *c̷iliinV.
15	460	quiet, silence	mo-tamati-li-a	
15	510	see	k-ita; mo-ta	'See well' is kʷali ta-ča. 'Visible' is mo-ta; moc̷-tok. 'View' is ta-ča-lis. *Aztecan *ɨhta.; 'See well' is kʷali ta-ča. 'Visible' is mo-ta; moc̷-tok. 'View' is ta-ča-lis. *Aztecan *ɨhta.
15	520	look, look at	k-ita; ki-senita; ki-mowiso-a	
15	550	show	ki-neš-ti-a; -neeš-tii-li	
15	560	shine	pepetaka; milini; petani; kakawaka	
15	610	color	tapa-l	
15	640	white	ista-k; počik-ti-k	*Aztecan *čɨpa(awa)k.; *Aztecan *čɨpa(awa)k.
15	650	black	til-ti-k	'Soot' is til. Cf. 'fire' 01.810.
15	660	red	čii-čii-; či-či-l-ti-k	
15	670	blue	šošok-ti-k	
15	680	green	šošok-ti-k	*Aztecan *šowi.
15	690	yellow	kos-ti-k	'Se pone amarillo' kosawia; 'amarillento' kosewi.
15	712	pinch	kistekʷi	
15	720	feel	ki-mačili-a	
15	740	hard	takʷawa-k	*Aztecan *tlakʷaawak.
15	750	soft	yemaš-c̷in	Also yemanik; potoš-ti-k.
15	760	rough	šihšipin-ti-k; šašakač-ti-k	
15	770	smooth	alaš-ti-k; yemaš-c̷in	Also potoš-ti-k; -peta.; Also potoš-ti-k; -peta.
15	780	sharp	ki-tentia	
15	810	heavy	eti-k	*Aztecan *ətiik.
15	820	light (in weight)	ehkaw-ti-k	
15	830	wet, damp	pal-ti-k; a-tac̷-ti-k; kʷečawa-k	Also kʷečawa-lis. 'Empapar (soak)' ahaki; 'it is becoming wet' paaltiiš-tok.; Also kʷečawa-lis. 'Empapar (soak)' ahaki; 'it is becoming wet' paaltiiš-tok.; Also kʷečawa-lis. 'Empapar (soak)' ahaki; 'it is becoming wet' paaltiiš-tok.
15	840	dry	ki-wac̷a; waki; wayi-k	*Aztecan *waaki.; *Aztecan *waaki.; *Aztecan *waaki.
15	850	hot	totooni-k; totok-ti-k; kawan-tok; kawak-ti-k	'To be hot' is šiw-tata. *Aztecan *tlatla.; 'To be hot' is šiw-tata. *Aztecan *tlatla.; 'To be hot' is šiw-tata. *Aztecan *tlatla.; 'To be hot' is šiw-tata. *Aztecan *tlatla.
15	851	warm	ki-to-toni-a; ki-kawanti-a	Also yemani-k. 'Warm weather' is ta-šiwtata.; Also yemani-k. 'Warm weather' is ta-šiwtata.
15	860	cold	sese-k	
15	870	clean	čipawa-k; ki-čipawa; ki-pohpowa	*Aztecan *powa; *čɨpa(awa)k.; *Aztecan *powa; *čɨpa(awa)k.; *Aztecan *powa; *čɨpa(awa)k.
15	880	dirty, soiled	pic̷o-ti-k; c̷ohkʷil-ti-k; yayak-ti-k	For first form, see 'pig' 03.350.; For first form, see 'pig' 03.350.; For first form, see 'pig' 03.350.
15	890	wrinkled	c̷oc̷ol-ti-k; kʷehkʷelpač-ti-k	
16	110	soul, spirit	i-yolo; i-tona-l; i-anima	Respectively: 'his/her heart; his/her day'. See Alfredo López Austin, for distinctions. For a healing cure of 'Loss of soul or spirit' see Harold Key, pp. 83-84, [Tlalocan]; Respectively: 'his/her heart; his/her day'. See Alfredo López Austin, for distinctions. For a healing cure of 'Loss of soul or spirit' see Harold Key, pp. 83-84, [Tlalocan]; Respectively: 'his/her heart; his/her day'. See Alfredo López Austin, for distinctions. For a healing cure of 'Loss of soul or spirit' see Harold Key, pp. 83-84, [Tlalocan]
16	150	surprised, astonished	ki-mow-ti-a	
16	230	joyful, glad, happy	yol-paki; yol-kisa; paki	Also 'make happy' -paak-tii; 'state of being happy' -paaki-ta; 'make happy (give)' -paaki-liis-maka.; Also 'make happy' -paak-tii; 'state of being happy' -paaki-ta; 'make happy (give)' -paaki-liis-maka.; Also 'make happy' -paak-tii; 'state of being happy' -paaki-ta; 'make happy (give)' -paaki-liis-maka.
16	250	laugh	-wec̷ka; we-wec̷ka; wec̷ka-lis	
16	251	smile	iš-wec̷ka	Lit. 'face-laugh'.
16	260	play	mawil-ti-a; awil; awil-ti	Latter are nouns.; Latter are nouns.; Latter are nouns.
16	270	love	ki-tasoh-ta	'Love with all the heart' -yool-tasoh-ta.
16	290	kiss	ki-ten-amiki	'mouth' 04.240.
16	310	pain	te-koko-a; te-kokohkayo-t	Also tac̷akʷilti-lis; pinawa.; Also tac̷akʷilti-lis; pinawa.
16	320	grief, sorrow, sadness	mo-yol-koko-a	Lit. 'reflexive-heart-sick'. Also amo paki; ta-yokoya.
16	350	pity	te-ikneli-lis	
16	370	cry, weep	čoka; iš-čoka	'Llanto' is čokalis; čokilis. *Aztecan *čooka.; 'Llanto' is čokalis; čokilis. *Aztecan *čooka.
16	380	tear (noun)	iš-a-yo	Means 'eye-liquid'.
16	390	groan	sosolka	
16	410	hate	ki-ta-welita	Also ki-yolita.
16	420	anger	kʷalan-ti; mo-kʷa-totoni-a	Latter is 'head-hot'.; Latter is 'head-hot'.
16	440	envy, jealousy	čawa-lis; čawa-ti	
16	450	shame (noun)	pinawa	'Embarrass' -piinaa-w-tii. *Aztecan *pinaawa.
16	480	proud	weyi-nekilis	
16	510	dare	moiiseewi-a	
16	520	brave	yol-čikawa-k; iš-mata-ti-k; tontoh-ti-k	
16	530	fear, fright	mow-kayot; mo-wi-lis; ki-mow-ti-a	
16	540	danger	owih-kan	Lit. 'difficult-place'.
16	620	desire, want	ki-neki; ki-čiwa-s-neki; kelewi-a	*Aztecan *nəki.; *Aztecan *nəki.; *Aztecan *nəki.
16	622	choose	kihita; kištali-a; ki-pehpena	
16	630	hope	ta-kʷawtamati-lis; ten kiča; -ča	'Wait' is *Aztecan *čia.; 'Wait' is *Aztecan *čia.; 'Wait' is *Aztecan *čia.
16	650	faithful	ta-kʷawtamati-lis; ta-nel-toka-lis	Also yol-kʷali, lit. 'heart-good'.; Also yol-kʷali, lit. 'heart-good'.
16	660	true	mela-n; mela-wa-k	
16	670	lie, tell lies	takahkayawa; šolopih-ti	
16	690	forgive	-tapoh-poo-l	
16	710	good	kʷal-i; kʷali yetok	
16	720	bad	amo-kʷali	Lit. 'negative-good'.
16	730	right, correct	kʷali yetok	Also yol-kʷali; yol-mela-wa-k; yol-yemani-k; yol-čipawa-k. See 'heart' 04.440.
16	760	fault	tahtakol	
16	770	mistake, error	mo-polo-a	
16	790	praise	-kʷaal-kec̷a	Lit. 'good-stands' 12.150.
16	810	beautiful	kʷal-c̷in	Lit. 'good-honorific'.
16	820	ugly	amo kʷal-c̷in; pic̷o-ti-k	The former lit. 'not good'. Cf. 'bad' 16.720; 'dirty' 15.880. See 'pig' 03.350.; The former lit. 'not good'. Cf. 'bad' 16.720; 'dirty' 15.880. See 'pig' 03.350.
17	110	mind	ta-mači-lis; el	Also means 'idea, notion' 17.190.; Also means 'idea, notion' 17.190.
17	130	think (= reflect)	ta-nemi-li-a	nemi is 'live, walk'.
17	140	think (= be of the opinion)	-tanemilia	
17	150	believe	ki-nel-toka	Means 'really follow'.
17	160	understand	ki-mati	
17	170	know	ki-mati	'To know (someone)' is k-iš-mati, lit. 'him/her-face-know' 04.204. *Aztecan *mati.
17	172	imitate	ki-nehnemi-lia-; ki-tenkʷi	
17	180	seem	iwtok; pane; nesi; ta-mati	
17	190	idea, notion	ta-mači-lis	Also means 'mind' 17.110.
17	210	wise	ta-mat-keh; ta-mači-leh	Also yek-tel-ta-mat-keh; yol-ta-mat-keh; nel-ta-mat-keh. Cf. 'mind' 17.110.; Also yek-tel-ta-mat-keh; yol-ta-mat-keh; nel-ta-mat-keh. Cf. 'mind' 17.110.
17	220	foolish, stupid	seensool; amo kipia mo-wisiot	Also amo ta-mat-keh; amo ta-mači-leh; amo kʷa-ta-mati.; Also amo ta-mat-keh; amo ta-mači-leh; amo kʷa-ta-mati.
17	230	insane, crazy	kʷa-kep-tok; kʷakepi	Also kʷa-ta-poloh-tok; yol-kep-tok; amo kʷa-ta-mati; kʷa-yol-kep-tok; kʷa-yol-kepi mih-miki-lot, 'atontado, azorado'.; Also kʷa-ta-poloh-tok; yol-kep-tok; amo kʷa-ta-mati; kʷa-yol-kep-tok; kʷa-yol-kepi mih-miki-lot, 'atontado, azorado'.
17	240	learn	mo-mač-ti-a	
17	242	study	mo-mač-ti-a	
17	250	teach	ki-mač-ti-a; ki-yek-neštili-a	*Aztecan *mačtia.; *Aztecan *mačtia.
17	270	teacher	ta-mač-tih-keh	
17	310	remember	ihsa; k-ihšiti-a; k-el-namiki	First form means 'wake up'.; First form means 'wake up'.; First form means 'wake up'.
17	320	forget	ki-elka-wa; -el-kaawa	
17	340	clear, plain	yek melan; yek-nes-tok	
17	360	secret	ičta-ka	
17	370	sure, certain	melan; yek melan	
17	380	explain	ki-yek-ihto-a; ki-yek-ilis	
17	410	intention, purpose	-ti	'To go to act'.
17	420	cause	-tii; -wi; -w	'Causative, transitivizer of verbs'.; 'Causative, transitivizer of verbs'.; 'Causative, transitivizer of verbs'.
17	430	doubt	amo ta-kʷawta-mati	'Dubitative' taa; dubious future, -ti.
17	440	suspect	ki-paantii-a	
17	450	need, necessity	mo-neki	Lit. 'reflexive-desire'.
17	460	easy	amo owih	Lit. 'not difficult' 17.470.
17	470	difficult	owih; tel-owih	
17	480	try, attempt	-eko; -eh-eko	'To test, take various proofs'.; 'To test, take various proofs'.
17	510	and	wan	
17	520	because	porin	
17	530	if	ta; ša	
17	550	yes, affirmative	kemah	
17	560	no, negative	amo; taa-	'Nadie' amo naken; amo-akah; amo nakah; amo akin; 'ninguna parte' amo kanah.; 'Nadie' amo naken; amo-akah; amo nakah; amo akin; 'ninguna parte' amo kanah.
17	610	how?	kinin; kini-w	*Aztecan *keem.; *Aztecan *keem.
17	620	how many?	kanači; kanačin	*Aztecan *keeskɨ.; *Aztecan *keeskɨ.
17	630	how much?	kanači	
17	640	what?	toni; koš; še	*Aztecan *tla-.; *Aztecan *tla-.; *Aztecan *tla-.
17	650	when?	keman	
17	660	where?	kan; kam-pa; kanika; kansika	*Aztecan *kaa(n).; *Aztecan *kaa(n).; *Aztecan *kaa(n).; *Aztecan *kaa(n).
17	670	which?	katin; katih-yeh-wa	
17	680	who?	akoni; naken	*Aztecan *aak.; *Aztecan *aak.
17	690	why?	keyeh; para toni	The latter from Span. 'para', lit. 'for what?'; The latter from Span. 'para', lit. 'for what?'
18	120	sing	kantaro-a	From Span.'cantar'. *Aztecan *kʷiika.
18	130	shout, cry out	c̷ahc̷i; yol-c̷ahc̷i	*Aztecan *tlahc̷ɨ.; *Aztecan *tlahc̷ɨ.
18	150	whisper	ičtakata-noh-noc̷a	
18	170	whistle	ki-kisi; ta-pic̷a	
18	210	speak, talk	tahto-a; sani-lo-a	The former also means 'word' 18.260. 'Conversation' is tahto-l; sani-l.; The former also means 'word' 18.260. 'Conversation' is tahto-l; sani-l.
18	211	stutter, stammer	ten-ohototi-a	
18	220	say	k-ihto-a; tahtoo; k-ili-a	
18	221	tell story	ki-ta-powi-a; sani-lo-a	'Tell things to people as a story teller' tee-ta-po-wia.; 'Tell things to people as a story teller' tee-ta-po-wia.
18	230	silent (be)	ičta	
18	240	language	tahto-l	
18	260	word	tahto-l	
18	280	name	ki-tenewa	Verbal form. Noun is i-toka-y.
18	310	ask (question, inquire)	tahtani; ki-matahtani-a	'Palabra que introduce interrogación' is koš. *Aztecan *tlahtlani.; 'Palabra que introduce interrogación' is koš. *Aztecan *tlahtlani.
18	320	answer	ki-nakili-a	
18	330	admit, confess	ki-seli-a; mo-yol-pata	Also ki-yol-kʷiti-a.; Also ki-yol-kʷiti-a.
18	340	deny	amo mo-aškati-a	
18	360	promise	ki-nawatili-a; ki-yek-kili-a; -yeek-teen-kaawa	Cf. 'say' 18.220; see 'mouth' 04.240.; Cf. 'say' 18.220; see 'mouth' 04.240.; Cf. 'say' 18.220; see 'mouth' 04.240.
18	390	rebuke, scold	kʷalani	
18	410	call (=summon)	ki-noc̷a	'Wave hand, signal to someone' -maa-iiš-nooc̷a. *Aztecan *nooc̷a.
18	430	announce	ki-mati-l-ti-a	
18	510	write	k-ihkʷilo-a; -tahkʷiloowili	*Aztecan *(tla-)ɨhkʷVlowa.; *Aztecan *(tla-)ɨhkʷVlowa.
18	520	read	ta-leroa	From Span. 'leer'. 'Knows how to read' is ama-iš-mati.
18	560	paper	ama-t	*Aztecan *aama-.
18	710	flute	ta-pic̷a-lo-ni; ta-pic̷-ti	
18	740	rattle	ayakač	
19	150	city, town	weyi-pan	
19	160	village	ičam-pa; pʷebloh	From Span. 'pueblo'.; From Span. 'pueblo'.
19	210	people (populace)	taka-yot	
19	240	chief, chieftain	weyi tahtohkeh	Means 'authority'.
19	250	staff, walking stick	i-topi-l	
19	310	rule, govern	kin-yekʷika; ta-yekana	Cf. 'lead' 10.640, 'nose' 04.230.; Cf. 'lead' 10.640, 'nose' 04.230.
19	370	citizen, subject	i-čan-kaw; masewal-c̷in	The latter means 'Indian'.; The latter means 'Indian'.
19	410	master	i-teko	Also ta-yekan-keh; i-taga-teko. *Aztecan *teekʷ-.
19	420	slave	takewal ten amo ki-taštawi-a	
19	430	servant	takewal	Also tis-keh, 'female, who grinds'.
19	450	command, order	tanawatil; -nahnawati	
19	460	obey	ki-takamati; -tataakamat; tamat	
19	470	let, permit	mah; mah...-kan	Permissive forms; latter is plural.; Permissive forms; latter is plural.
19	510	friend, companion	i-tasoh-ikni-w; i-ma-ikni-w	'Acompañar' is iwan powi 'goes with him'.; 'Acompañar' is iwan powi 'goes with him'.
19	540	neighbor	i-čan-kaw; amo wehka čanih	-čan is 'house'.; -čan is 'house'.
19	550	stranger	wehka-čan-eh; anal-tekoh; amo k-iš-mati-h	
19	580	help, aid	ki-palewi-a	
19	590	hinder, prevent	kic̷akʷili-a	
19	610	custom	i-pano-lis; i-yalis; ki-ne-mač-tia	
19	650	meet	-namiki	
19	720	prostitute	takanečiko-a	
20	110	fight (vb)	ta-tewi-a	
20	130	war, battle	ta-tewi-lis	
20	140	peace	yol-kʷali	Lit. 'heart-good'. Also ta-mat-kayetok; yol-čikawa-lis; -yool-yeek-taali.
20	280	gun, cannon	tepos-tatopon; tatopon	
20	340	shield	čima-l	
20	430	attack	k-iš-namiki; ki-tewi-a	
20	471	guard, sentinel	ki-yek-tali-a; ki-yek-pia; k-iewa	See 'have' 11.110.; See 'have' 11.110.; See 'have' 11.110.
20	540	fishnet	mamata; kosolera	
20	610	hunt	tamota	
20	620	shoot	tatoponi-a	
21	110	law	tanawati-l	
21	160	judge (vb)	ta-iš-eh-eko-a; ta-neh-nemi-li-a	
21	230	witness	iš-pan-ti	
21	240	swear	ki-yek-k-ihto-a	
21	370	penalty, punishment	ki-yokoli-a	Also tac̷akʷilti-lis.
21	510	steal	tačteki	
21	520	thief	tačtek-keh	
22	120	God	-teko-c̷in	
22	130	temple, church	tio-pan	
22	150	sacrifice, offering	tamanal; te-tayokoli-l	
22	160	worship	mo-wistili-a	
22	170	pray	mo-tata-tawtili-a; ki-mo-wistili-a	
22	180	priest	tio-piškat	
22	190	holy, sacred	mo-wistika-c̷in	Also yek-tika-c̷in.
22	220	preach	te-neštili-a	
22	230	bless	ki-tio-čiwa	
22	240	curse	ki-tel-čiwa	
22	260	fast (vb)	mo-sawa	
22	310	heaven	elwiak	
22	320	hell	mik-tan	
22	350	demon (evil spirit)	amo-kʷali	Lit. 'not good'.
22	370	idol	tata-dios	From Span. 'Dios'.
22	420	magic, witchcraft, sorcery	nawa-lot	
22	440	fairy, elf	masaka	
