犬 	 noun 	 canine 	 dog; canine
彳亍 	 noun 	 hesitation 	 hesitation
艱難 	 noun 	 hardship 	 hardships, difficulties
艱難 	 noun 	 difficulties 	 hardships, difficulties
艱難 	 verb 	 hardship 	 to experience hardships, difficulties
艱難 	 verb 	 difficulties 	 to experience hardships, difficulties
球體 	 noun 	 sphere 	 sphere
天球 	 noun 	 celestial sphere 	 celestial sphere
信天翁 	 noun 	 albatross 	 an albatross, especially the short-tailed albatross
信天翁 	 noun 	 albatross 	 an albatross, especially the short-tailed albatross
土曜 	 noun 	 Saturn 	 planet Saturn
土曜 	 noun 	 Saturday 	 Saturday
日曜 	 noun 	 sun 	 the sun
日曜 	 noun 	 Sunday 	 Sunday
金曜 	 noun 	 Venus 	 planet Venus
金曜 	 noun 	 Friday 	 Friday
實用 	 noun 	 practical 	 practical use; utility
課程 	 noun 	 course 	 course
課程 	 noun 	 curriculum 	 curriculum
有用 	 noun 	 utility 	 utility
火曜 	 noun 	 Mars 	 planet Mars
火曜 	 noun 	 Tuesday 	 Tuesday
水曜 	 noun 	 Mercury 	 planet Mercury
水曜 	 noun 	 Wednesday 	 Wednesday
木曜 	 noun 	 Jupiter 	 planet Jupiter
木曜 	 noun 	 Thursday 	 Thursday
教員 	 noun 	 teacher 	 teacher, schoolteacher
教員 	 noun 	 schoolteacher 	 teacher, schoolteacher
風景 	 noun 	 landscape 	 scenery, landscape, view
風景 	 noun 	 scenery 	 scenery, landscape, view
風景 	 noun 	 view 	 scenery, landscape, view
風景 	 noun 	 scene 	 scene
猩猩 	 noun 	 orangutan 	 orangutan
職業 	 noun 	 occupation 	 occupation, trade, profession, business
職業 	 noun 	 profession 	 occupation, trade, profession, business
職業 	 noun 	 business 	 occupation, trade, profession, business
職業 	 noun 	 trade 	 occupation, trade, profession, business
願望 	 noun 	 hope 	 wish, hope
願望 	 noun 	 wish 	 wish, hope
願望 	 verb 	 desire 	 to wish, to desire
カン 	 noun 	 can 	 鑵 can
カン 	 noun 	 khan 	 汗 khan, a ruler over various Turkish, Tatar and Mongol peoples in the Middle Ages
カン 	 noun 	 kong 	 kong
女王 	 noun 	 prince 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 descend 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 reign 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 generation 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 unmarried 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 Japanese 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 emperor 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 daughter 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than five generations  tr=shinnō or tr=ō
女王 	 noun 	 prince 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 descend 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 reign 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 generation 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 unmarried 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 Japanese 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 emperor 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 daughter 	 a Japanese prince's unmarried daughter who is descended from the reigning emperor through no more than three generations tr=shinnō
女王 	 noun 	 queen regnant 	 a queen regnant
女王 	 noun 	 queen 	 a queen
女王 	 noun 	 queen consort 	 queen consort; princess consort
女王 	 noun 	 princess consort 	 queen consort; princess consort
女王 	 noun 	 queen regnant 	 a queen regnant
女王 	 noun 	 queen regnant 	 a queen regnant
後裔 	 noun 	 descendant 	 descendant
学派 	 noun 	 school of thought 	 school of thought, school
学派 	 noun 	 school 	 school of thought, school
山羊 	 noun 	 goat 	 a goat animal
光明 	 noun 	 light 	 light
光明 	 noun 	 hope 	 hope in adverse circumstances
公開 	 noun 	 exhibition 	 opening, release, exhibition
公開 	 noun 	 opening 	 opening, release, exhibition
公開 	 noun 	 exposure 	 disclosure, exposure
公開 	 noun 	 disclosure 	 disclosure, exposure
公開 	 verb 	 put 	 to open to the public, to release, to put on exhibit
公開 	 verb 	 open 	 to open to the public, to release, to put on exhibit
公開 	 verb 	 exhibit 	 to open to the public, to release, to put on exhibit
公開 	 verb 	 release 	 to open to the public, to release, to put on exhibit
公開 	 verb 	 expose 	 to disclose, to expose
公開 	 verb 	 disclose 	 to disclose, to expose
ガリ 	 noun 	 gari 	 gari, pickled sliced young ginger
鑑賞 	 noun 	 enjoyment 	 appreciation, enjoyment, especially of art, music, etc
鑑賞 	 noun 	 appreciation 	 appreciation, enjoyment, especially of art, music, etc
鑑賞 	 verb 	 enjoy 	 to appreciate, to enjoy
鑑賞 	 verb 	 appreciate 	 to appreciate, to enjoy
酵母 	 noun 	 yeast 	 yeast
愛蔵版 	 noun 	 collector's edition 	 a collector's edition
震音 	 noun 	 tremolo 	 tremolo
頭が悪い 	 adjective 	 slow 	 dumb, slow, stupid
頭が悪い 	 adjective 	 dumb 	 dumb, slow, stupid
頭が悪い 	 adjective 	 stupid 	 dumb, slow, stupid
舞台 	 noun 	 stage 	 stage
舞台 	 noun 	 setting 	 setting of a story
舞臺 	 noun 	 setting 	 舞台: stage, setting
舞臺 	 noun 	 stage 	 舞台: stage, setting
乳母 	 noun 	 wet nurse 	 wet nurse
乳母 	 noun 	 wet nurse 	 wet nurse
乳母 	 noun 	 wet nurse 	 wet nurse
乳母 	 noun 	 wet nurse 	 wet nurse
乳母 	 noun 	 wet nurse 	 wet nurse
創建 	 noun 	 establishment 	 foundation, organization, establishment
創建 	 noun 	 organization 	 foundation, organization, establishment
創建 	 noun 	 foundation 	 foundation, organization, establishment
創建 	 verb 	 establish 	 found, organize, establish
創建 	 verb 	 found 	 found, organize, establish
創建 	 verb 	 organize 	 found, organize, establish
廢水 	 noun 	 water 	 廃水: waste water
廢水 	 noun 	 waste 	 廃水: waste water
掲示板 	 noun 	 bulletin board 	 bulletin board
感激 	 noun 	 deep 	 deep emotion
感激 	 noun 	 emotion 	 deep emotion
感激 	 verb 	 moved 	 to be moved, to be touched
感激 	 verb 	 touched 	 to be moved, to be touched
符合 	 noun 	 coincidence 	 coincidence
符合 	 verb 	 coincide 	 coincide, agree with
符合 	 verb 	 agree 	 coincide, agree with
概括 	 noun 	 summary 	 summary
概括 	 noun 	 generalization 	 generalization
概括 	 verb 	 sum up 	 to summarize, to sum up
概括 	 verb 	 summarize 	 to summarize, to sum up
概括 	 verb 	 generalize 	 to generalize
新鮮 	 noun 	 freshness 	 freshness
改編 	 noun 	 reorganization 	 reorganization
改編 	 verb 	 reorganize 	 to reorganize
万歳 	 noun 	 time 	 an extremely long period of time
万歳 	 noun 	 period 	 an extremely long period of time
万歳 	 noun 	 life 	 long life and glory
万歳 	 noun 	 glory 	 long life and glory
万歳 	 noun 	 celebration 	 an expression of celebration
万歳 	 noun 	 expression 	 an expression of celebration
万歳 	 noun 	 death 	 death
万歳 	 noun 	 time 	 an extremely long period of time
万歳 	 noun 	 period 	 an extremely long period of time
万歳 	 noun 	 celebration 	 an expression of celebration
万歳 	 noun 	 expression 	 an expression of celebration
万歳 	 noun 	 hand 	 raising ones hands
万歳 	 noun 	 raising 	 raising ones hands
万歳 	 noun 	 business 	 business troubles, bankruptcy
万歳 	 noun 	 bankruptcy 	 business troubles, bankruptcy
万歳 	 noun 	 trouble 	 business troubles, bankruptcy
万歳 	 noun 	 time 	 an extremely long period of time
万歳 	 noun 	 period 	 an extremely long period of time
万歳 	 noun 	 dance 	 a song and dance to celebrate a new year
万歳 	 noun 	 celebrate 	 a song and dance to celebrate a new year
万歳 	 noun 	 song 	 a song and dance to celebrate a new year
万歳 	 noun 	 celebrate 	 a song sung to celebrate a new year
万歳 	 noun 	 song 	 a song sung to celebrate a new year
万歳 	 noun 	 sung 	 a song sung to celebrate a new year
万歳 	 noun 	 celebration 	 an expression of celebration
万歳 	 noun 	 expression 	 an expression of celebration
所得税 	 noun 	 income tax 	 income tax
削減 	 noun 	 reduction 	 reduction, downsizing, curtailment
削減 	 noun 	 curtailment 	 reduction, downsizing, curtailment
削減 	 noun 	 downsizing 	 reduction, downsizing, curtailment
削減 	 verb 	 reduction 	 reduction, downsizing, curtailment
削減 	 verb 	 curtailment 	 reduction, downsizing, curtailment
削減 	 verb 	 downsizing 	 reduction, downsizing, curtailment
削減 	 verb 	 downsize 	 reduce, downsize, cut, curtail
削減 	 verb 	 cut 	 reduce, downsize, cut, curtail
削減 	 verb 	 curtail 	 reduce, downsize, cut, curtail
削減 	 verb 	 reduce 	 reduce, downsize, cut, curtail
巡洋艦 	 noun 	 cruiser 	 a cruiser class of warships
梅花 	 noun 	 plum blossom 	 a plum blossom
梅花 	 noun 	 scent 	 |hair tonic with a plum blossom scent|nocap=1|nodot=1
梅花 	 noun 	 hair tonic 	 |hair tonic with a plum blossom scent|nocap=1|nodot=1
梅花 	 noun 	 aroma 	 |incense with an aroma similar to plum blossom|nocap=1|nodot=1
梅花 	 noun 	 incense 	 |incense with an aroma similar to plum blossom|nocap=1|nodot=1
白茶 	 noun 	 white tea 	 white tea
兵隊 	 noun 	 soldier 	 soldier
迷信 	 noun 	 superstition 	 superstition
忠告 	 noun 	 advice 	 advice
忠告 	 verb 	 advise 	 advise
ケース 	 noun 	 case 	 a case, as a container for something
ケース 	 noun 	 container 	 a case, as a container for something
ケース 	 noun 	 instance 	 a case, as an instance, event, situation
ケース 	 noun 	 event 	 a case, as an instance, event, situation
ケース 	 noun 	 situation 	 a case, as an instance, event, situation
皮肉 	 noun 	 irony 	 irony
皮肉 	 noun 	 sarcasm 	 sarcasm
祝賀 	 noun 	 congratulation 	 congratulation
祝賀 	 noun 	 celebration 	 celebration
迷路 	 noun 	 maze 	 maze, labyrinth
迷路 	 noun 	 labyrinth 	 maze, labyrinth
迷路 	 noun 	 inner ear 	 the inner ear, specifically that portion of the inner ear aside from the cochlea
迷路 	 noun 	 cochlea 	 the inner ear, specifically that portion of the inner ear aside from the cochlea
迷路 	 verb 	 lost 	 to become lost, to lose one's way
迷路 	 verb 	 way 	 to become lost, to lose one's way
迷路 	 verb 	 lose 	 to become lost, to lose one's way
多面体 	 noun 	 polyhedron 	 polyhedron
残酷 	 noun 	 cruelty 	 cruelty
概念 	 noun 	 concept 	 concept, general idea
陵墓 	 noun 	 mausoleum 	 imperial mausoleum
混亂 	 noun 	 disorder 	 |confusion; disorder; chaos
混亂 	 noun 	 chaos 	 |confusion; disorder; chaos
混亂 	 noun 	 confusion 	 |confusion; disorder; chaos
科目 	 noun 	 course 	 subject ; course
科目 	 noun 	 subject 	 subject ; course
科目 	 noun 	 individual 	 dividing into several categories; individual items
科目 	 noun 	 categories 	 dividing into several categories; individual items
科目 	 noun 	 dividing 	 dividing into several categories; individual items
科目 	 noun 	 several 	 dividing into several categories; individual items
科目 	 noun 	 items 	 dividing into several categories; individual items
校服 	 noun 	 school uniform 	 school uniform
合法化 	 noun 	 legalization 	 legalization
合法化 	 verb 	 legalize 	 to legalize
前線 	 noun 	 frontline 	 frontline of a warzone
前線 	 noun 	 front 	 atmospheric front
デブる 	 verb 	 chubby 	 To become chubby or overweight
デブる 	 verb 	 overweight 	 To become chubby or overweight
末端 	 noun 	 end 	 tip, end, point
末端 	 noun 	 tip 	 tip, end, point
末端 	 noun 	 point 	 tip, end, point
口臭 	 noun 	 bad breath 	 bad breath
口臭 	 noun 	 halitosis 	 halitosis
連音 	 noun 	 trill 	 trill
連音 	 noun 	 liaison 	 liaison
妖言 	 noun 	 baseless 	 baseless rumors about a person
妖言 	 noun 	 rumor 	 baseless rumors about a person
最小公分母 	 noun 	 lowest common denominator 	 least common denominator; lowest common denominator
最小公分母 	 noun 	 least common denominator 	 least common denominator; lowest common denominator
電壓 	 noun 	 voltage 	 電圧: voltage
操作者 	 noun 	 operator 	 operator
撤回 	 noun 	 withdrawal 	 withdrawal, revocation, retraction
撤回 	 noun 	 retraction 	 withdrawal, revocation, retraction
撤回 	 noun 	 revocation 	 withdrawal, revocation, retraction
撤回 	 verb 	 revoke 	 recall, revoke, retract, withdraw
撤回 	 verb 	 withdraw 	 recall, revoke, retract, withdraw
撤回 	 verb 	 recall 	 recall, revoke, retract, withdraw
撤回 	 verb 	 retract 	 recall, revoke, retract, withdraw
放射性元素 	 noun 	 radioactive 	 radioactive element
放射性元素 	 noun 	 element 	 radioactive element
放射性 	 noun 	 radioactive 	 being radioactive
放射 	 noun 	 radiation 	 radiation; emission
放射 	 noun 	 emission 	 radiation; emission
放射 	 verb 	 emit 	 emit, radiate
放射 	 verb 	 radiate 	 emit, radiate
整形外科 	 noun 	 surgery 	 orthopaedic surgery; plastic surgery
整形外科 	 noun 	 plastic surgery 	 orthopaedic surgery; plastic surgery
整形外科 	 noun 	 orthopaedic 	 orthopaedic surgery; plastic surgery
一次方程式 	 noun 	 linear equation 	 a linear equation
細胞分裂 	 noun 	 cell division 	 cell division
思想家 	 noun 	 thinker 	 thinker
保守主義 	 noun 	 conservatism 	 conservatism
保護主義 	 noun 	 protectionism 	 protectionism
偽造 	 noun 	 fabrication 	 forgery; falsification; fabrication; counterfeiting
偽造 	 noun 	 forgery 	 forgery; falsification; fabrication; counterfeiting
偽造 	 noun 	 counterfeiting 	 forgery; falsification; fabrication; counterfeiting
偽造 	 noun 	 falsification 	 forgery; falsification; fabrication; counterfeiting
催眠術 	 noun 	 hypnotism 	 hypnotism
公立学校 	 noun 	 public school 	 public school
燕尾服 	 noun 	 tailcoat 	 tailcoat
一夫一妻 	 noun 	 monogamy 	 monogamy
正多面体 	 noun 	 regular polyhedron 	 regular polyhedron
水彩画 	 noun 	 watercolor 	 watercolor painting
水彩画 	 noun 	 painting 	 watercolor painting
下半身 	 noun 	 half 	 the lower half of the body
下半身 	 noun 	 body 	 the lower half of the body
下半身 	 noun 	 lower 	 the lower half of the body
下半身 	 noun 	 genitals 	 euphemism genitals
下意識 	 noun 	 subconscious 	 preconscious; unconscious; subconscious
下意識 	 noun 	 unconscious 	 preconscious; unconscious; subconscious
下意識 	 noun 	 preconscious 	 preconscious; unconscious; subconscious
人体解剖学 	 noun 	 human 	 human anatomy
人体解剖学 	 noun 	 anatomy 	 human anatomy
一体化 	 noun 	 integration 	 unification; integration
一体化 	 noun 	 unification 	 unification; integration
一体化 	 verb 	 integrate 	 to unify; to integrate
一体化 	 verb 	 unify 	 to unify; to integrate
一元論 	 noun 	 monism 	 monism
定量分析 	 noun 	 quantitative analysis 	 quantitative analysis
家庭教師 	 noun 	 tutor 	 tutor; coach
家庭教師 	 noun 	 coach 	 tutor; coach
容量分析 	 noun 	 volumetric analysis 	 volumetric analysis
寄宿学校 	 noun 	 boarding school 	 boarding school
封建主義 	 noun 	 feudalism 	 feudalism
巡警 	 noun 	 patrolling 	 patrolling
巡警 	 verb 	 patrol 	 to patrol
工業化 	 noun 	 industrialization 	 industrialization
分離主義 	 noun 	 secessionism 	 separatism; secessionism
分離主義 	 noun 	 separatism 	 separatism; secessionism
初学者 	 noun 	 beginner 	 beginner; beginning student
初等教育 	 noun 	 education 	 elementary education
初等教育 	 noun 	 elementary 	 elementary education
前提条件 	 noun 	 prerequisite 	 precondition; prerequisite
前提条件 	 noun 	 precondition 	 precondition; prerequisite
咬傷 	 noun 	 bite 	 bite
咫尺 	 noun 	 distance 	 very short distance
哺乳動物 	 noun 	 mammal 	 mammal
唯物主義 	 noun 	 materialism 	 materialism
唾液腺 	 noun 	 salivary gland 	 salivary gland
愚鈍 	 noun 	 stupidity 	 stupidity, silliness
愚鈍 	 noun 	 silliness 	 stupidity, silliness
感化院 	 noun 	 reform school 	 reform school
感染力 	 noun 	 capacity 	 infectious capacity
感染力 	 noun 	 infectious 	 infectious capacity
慢性病 	 noun 	 disease 	 chronic disease
慢性病 	 noun 	 chronic 	 chronic disease
憲兵隊 	 noun 	 regiment 	 regiment of military policemen
憲兵隊 	 noun 	 military police 	 the Kempeitai, Japan's military police and secret police force from 1881 to 1945
憲兵隊 	 noun 	 secret police 	 the Kempeitai, Japan's military police and secret police force from 1881 to 1945
成年者 	 noun 	 adult 	 adult; person of full age
成熟分裂 	 noun 	 meiosis 	 meiosis
高雅 	 adjective 	 elegant 	 refined; elegant; chaste
高雅 	 adjective 	 refined 	 refined; elegant; chaste
高雅 	 adjective 	 chaste 	 refined; elegant; chaste
一代 	 noun 	 generation 	 generation; lifetime; age
一代 	 noun 	 age 	 generation; lifetime; age
一代 	 noun 	 lifetime 	 generation; lifetime; age
一元 	 noun 	 unitary 	 unitary
一再 	 adverb 	 repeatedly 	 once or twice; repeatedly
一再 	 adverb 	 once or twice 	 once or twice; repeatedly
一句 	 noun 	 phrase 	 phrase
一号 	 noun 	 number one 	 number one
一向 	 adverb 	 completely 	 completely
一向 	 adverb 	 at all 	 at all, not in the least
一周 	 noun 	 round 	 once around; a revolution; a lap; a turn; a round; one full year
一周 	 noun 	 lap 	 once around; a revolution; a lap; a turn; a round; one full year
一周 	 noun 	 turn 	 once around; a revolution; a lap; a turn; a round; one full year
一周 	 noun 	 around 	 once around; a revolution; a lap; a turn; a round; one full year
一周 	 noun 	 once 	 once around; a revolution; a lap; a turn; a round; one full year
一周 	 noun 	 revolution 	 once around; a revolution; a lap; a turn; a round; one full year
一声 	 noun 	 shout 	 voice; cry; shout
一声 	 noun 	 voice 	 voice; cry; shout
一声 	 noun 	 cry 	 voice; cry; shout
本科 	 noun 	 lesson 	 regular course; this lesson
本科 	 noun 	 regular 	 regular course; this lesson
本科 	 noun 	 course 	 regular course; this lesson
条例 	 noun 	 acts 	 regulations; rules; laws; acts; ordinance
条例 	 noun 	 regulations 	 regulations; rules; laws; acts; ordinance
条例 	 noun 	 rules 	 regulations; rules; laws; acts; ordinance
条例 	 noun 	 ordinance 	 regulations; rules; laws; acts; ordinance
条例 	 noun 	 laws 	 regulations; rules; laws; acts; ordinance
龜甲 	 noun 	 tortoise shell 	 tortoise shell
正極 	 noun 	 positive 	 cathode; positive pole; positive electrode
正極 	 noun 	 pole 	 cathode; positive pole; positive electrode
正極 	 noun 	 cathode 	 cathode; positive pole; positive electrode
正極 	 noun 	 electrode 	 cathode; positive pole; positive electrode
善用 	 noun 	 use 	 good use
善用 	 noun 	 good 	 good use
切要 	 noun 	 vitality 	 vitality, utmost importance
切要 	 noun 	 importance 	 vitality, utmost importance
端緒 	 noun 	 clue 	 clue; start; beginning
端緒 	 noun 	 beginning 	 clue; start; beginning
端緒 	 noun 	 start 	 clue; start; beginning
同感 	 noun 	 concurrence 	 agreement; same opinion; same feeling; sympathy; concurrence
同感 	 noun 	 sympathy 	 agreement; same opinion; same feeling; sympathy; concurrence
同感 	 noun 	 agreement 	 agreement; same opinion; same feeling; sympathy; concurrence
名優 	 noun 	 famous 	 great or famous actor; star
名優 	 noun 	 actor 	 great or famous actor; star
名優 	 noun 	 star 	 great or famous actor; star
分校 	 noun 	 branch 	 branch school, branch campus
分校 	 noun 	 school 	 branch school, branch campus
投射 	 noun 	 projection 	 projection
清白 	 noun 	 daikon radish 	 daikon radish
温雅 	 adjective 	 graceful 	 graceful; affable
温雅 	 adjective 	 affable 	 graceful; affable
儒家 	 noun 	 Confucianist 	 Confucianist, Confucian
儒家 	 noun 	 Confucian 	 Confucianist, Confucian
儒家 	 noun 	 Confucianism 	 school of Confucianism
儼然 	 adjective 	 stern 	 grave; solemn; majestic; stern; authoritative
儼然 	 adjective 	 solemn 	 grave; solemn; majestic; stern; authoritative
儼然 	 adjective 	 majestic 	 grave; solemn; majestic; stern; authoritative
儼然 	 adjective 	 grave 	 grave; solemn; majestic; stern; authoritative
儼然 	 adjective 	 authoritative 	 grave; solemn; majestic; stern; authoritative
儼然 	 adverb 	 solemnly 	 gravely, solemnly
儼然 	 adverb 	 gravely 	 gravely, solemnly
超人 	 noun 	 superman 	 superman
超人 	 noun 	 overman 	 overman
叢林 	 noun 	 monastery 	 Zen monastery
叢林 	 noun 	 Zen 	 Zen monastery
史籍 	 noun 	 annals 	 historical works; annals
史籍 	 noun 	 historical 	 historical works; annals
史籍 	 noun 	 works 	 historical works; annals
名分 	 noun 	 justification 	 justification; just cause; moral duty
味蕾 	 noun 	 tastebud 	 a tastebud
斟酌 	 noun 	 consideration 	 consideration ;  allowance
明媚 	 adjective 	 beautiful 	 beautiful
一斑 	 noun 	 spot 	 spot ; sighting
一斑 	 noun 	 sighting 	 spot ; sighting
病魔 	 noun 	 disease 	 demon of ill health; disease
痛罵 	 noun 	 invective 	 abuse; invective; denunciation
痛罵 	 noun 	 denunciation 	 abuse; invective; denunciation
痛罵 	 noun 	 abuse 	 abuse; invective; denunciation
登極 	 noun 	 accession 	 accession
登極 	 verb 	 accede 	 accede to the imperial throne
禁書 	 noun 	 prohibited 	 prohibited book or literature
專門 	 noun 	 speciality 	 speciality; specialty; subject of study; expert
專門 	 noun 	 expert 	 speciality; specialty; subject of study; expert
專門 	 noun 	 specialty 	 speciality; specialty; subject of study; expert
專門 	 noun 	 subject 	 speciality; specialty; subject of study; expert
微微 	 adjective 	 small 	 slight; insignificant; small
微微 	 adjective 	 insignificant 	 slight; insignificant; small
微微 	 adjective 	 slight 	 slight; insignificant; small
微微 	 adverb 	 insignificantly 	 insignificantly
忌諱 	 noun 	 displeasure 	 displeasure; offense; offence; disliking
忌諱 	 noun 	 offense 	 displeasure; offense; offence; disliking
忌諱 	 noun 	 disliking 	 displeasure; offense; offence; disliking
忌諱 	 noun 	 offence 	 displeasure; offense; offence; disliking
忸怩 	 adjective 	 ashamed 	 bashful; shameful; ashamed
忸怩 	 adjective 	 shameful 	 bashful; shameful; ashamed
忸怩 	 adjective 	 bashful 	 bashful; shameful; ashamed
忸怩 	 adverb 	 ashamedly 	 ashamedly
斑点 	 noun 	 speck 	 speck; fleck
斑点 	 noun 	 fleck 	 speck; fleck
涼風 	 noun 	 cool 	 cool breeze; refreshing breeze
涼風 	 noun 	 breeze 	 cool breeze; refreshing breeze
深奥 	 noun 	 esoteric 	 esoteric doctrines; mysteries
深奥 	 noun 	 doctrines 	 esoteric doctrines; mysteries
深奥 	 noun 	 mysteries 	 esoteric doctrines; mysteries
深潭 	 noun 	 abyss 	 abyss
清澄 	 noun 	 clarity 	 clarity, clarification, fining
清澄 	 noun 	 fining 	 clarity, clarification, fining
清澄 	 noun 	 clarification 	 clarity, clarification, fining
万国 	 noun 	 all 	 all countries; the whole world; universal; all nations
万国 	 noun 	 whole 	 all countries; the whole world; universal; all nations
万国 	 noun 	 country 	 all countries; the whole world; universal; all nations
万国 	 noun 	 world 	 all countries; the whole world; universal; all nations
万国 	 noun 	 universal 	 all countries; the whole world; universal; all nations
万国 	 noun 	 nation 	 all countries; the whole world; universal; all nations
低落 	 noun 	 fall 	 fall; decline; slump
低落 	 noun 	 slump 	 fall; decline; slump
低落 	 noun 	 decline 	 fall; decline; slump
低落 	 verb 	 fall 	 to fall, to decline
低落 	 verb 	 decline 	 to fall, to decline
住居 	 noun 	 dwelling 	 dwelling; house; residence; address
住居 	 noun 	 address 	 dwelling; house; residence; address
住居 	 noun 	 house 	 dwelling; house; residence; address
住居 	 noun 	 residence 	 dwelling; house; residence; address
再臨 	 noun 	 second coming 	 second coming
冬至 	 noun 	 winter solstice 	 winter solstice
凌雲 	 noun 	 skyscraping 	 skyscraping; very high; above the clouds
凶事 	 noun 	 misfortune 	 calamity; misfortune
凶事 	 noun 	 calamity 	 calamity; misfortune
凹版 	 noun 	 intaglio 	 intaglio
函人 	 noun 	 armourer 	 armorer; armourer
函人 	 noun 	 armorer 	 armorer; armourer
別離 	 noun 	 parting 	 parting; separation
別離 	 noun 	 separation 	 parting; separation
勃興 	 noun 	 sudden 	 sudden rise to power
勃興 	 noun 	 rise 	 sudden rise to power
勃興 	 noun 	 power 	 sudden rise to power
勃興 	 noun 	 prosperity 	 sudden rise in prosperity
匿名 	 noun 	 anonymity 	 anonymity; pseudonym
匿名 	 noun 	 pseudonym 	 anonymity; pseudonym
南岸 	 noun 	 coast 	 south coast
南岸 	 noun 	 south 	 south coast
南岸 	 noun 	 bank 	 south bank
参禅 	 noun 	 meditation 	 Zen meditation
参禅 	 noun 	 Zen 	 Zen meditation
参禅 	 noun 	 consultation 	 meditative consultation with the head abbot
回腸 	 noun 	 ileum 	 ileum
地層 	 noun 	 layer 	 stratum; geological formation; layer; bed
地層 	 noun 	 bed 	 stratum; geological formation; layer; bed
地層 	 noun 	 stratum 	 stratum; geological formation; layer; bed
墓園 	 noun 	 cemetery 	 cemetery; graveyard
墓園 	 noun 	 graveyard 	 cemetery; graveyard
天機 	 noun 	 profound 	 profound secret
天機 	 noun 	 secret 	 profound secret
女色 	 noun 	 charms 	 woman's beauty or charms
女色 	 noun 	 beauty 	 woman's beauty or charms
女色 	 noun 	 woman 	 woman's beauty or charms
女色 	 noun 	 love affair 	 love affair with a woman
女色 	 noun 	 lust 	 lust for women
媒質 	 noun 	 medium 	 medium, media
媒質 	 noun 	 media 	 medium, media
守護 	 noun 	 protection 	 protection; safeguard
守護 	 verb 	 protect 	 to protect
校訓 	 noun 	 school 	 school precepts
校訓 	 noun 	 precepts 	 school precepts
死傷 	 noun 	 casualties 	 casualties; injuries and deaths
注解 	 noun 	 annotation 	 gloss, explanatory notes, annotation
注解 	 noun 	 explanatory 	 gloss, explanatory notes, annotation
注解 	 noun 	 notes 	 gloss, explanatory notes, annotation
注解 	 noun 	 gloss 	 gloss, explanatory notes, annotation
注解 	 verb 	 annotate 	 to annotate, to add explanatory notes
牧畜 	 noun 	 stock-farming 	 stock-farming
特務 	 noun 	 duty 	 special duty
特務 	 noun 	 special 	 special duty
特質 	 noun 	 quality 	 characteristic; feature; special quality
特質 	 noun 	 feature 	 characteristic; feature; special quality
特質 	 noun 	 characteristic 	 characteristic; feature; special quality
狼藉 	 noun 	 outrage 	 violence, outrage
狼藉 	 noun 	 violence 	 violence, outrage
狼藉 	 noun 	 riot 	 riot, confusion, disorder
狼藉 	 noun 	 disorder 	 riot, confusion, disorder
狼藉 	 noun 	 confusion 	 riot, confusion, disorder
猜疑 	 noun 	 jealousy 	 suspicion; jealousy
猜疑 	 noun 	 suspicion 	 suspicion; jealousy
猜疑 	 verb 	 suspicious 	 suspect, be suspicious of another person
猜疑 	 verb 	 suspect 	 suspect, be suspicious of another person
玉門 	 noun 	 decorated 	 beautifully decorated gate
玉門 	 noun 	 gate 	 beautifully decorated gate
玉門 	 noun 	 beautifully 	 beautifully decorated gate
球菌 	 noun 	 coccus 	 coccus
瑪瑙 	 noun 	 agate 	 an agate
生薑 	 noun 	 ginger 	 |ginger
画室 	 noun 	 art 	 art studio
画室 	 noun 	 studio 	 art studio
疑懼 	 noun 	 apprehension 	 apprehension; uneasiness
疑懼 	 noun 	 uneasiness 	 apprehension; uneasiness
皇軍 	 noun 	 army 	 imperial army
皇軍 	 noun 	 imperial 	 imperial army
盲鰻 	 noun 	 hagfish 	 hagfish
真摯 	 adjective 	 sincere 	 sincere
