δύο 	 numeral 	 two 	 cardinal numbers : two
σῦριγξ 	 noun 	 quill 	 quill of the cassia
σῦριγξ 	 noun 	 spear 	 spear-case
σῦριγξ 	 noun 	 nave 	 hole in the nave of a wheel
σῦριγξ 	 noun 	 aperture 	 aperture of a hinge
σῦριγξ 	 noun 	 hinge 	 aperture of a hinge
σῦριγξ 	 noun 	 bronchial 	 bronchial passages
σῦριγξ 	 noun 	 fistulous 	 fistulous sore, abscess
σῦριγξ 	 noun 	 abscess 	 fistulous sore, abscess
σῦριγξ 	 noun 	 catapult 	 groove or barrel of a catapult
σῦριγξ 	 noun 	 groove 	 groove or barrel of a catapult
σῦριγξ 	 noun 	 barrel 	 groove or barrel of a catapult
σῦριγξ 	 noun 	 mine 	 subterranean passage, mine
σῦριγξ 	 noun 	 subterranean 	 subterranean passage, mine
σῦριγξ 	 noun 	 cloister 	 covered gallery, cloister
σῦριγξ 	 noun 	 gallery 	 covered gallery, cloister
σῦριγξ 	 noun 	 channel 	 channel
σῦριγξ 	 noun 	 loop 	 loop
οὐ 	 particle 	 not 	 not
ἁμαρτία 	 noun 	 fault 	 error, mistake, fault, failure
ἁμαρτία 	 noun 	 failure 	 error, mistake, fault, failure
ἁμαρτία 	 noun 	 mistake 	 error, mistake, fault, failure
ἁμαρτία 	 noun 	 error 	 error, mistake, fault, failure
ἁμαρτία 	 noun 	 guilt 	 guilt, sin
ἁμαρτία 	 noun 	 sin 	 guilt, sin
πᾶς 	 determiner 	 all 	 all, every, each
πᾶς 	 determiner 	 every 	 all, every, each
πᾶς 	 determiner 	 each 	 all, every, each
πᾶς 	 determiner 	 whole 	 whole
ἐκεῖνος 	 pronoun 	 that 	 that
ἐκεῖνος 	 pronoun 	 there 	 there
βέλος 	 noun 	 dart 	 missile, arrow, dart
βέλος 	 noun 	 arrow 	 missile, arrow, dart
βέλος 	 noun 	 missile 	 missile, arrow, dart
βέλος 	 noun 	 weapon 	 weapon
βέλος 	 noun 	 artillery 	 artillery
ἐλπίς 	 noun 	 belief 	 hope, expectation, belief that something will happen
ἐλπίς 	 noun 	 expectation 	 hope, expectation, belief that something will happen
ἐλπίς 	 noun 	 hope 	 hope, expectation, belief that something will happen
ἐλπίς 	 noun 	 happen 	 hope, expectation, belief that something will happen
ἐλπίς 	 noun 	 anxiety 	 anxiety, boding
ἐλπίς 	 noun 	 boding 	 anxiety, boding
κυπάρισσος 	 noun 	 cypress 	 cypress
κυπάρισσος 	 noun 	 wood 	 its wood, used as timber
κυπάρισσος 	 noun 	 timber 	 its wood, used as timber
ὄνος 	 noun 	 donkey 	 ass, donkey
ὄνος 	 noun 	 ass 	 ass, donkey
ὄνος 	 noun 	 hake 	 hake
ὄνος 	 noun 	 woodlouse 	 woodlouse
σκέπη 	 noun 	 shelter 	 cover, shelter
σκέπη 	 noun 	 cover 	 cover, shelter
σκέπη 	 noun 	 shade 	 shade
σκέπη 	 noun 	 protection 	 protection
εὐνή 	 noun 	 bed 	 bed
εὐνή 	 noun 	 bedding 	 bedding
εὐνή 	 noun 	 layer 	 abode, layer
εὐνή 	 noun 	 abode 	 abode, layer
εὐνή 	 noun 	 marriage bed 	 marriage bed
εὐνή 	 noun 	 grave 	 grave
εὐνή 	 noun 	 anchor 	 stones thrown from a ship and used as anchors
ἐρυσίπελας 	 noun 	 skin 	 erysipelas, a skin disease
ἐρυσίπελας 	 noun 	 disease 	 erysipelas, a skin disease
ἐρυσίπελας 	 noun 	 erysipelas 	 erysipelas, a skin disease
ἀσθενής 	 adjective 	 weak 	 without strength, weak
ἀσθενής 	 adjective 	 feeble 	 feeble, sickly
ἀσθενής 	 adjective 	 sickly 	 feeble, sickly
ἀσθενής 	 adjective 	 sick 	 sick, ill
ἀσθενής 	 adjective 	 ill 	 sick, ill
ἀσθενής 	 adjective 	 insignificant 	 insignificant
ἀσθενής 	 adjective 	 poor 	 poor
καρκίνος 	 noun 	 crab 	 crab
καρκίνος 	 noun 	 Cancer 	 Cancer, the zodiac sign
καρκίνος 	 noun 	 ulcer 	 sore, ulcer, cancer
καρκίνος 	 noun 	 sore 	 sore, ulcer, cancer
καρκίνος 	 noun 	 cancer 	 sore, ulcer, cancer
καρκίνος 	 noun 	 compass 	 pair of compasses
καρκίνος 	 noun 	 still 	 still
κονίς 	 noun 	 nit 	 nit, egg of a flea, louse
κονίς 	 noun 	 flea 	 nit, egg of a flea, louse
κονίς 	 noun 	 louse 	 nit, egg of a flea, louse
μῆκος 	 noun 	 length 	 length
μῆκος 	 noun 	 height 	 height
μῆκος 	 noun 	 linear 	 any linear measurement
μῆκος 	 noun 	 magnitude 	 greatness, magnitude
μῆκος 	 noun 	 greatness 	 greatness, magnitude
μῆκος 	 noun 	 longitude 	 longitude
μῆκος 	 noun 	 phalanx 	 first line of a phalanx
ὄρρος 	 noun 	 ass 	 butt, ass
ὄρρος 	 noun 	 butt 	 butt, ass
ἀρμένιος 	 adjective 	 Armenian 	 Armenian
τρίγωνον 	 noun 	 triangle 	 triangle
τρίγωνον 	 noun 	 lawcourt 	 one of the Athenian lawcourts
τρίγωνον 	 noun 	 Triangulum 	 the constellation Triangulum
τρίγωνον 	 noun 	 constellation 	 the constellation Triangulum
τρίγωνον 	 noun 	 lozenge 	 a type of lozenge
ἀριθμός 	 noun 	 number 	 number
ἀριθμός 	 noun 	 amount 	 amount, sum
ἀριθμός 	 noun 	 sum 	 amount, sum
ἀριθμός 	 noun 	 term 	 term in a series
ἀριθμός 	 noun 	 number 	 number, account, rank
ἀριθμός 	 noun 	 rank 	 number, account, rank
ἀριθμός 	 noun 	 account 	 number, account, rank
ἀριθμός 	 noun 	 quantity 	 quantity
ἀριθμός 	 noun 	 counting 	 numbering, counting
ἀριθμός 	 noun 	 numbering 	 numbering, counting
ἀριθμός 	 noun 	 arithmetic 	 arithmetic
ἀριθμός 	 noun 	 abstract number 	 abstract number
ἀριθμός 	 noun 	 number 	 number
ἀριθμός 	 noun 	 numeral 	 numeral
ἀριθμός 	 noun 	 rhythm 	 rhythm
ἀριθμός 	 noun 	 unit 	 military unit
ἀριθμός 	 noun 	 condition 	 precise condition
ἔρως 	 noun 	 desire 	 love, desire
ἔρως 	 noun 	 love 	 love, desire
ἔρως 	 noun 	 joy 	 passionate joy
ἔρως 	 noun 	 funeral 	 a funeral wreath at Nicaea
ἔρως 	 noun 	 Nicaea 	 a funeral wreath at Nicaea
ἔρως 	 noun 	 wreath 	 a funeral wreath at Nicaea
πέτρος 	 noun 	 rock 	 rock, stone, boulder
πέτρος 	 noun 	 stone 	 rock, stone, boulder
πέτρος 	 noun 	 boulder 	 rock, stone, boulder
πέτρος 	 noun 	 reed 	 type of reed
ὄφελος 	 noun 	 good 	 furtherance, advantage, help, good, benefit
ὄφελος 	 noun 	 help 	 furtherance, advantage, help, good, benefit
ὄφελος 	 noun 	 benefit 	 furtherance, advantage, help, good, benefit
ὄφελος 	 noun 	 furtherance 	 furtherance, advantage, help, good, benefit
ὄφελος 	 noun 	 advantage 	 furtherance, advantage, help, good, benefit
ὄφελος 	 noun 	 best 	 the best
ἐξαφανίζω 	 verb 	 destroy 	 I destroy utterly
ἐξαφανίζω 	 verb 	 utterly 	 I destroy utterly
ἐξαφανίζω 	 verb 	 disappear 	 I disappear utterly
ἰατρεύω 	 verb 	 treat 	 I medically treat, cure
ἰατρεύω 	 verb 	 cure 	 I medically treat, cure
ἰατρεύω 	 verb 	 practice 	 I practice medicine
ἰατρεύω 	 verb 	 remedy 	 I remedy, correct
ἰατρεύω 	 verb 	 correct 	 I remedy, correct
πάσχα 	 noun 	 Passover 	 Passover
πάσχα 	 noun 	 Passover 	 Paschal dinner, Passover meal
πάσχα 	 noun 	 Paschal 	 Paschal dinner, Passover meal
πάσχα 	 noun 	 Paschal Lamb 	 Paschal Lamb
ὀφείλω 	 verb 	 owe 	 I owe
ὀφείλω 	 verb 	 incur 	 I incur
ὀφείλω 	 verb 	 have to 	 I am bound, obligated, I ought, I should, I have to
ὀφείλω 	 verb 	 ought 	 I am bound, obligated, I ought, I should, I have to
ὀφείλω 	 verb 	 should 	 I am bound, obligated, I ought, I should, I have to
ὀφείλω 	 verb 	 bound 	 I am bound, obligated, I ought, I should, I have to
ὀφείλω 	 verb 	 obligated 	 I am bound, obligated, I ought, I should, I have to
ὀφείλω 	 verb 	 behoove 	 it behooves
αὐλός 	 noun 	 flute 	 any pipe-shaped instrument: flute, clarinet, pipe
αὐλός 	 noun 	 clarinet 	 any pipe-shaped instrument: flute, clarinet, pipe
αὐλός 	 noun 	 pipe 	 any pipe-shaped instrument: flute, clarinet, pipe
αὐλός 	 noun 	 shaft 	 hollow tube, pipe, groove, shaft
αὐλός 	 noun 	 groove 	 hollow tube, pipe, groove, shaft
αὐλός 	 noun 	 tube 	 hollow tube, pipe, groove, shaft
αὐλός 	 noun 	 pipe 	 hollow tube, pipe, groove, shaft
αὐλός 	 noun 	 blowhole 	 blowhole, duct
αὐλός 	 noun 	 duct 	 blowhole, duct
αὐλός 	 noun 	 stadium 	 stadium
αὐλός 	 noun 	 haulm 	 haulm
αὐλός 	 noun 	 cowbane 	 cowbane, noshow=1
αὐλός 	 noun 	 razor shell 	 razor shell
ἕδρα 	 noun 	 chair 	 seat, chair, stool, bench
ἕδρα 	 noun 	 stool 	 seat, chair, stool, bench
ἕδρα 	 noun 	 seat 	 seat, chair, stool, bench
ἕδρα 	 noun 	 bench 	 seat, chair, stool, bench
ἕδρα 	 noun 	 throne 	 seat, abode, throne
ἕδρα 	 noun 	 abode 	 seat, abode, throne
ἕδρα 	 noun 	 seat 	 seat, abode, throne
ἕδρα 	 noun 	 place 	 seat, place, base
ἕδρα 	 noun 	 seat 	 seat, place, base
ἕδρα 	 noun 	 base 	 seat, place, base
ἕδρα 	 noun 	 quarter 	 quarters of the sky in which omens appeared
ἕδρα 	 noun 	 omen 	 quarters of the sky in which omens appeared
ἕδρα 	 noun 	 physiological 	 seat of a physiological process
ἕδρα 	 noun 	 sit 	 the act of sitting
ἕδρα 	 noun 	 inactivity 	 sitting still, inactivity, delay
ἕδρα 	 noun 	 sit still 	 sitting still, inactivity, delay
ἕδρα 	 noun 	 delay 	 sitting still, inactivity, delay
ἕδρα 	 noun 	 position 	 position
ἕδρα 	 noun 	 sitting 	 sitting, session
ἕδρα 	 noun 	 session 	 sitting, session
ἕδρα 	 noun 	 fundament 	 seat, breech, fundament
ἕδρα 	 noun 	 seat 	 seat, breech, fundament
ἕδρα 	 noun 	 breech 	 seat, breech, fundament
ἕδρα 	 noun 	 rump 	 rump
ἕδρα 	 noun 	 face 	 face of a regular solid
ἕδρα 	 noun 	 solid 	 face of a regular solid
δάφνη 	 noun 	 sweet bay 	 sweet bay
τοξότης 	 noun 	 bowman 	 archer, bowman
τοξότης 	 noun 	 archer 	 archer, bowman
τοξότης 	 noun 	 Sagittarius 	 astrology Sagittarius, the Archer
τοξότης 	 noun 	 Archer 	 astrology Sagittarius, the Archer
τοξότης 	 noun 	 Athens 	 in plural city police of Athens
τοξότης 	 noun 	 police 	 in plural city police of Athens
τοξότης 	 noun 	 city 	 in plural city police of Athens
σχεδία 	 noun 	 float 	 raft, float
σχεδία 	 noun 	 raft 	 raft, float
σχεδία 	 noun 	 pontoon 	 pontoon, bridge of boats
σχεδία 	 noun 	 boat 	 pontoon, bridge of boats
σχεδία 	 noun 	 bridge 	 pontoon, bridge of boats
σχεδία 	 noun 	 holdfast 	 cramp, holdfast
σχεδία 	 noun 	 cramp 	 cramp, holdfast
ῥύγχος 	 noun 	 snout 	 snout, the nose of an animal, muzzle
ῥύγχος 	 noun 	 muzzle 	 snout, the nose of an animal, muzzle
ῥύγχος 	 noun 	 animal 	 snout, the nose of an animal, muzzle
ῥύγχος 	 noun 	 nose 	 snout, the nose of an animal, muzzle
ῥύγχος 	 noun 	 beak 	 beak of a bird, bill
ῥύγχος 	 noun 	 bill 	 beak of a bird, bill
γεωργία 	 noun 	 tillage 	 tillage
γεωργία 	 noun 	 farm 	 farms, tilled land
γεωργία 	 noun 	 land 	 farms, tilled land
γεωργία 	 noun 	 tilled 	 farms, tilled land
δρυμός 	 noun 	 forest 	 A copse, a thicket, a wood, forest
δρυμός 	 noun 	 wood 	 A copse, a thicket, a wood, forest
δρυμός 	 noun 	 copse 	 A copse, a thicket, a wood, forest
δρυμός 	 noun 	 thicket 	 A copse, a thicket, a wood, forest
ὀφειλέτης 	 noun 	 debtor 	 debtor
ὀφειλέτης 	 noun 	 sinner 	 sinner
ἄρσις 	 noun 	 elevation 	 raising, elevation
ἄρσις 	 noun 	 raising 	 raising, elevation
οὔτις 	 pronoun 	 nobody 	 no one, nobody, none, nothing, no
οὔτις 	 pronoun 	 no 	 no one, nobody, none, nothing, no
οὔτις 	 pronoun 	 no one 	 no one, nobody, none, nothing, no
οὔτις 	 pronoun 	 none 	 no one, nobody, none, nothing, no
οὔτις 	 pronoun 	 nothing 	 no one, nobody, none, nothing, no
ἀσπίς 	 noun 	 shield 	 shield
ἀσπίς 	 noun 	 left 	 on the left
ἀσπίς 	 noun 	 bowl 	 a round, flat bowl
ἀσπίς 	 noun 	 boss 	 a boss or knob on a door
ἀσπίς 	 noun 	 knob 	 a boss or knob on a door
ἀσπίς 	 noun 	 asp 	 asp, Egyptian cobra
κυδνός 	 adjective 	 glorious 	 glorious; honored
κυδνός 	 adjective 	 honored 	 glorious; honored
ὄπισθεν 	 adverb 	 behind 	 behind, at the back
ὄπισθεν 	 adverb 	 backwards 	 backwards
ὄπισθεν 	 adverb 	 future 	 in the future, after, hereafter
ὄπισθεν 	 adverb 	 hereafter 	 in the future, after, hereafter
ὄπισθεν 	 adverb 	 after 	 in the future, after, hereafter
πίτα 	 noun 	 pie 	 pie
κουρά 	 noun 	 cropping 	 cropping of the hair
κουρά 	 noun 	 hair 	 cropping of the hair
κουρά 	 noun 	 lopping 	 cropping, lopping, shearing of sheep
κουρά 	 noun 	 sheep 	 cropping, lopping, shearing of sheep
κουρά 	 noun 	 shearing 	 cropping, lopping, shearing of sheep
κουρά 	 noun 	 cropping 	 cropping, lopping, shearing of sheep
κουρά 	 noun 	 lock 	 lock of hair
κουρά 	 noun 	 hair 	 lock of hair
κουρά 	 noun 	 wool 	 wool shorn, fleece
κουρά 	 noun 	 fleece 	 wool shorn, fleece
κουρά 	 noun 	 wood 	 slips of wood
κουρά 	 noun 	 slip 	 slips of wood
ὄργια 	 noun 	 initiate 	 secret rites, secret worship, practiced by the initiated
ὄργια 	 noun 	 worship 	 secret rites, secret worship, practiced by the initiated
ὄργια 	 noun 	 rite 	 rites, sacrifices in general
ὄργια 	 noun 	 sacrifice 	 rites, sacrifices in general
ὑπηρέτης 	 noun 	 soldiers 	 An Ancient Greek title, originally for a rower; In later times a title for those who performed any service in a vessel, except the soldiers or marines
ὑπηρέτης 	 noun 	 service 	 An Ancient Greek title, originally for a rower; In later times a title for those who performed any service in a vessel, except the soldiers or marines
ὑπηρέτης 	 noun 	 Ancient Greek 	 An Ancient Greek title, originally for a rower; In later times a title for those who performed any service in a vessel, except the soldiers or marines
ὑπηρέτης 	 noun 	 rower 	 An Ancient Greek title, originally for a rower; In later times a title for those who performed any service in a vessel, except the soldiers or marines
ὑπηρέτης 	 noun 	 vessel 	 An Ancient Greek title, originally for a rower; In later times a title for those who performed any service in a vessel, except the soldiers or marines
ὑπηρέτης 	 noun 	 title 	 An Ancient Greek title, originally for a rower; In later times a title for those who performed any service in a vessel, except the soldiers or marines
ὑπηρέτης 	 noun 	 marines 	 An Ancient Greek title, originally for a rower; In later times a title for those who performed any service in a vessel, except the soldiers or marines
ὑπηρέτης 	 noun 	 labour 	 Any person who acted as the assistant of another, and performed manual labour for him, whether in sacred or profane things; a slave
ὑπηρέτης 	 noun 	 assistant 	 Any person who acted as the assistant of another, and performed manual labour for him, whether in sacred or profane things; a slave
ὑπηρέτης 	 noun 	 slave 	 Any person who acted as the assistant of another, and performed manual labour for him, whether in sacred or profane things; a slave
ὑπηρέτης 	 noun 	 hoplite 	 A title for men by whom the hoplites  were accompanied when they took the field, and who carried the luggage, the provisions, and the shield of the hoplites
μᾶζα 	 noun 	 cake 	 barley-bread or cake
μᾶζα 	 noun 	 bread 	 barley-bread or cake
ἐμπειρία 	 noun 	 experience 	 experience; mere experience or practice without knowledge, especially in medicine; empiricism
ἐμπειρία 	 noun 	 practice 	 experience; mere experience or practice without knowledge, especially in medicine; empiricism
πηλός 	 noun 	 earth 	 clay, earth, used by masons and potters
πηλός 	 noun 	 clay 	 clay, earth, used by masons and potters
πηλός 	 noun 	 potter 	 clay, earth, used by masons and potters
πηλός 	 noun 	 mason 	 clay, earth, used by masons and potters
πηλός 	 noun 	 mud 	 mud, mire
πηλός 	 noun 	 mire 	 mud, mire
πηλός 	 noun 	 wine 	 thick or muddy wine, lees
πηλός 	 noun 	 muddy 	 thick or muddy wine, lees
πηλός 	 noun 	 thick 	 thick or muddy wine, lees
πηλός 	 noun 	 lees 	 thick or muddy wine, lees
πηλός 	 noun 	 dolt 	 dolt, blockhead
πηλός 	 noun 	 blockhead 	 dolt, blockhead
ἀργός 	 adjective 	 white 	 white, bright
ἀργός 	 adjective 	 bright 	 white, bright
ἀργός 	 adjective 	 swift 	 swift of dogs
ἀργός 	 adjective 	 idle 	 not working, idle
ἀργός 	 adjective 	 slow 	 lazy, slow
ἀργός 	 adjective 	 lazy 	 lazy, slow
ἀργός 	 adjective 	 fallow 	 fallow, fruitless
ἀργός 	 adjective 	 fruitless 	 fallow, fruitless
ἀργός 	 adjective 	 unwrought 	 unwrought, undone, unpolished
ἀργός 	 adjective 	 unpolished 	 unwrought, undone, unpolished
ἀργός 	 adjective 	 undone 	 unwrought, undone, unpolished
ἀτμός 	 noun 	 smoke 	 vapour, steam, smoke
ἀτμός 	 noun 	 steam 	 vapour, steam, smoke
ἀτμός 	 noun 	 vapour 	 vapour, steam, smoke
ἔξω 	 adverb 	 out 	 out, out of
ἔξω 	 adverb 	 outside 	 outside
ἔξω 	 adverb 	 without 	 without, except
ἔξω 	 adverb 	 except 	 without, except
ἔξω 	 adverb 	 foreign 	 outer, external or foreign
ἔξω 	 adverb 	 external 	 outer, external or foreign
ἔξω 	 adverb 	 outer 	 outer, external or foreign
ἄρχων 	 noun 	 ruler 	 ruler
ἄρχων 	 noun 	 magistrate 	 archon, a chief magistrate at Athens
ἄρχων 	 noun 	 archon 	 archon, a chief magistrate at Athens
ἄρχων 	 noun 	 Athens 	 archon, a chief magistrate at Athens
φάγος 	 noun 	 glutton 	 glutton
ἀπάτη 	 noun 	 deceit 	 Deceit, fraud
ἀπάτη 	 noun 	 fraud 	 Deceit, fraud
θέα 	 noun 	 sight 	 view, sight
θέα 	 noun 	 view 	 view, sight
ἄγνωτος 	 adjective 	 forgotten 	 unknown, unheard of, forgotten
ἄγνωτος 	 adjective 	 unheard 	 unknown, unheard of, forgotten
ἄγνωτος 	 adjective 	 unknown 	 unknown, unheard of, forgotten
ἄγνωτος 	 adjective 	 unknowable 	 unknowable
ἄγνωτος 	 adjective 	 unintelligible 	 unintelligible
ἄγνωτος 	 adjective 	 ignorant 	 not knowing, ignorant
σῆμα 	 noun 	 token 	 mark, sign, token
σῆμα 	 noun 	 mark 	 mark, sign, token
σῆμα 	 noun 	 sign 	 mark, sign, token
σῆμα 	 noun 	 omen 	 a sign from the gods, an omen, portent
σῆμα 	 noun 	 portent 	 a sign from the gods, an omen, portent
σῆμα 	 noun 	 signal 	 a sign to begin something, watchword, signal, banner
σῆμα 	 noun 	 watchword 	 a sign to begin something, watchword, signal, banner
σῆμα 	 noun 	 banner 	 a sign to begin something, watchword, signal, banner
σῆμα 	 noun 	 mound 	 the sign by which a grave is known, mound, cairn, barrow
σῆμα 	 noun 	 barrow 	 the sign by which a grave is known, mound, cairn, barrow
σῆμα 	 noun 	 cairn 	 the sign by which a grave is known, mound, cairn, barrow
σῆμα 	 noun 	 quoit 	 a mark to show the case of a quoit or javelin
σῆμα 	 noun 	 constellation 	 a constellation
βουβών 	 noun 	 abdomen 	 groin, abdomen
βουβών 	 noun 	 groin 	 groin, abdomen
βουβών 	 noun 	 bubo 	 a bubo in the groin
βουβών 	 noun 	 groin 	 a bubo in the groin
κυνικός 	 adjective 	 doglike 	 doglike
χρῶμα 	 noun 	 skin 	 skin '
χρῶμα 	 noun 	 pigment 	 color '; pigment
χρῶμα 	 noun 	 color 	 color '; pigment
χρῶμα 	 noun 	 complexion 	 complexion
χρῶμα 	 noun 	 ornaments 	 character of style in writing; ornaments
χρῶμα 	 noun 	 style 	 character of style in writing; ornaments
χρῶμα 	 noun 	 writing 	 character of style in writing; ornaments
χρῶμα 	 noun 	 character 	 character of style in writing; ornaments
χρῶμα 	 noun 	 scale 	 chromatic scale; music
χρῶμα 	 noun 	 music 	 chromatic scale; music
χρῶμα 	 noun 	 chromatic 	 chromatic scale; music
τυρός 	 noun 	 cheese 	 cheese
ἀποθήκη 	 noun 	 repository 	 repository, storehouse, warehouse
ἀποθήκη 	 noun 	 storehouse 	 repository, storehouse, warehouse
ἀποθήκη 	 noun 	 warehouse 	 repository, storehouse, warehouse
εὔφημος 	 adjective 	 utter 	 uttering sound of good omen
εὔφημος 	 adjective 	 abstain 	 abstaining from inauspicious words
χερσόνησος 	 noun 	 peninsula 	 peninsula
θέρμη 	 noun 	 heat 	 heat
ἐπιστήμη 	 noun 	 science 	 science
ἐπιστήμη 	 noun 	 knowledge 	 knowledge
πρόγονος 	 noun 	 ancestor 	 forefather, ancestor
πρόγονος 	 noun 	 forefather 	 forefather, ancestor
κλίμα 	 noun 	 inclination 	 a slope, incline, inclination
κλίμα 	 noun 	 incline 	 a slope, incline, inclination
κλίμα 	 noun 	 slope 	 a slope, incline, inclination
κλίμα 	 noun 	 latitude 	 the supposed slope of the earth from the equator to the pole;  latitude
κλίμα 	 noun 	 clime 	 a region, zone or belt of the earth; a clime
ἄξιος 	 adjective 	 value 	 counterbalancing, weighing as much as, of like value
ἄξιος 	 adjective 	 worthy 	 worthy, fit
ἄξιος 	 adjective 	 fit 	 worthy, fit
ἄξιος 	 interjection 	 Christian 	 Acclamation confirming the election of a Christian bishop or patriarch,  "Worthy!" from c. 4th century
ἄξιος 	 interjection 	 patriarch 	 Acclamation confirming the election of a Christian bishop or patriarch,  "Worthy!" from c. 4th century
ἄξιος 	 interjection 	 bishop 	 Acclamation confirming the election of a Christian bishop or patriarch,  "Worthy!" from c. 4th century
ἀξίωμα 	 noun 	 requisite 	 that which is thought fit, a requisite
ἀξίωμα 	 noun 	 principle 	 a self-evident principle, axiom
ἀξίωμα 	 noun 	 axiom 	 a self-evident principle, axiom
ἀφορίζω 	 verb 	 boundaries 	 to mark off boundary
ἀφορίζω 	 verb 	 mark off 	 to mark off boundary
ἀφορίζω 	 verb 	 mark off 	 to mark off for myself
ἀφορίζω 	 verb 	 border 	 to border on
ἀφορίζω 	 verb 	 define 	 to determine, define
ἀφορίζω 	 verb 	 determine 	 to determine, define
ἀφορίζω 	 verb 	 separate 	 to separate, distinguish
ἀφορίζω 	 verb 	 distinguish 	 to separate, distinguish
ἀφορίζω 	 verb 	 finish 	 to finish
ἀφορίζω 	 verb 	 grant 	 to grant as a special gift
ἀφορίζω 	 verb 	 banish 	 to banish
ἀφορίζω 	 verb 	 separate 	 to separate
ἀφορίζω 	 verb 	 excommunicate 	 to cast out, excommunicate
ἀφορίζω 	 verb 	 cast out 	 to cast out, excommunicate
ἀφορίζω 	 verb 	 appoint 	 to appoint, ordain
ἀφορίζω 	 verb 	 ordain 	 to appoint, ordain
ἐντροπία 	 noun 	 turning 	 a turning towards
ἀληθής 	 adjective 	 true 	 true, real, genuine
ἀληθής 	 adjective 	 real 	 true, real, genuine
ἠθικός 	 adjective 	 moral 	 moral
ἠθικός 	 adjective 	 character 	 expressing character
ἐπαγωγή 	 noun 	 bringing 	 leading in, bringing in or upon
δεῖγμα 	 noun 	 specimen 	 specimen, sample
δεῖγμα 	 noun 	 sample 	 specimen, sample
δεῖγμα 	 noun 	 pattern 	 pattern
πρᾶγμα 	 noun 	 deed 	 deed, act, fact
πρᾶγμα 	 noun 	 fact 	 deed, act, fact
πρᾶγμα 	 noun 	 act 	 deed, act, fact
πρᾶγμα 	 noun 	 matter 	 occurance, matter, affair
πρᾶγμα 	 noun 	 affair 	 occurance, matter, affair
πρᾶγμα 	 noun 	 occurance 	 occurance, matter, affair
πρᾶγμα 	 noun 	 thing 	 thing, concrete reality
πρᾶγμα 	 noun 	 concrete 	 thing, concrete reality
πρᾶγμα 	 noun 	 reality 	 thing, concrete reality
πρᾶγμα 	 noun 	 thing 	 thing, creature
πρᾶγμα 	 noun 	 creature 	 thing, creature
πρᾶγμα 	 noun 	 consequence 	 thing of consequence or importance
πρᾶγμα 	 noun 	 importance 	 thing of consequence or importance
πρᾶγμα 	 noun 	 affair 	 circumstances, affairs
πρᾶγμα 	 noun 	 circumstance 	 circumstances, affairs
πρᾶγμα 	 noun 	 trouble 	 trouble, annoyance
πρᾶγμα 	 noun 	 annoyance 	 trouble, annoyance
θεῖος 	 adjective 	 God 	 Of or from the gods or God, divine
θεῖος 	 adjective 	 divine 	 Of or from the gods or God, divine
θεῖος 	 adjective 	 god 	 Of or from the gods or God, divine
θεῖος 	 adjective 	 sacred 	 Belonging or sacred to a god, holy
θεῖος 	 adjective 	 holy 	 Belonging or sacred to a god, holy
θεῖος 	 adjective 	 superhuman 	 Superhuman
θεῖος 	 adjective 	 imperial 	 Imperial
θεῖος 	 noun 	 uncle 	 uncle the brother of one's father or mother, uncle
καμάρα 	 noun 	 span 	 Anything with an arched cover such as a covered carriage or boat, a vaulted chamber; vault, span
καμάρα 	 noun 	 arch 	 Anything with an arched cover such as a covered carriage or boat, a vaulted chamber; vault, span
καμάρα 	 noun 	 cover 	 Anything with an arched cover such as a covered carriage or boat, a vaulted chamber; vault, span
καμάρα 	 noun 	 vault 	 Anything with an arched cover such as a covered carriage or boat, a vaulted chamber; vault, span
ἐργάζομαι 	 verb 	 labour 	 I work, labour
ἐργάζομαι 	 verb 	 work 	 I work, labour
ἐργάζομαι 	 verb 	 work at 	 I work at, make
ἐργάζομαι 	 verb 	 make 	 I work at, make
ἐργάζομαι 	 verb 	 perform 	 I do, perform
ἐργάζομαι 	 verb 	 do 	 I do, perform
ἐργάζομαι 	 verb 	 work 	 I work a material
ἐργάζομαι 	 verb 	 earn 	 I earn by working
ἐργάζομαι 	 verb 	 work at 	 I work at, practice
ἐργάζομαι 	 verb 	 practice 	 I work at, practice
ἐργάζομαι 	 verb 	 cause 	 I cause
ἀνάγκη 	 noun 	 force 	 force
ἀνάγκη 	 noun 	 constraint 	 constraint
ἀνάγκη 	 noun 	 necessity 	 necessity
μῖσος 	 noun 	 hatred 	 hatred
ἴχνος 	 noun 	 track 	 track, footstep, footprint
ἴχνος 	 noun 	 footprint 	 track, footstep, footprint
ἴχνος 	 noun 	 footstep 	 track, footstep, footprint
ἀποκαλύπτω 	 verb 	 reveal 	 I reveal
δῆλος 	 adjective 	 visible 	 visible
δῆλος 	 adjective 	 conspicuous 	 conspicuous
δῆλος 	 adjective 	 manifest 	 manifest
δῆλος 	 adjective 	 Urim 	 the Urim
ὕβρις 	 noun 	 pride 	 pride
ὕβρις 	 noun 	 insolence 	 insolence
ὕβρις 	 noun 	 outrage 	 outrage
μῖμος 	 noun 	 actor 	 mime, actor
μῖμος 	 noun 	 mime 	 mime, actor
μῖμος 	 noun 	 imitation 	 imitation, mimicking
μῖμος 	 noun 	 mimicking 	 imitation, mimicking
μῖμος 	 noun 	 mime 	 mime a drama of everyday life without choir
ῥεῦμα 	 noun 	 flow 	 stream, flow, current
ῥεῦμα 	 noun 	 current 	 stream, flow, current
