pie 	 adverb 	 piously 	 piously
pensiono 	 noun 	 pension 	 pension boarding house
ateismo 	 noun 	 atheism 	 atheism
ignori 	 verb 	 ignore 	 to ignore
biografo 	 noun 	 biographer 	 biographer
soleo 	 noun 	 sole 	 sole
etimologie 	 adverb 	 etymologically 	 etymologically
mitologia 	 adjective 	 mythological 	 mythological
gluteo 	 noun 	 buttock 	 buttock
vibri 	 verb 	 vibrate 	 vibrate
molekula 	 adjective 	 molecular 	 molecular
telefona 	 adjective 	 telephonic 	 telephonic
flori 	 verb 	 flourish 	 to bloom, flourish
flori 	 verb 	 bloom 	 to bloom, flourish
benefico 	 noun 	 benefit 	 benefit
inviti 	 verb 	 invite 	 to invite
celebri 	 verb 	 celebrate 	 to celebrate
importi 	 verb 	 import 	 to import
ene 	 adverb 	 de 	 within, used with "de&quot
ene 	 adverb 	 within 	 within, used with "de&quot
ene 	 adverb 	 inwards 	 inwards
fluo 	 noun 	 current 	 current, stream
fluo 	 noun 	 stream 	 current, stream
destini 	 verb 	 destine 	 to destine, ordain, choose for something
destini 	 verb 	 choose 	 to destine, ordain, choose for something
destini 	 verb 	 ordain 	 to destine, ordain, choose for something
determini 	 verb 	 determine 	 to determine
formi 	 verb 	 form 	 to form
generi 	 verb 	 beget 	 to generate, beget
generi 	 verb 	 generate 	 to generate, beget
gusti 	 verb 	 taste 	 to have a taste
apostrofo 	 noun 	 apostrophe 	 apostrophe
prepari 	 verb 	 prepare 	 to prepare
apostolo 	 noun 	 Apostle 	 Apostle
apostolo 	 noun 	 apostle 	 apostle
protesti 	 verb 	 protest 	 to protest
turbino 	 noun 	 turbine 	 turbine
fotografi 	 verb 	 photograph 	 to photograph
stiri 	 verb 	 steer 	 to steer a vehicle
tenti 	 verb 	 seduce 	 to tempt, to seduce, to try, to lure
tenti 	 verb 	 try 	 to tempt, to seduce, to try, to lure
tenti 	 verb 	 tempt 	 to tempt, to seduce, to try, to lure
tenti 	 verb 	 lure 	 to tempt, to seduce, to try, to lure
tremo 	 noun 	 tremor 	 shiver, tremor
tremo 	 noun 	 shiver 	 shiver, tremor
tremi 	 verb 	 tremble 	 to tremble, quiver
tremi 	 verb 	 quiver 	 to tremble, quiver
informo 	 noun 	 information 	 information
informo 	 noun 	 report 	 report
informi 	 verb 	 inform 	 to inform
fizika 	 adjective 	 physical 	 physical
invento 	 noun 	 invention 	 invention
inventi 	 verb 	 invent 	 to invent
geografie 	 adverb 	 geographically 	 geographically
tragedie 	 adverb 	 tragically 	 tragically
tatuo 	 noun 	 tattoo 	 tattoo
fonetika 	 adjective 	 phonetic 	 phonetic
sistemo 	 noun 	 system 	 system
pendolo 	 noun 	 pendulum 	 pendulum
pendolo 	 noun 	 swing 	 a swing hanging seat usually found in playgrounds
integri 	 verb 	 integrate 	 to integrate
integra 	 adjective 	 entire 	 integral, whole, entire, intact
integra 	 adjective 	 whole 	 integral, whole, entire, intact
integra 	 adjective 	 intact 	 integral, whole, entire, intact
integra 	 adjective 	 integral 	 integral, whole, entire, intact
trombo 	 noun 	 waterspout 	 waterspout
imputo 	 noun 	 imputation 	 imputation, attribution
imputo 	 noun 	 attribution 	 imputation, attribution
imputi 	 verb 	 blame 	 to impute, to ascribe, to attribute, to blame, to hold against
imputi 	 verb 	 ascribe 	 to impute, to ascribe, to attribute, to blame, to hold against
imputi 	 verb 	 impute 	 to impute, to ascribe, to attribute, to blame, to hold against
imputi 	 verb 	 attribute 	 to impute, to ascribe, to attribute, to blame, to hold against
imputi 	 verb 	 hold 	 to impute, to ascribe, to attribute, to blame, to hold against
imputi 	 verb 	 against 	 to impute, to ascribe, to attribute, to blame, to hold against
maceri 	 verb 	 macerate 	 to macerate
lordo 	 noun 	 lord 	 lord
vendi 	 verb 	 sell 	 to sell
fendi 	 verb 	 split 	 to split
andrologo 	 noun 	 andrologist 	 andrologist
nebule 	 adverb 	 dimly 	 dimly
insulti 	 verb 	 insult 	 to insult
noci 	 verb 	 harm 	 harm
treni 	 verb 	 drag 	 to drag, to tow
treni 	 verb 	 tow 	 to drag, to tow
placo 	 noun 	 plaza 	 public square, town square, plaza
placo 	 noun 	 square 	 public square, town square, plaza
placo 	 noun 	 public 	 public square, town square, plaza
placo 	 noun 	 town square 	 public square, town square, plaza
interpreti 	 verb 	 interpret 	 to interpret
anticipi 	 verb 	 anticipate 	 to anticipate
intimi 	 verb 	 intimate 	 to intimate
ironie 	 adverb 	 ironically 	 ironically
mitologie 	 adverb 	 mythologically 	 mythologically
parametro 	 noun 	 parameter 	 parameter
indico 	 noun 	 clues 	 evidence; clues
indico 	 noun 	 evidence 	 evidence; clues
varia 	 adjective 	 variable 	 variable
scio 	 noun 	 knowledge 	 knowledge
piki 	 verb 	 prick 	 to prick, sting
piki 	 verb 	 sting 	 to prick, sting
piki 	 verb 	 poke 	 to poke
agendo 	 noun 	 engagement 	 engagement diary, memorandum book
agendo 	 noun 	 diary 	 engagement diary, memorandum book
agendo 	 noun 	 book 	 engagement diary, memorandum book
agendo 	 noun 	 memorandum 	 engagement diary, memorandum book
epilepsia 	 adjective 	 epileptic 	 epileptic
subita 	 adjective 	 sudden 	 sudden
rigida 	 adjective 	 stiff 	 rigid, stiff
rigida 	 adjective 	 rigid 	 rigid, stiff
rigida 	 adjective 	 rigid 	 rigid, stubborn
rigida 	 adjective 	 stubborn 	 rigid, stubborn
afgana 	 adjective 	 Afghan 	 Afghan
armena 	 adjective 	 Armenian 	 Armenian
armene 	 adverb 	 in 	 in Armenian
armene 	 adverb 	 Armenian 	 in Armenian
avide 	 adverb 	 avidly 	 avidly, eagerly
avide 	 adverb 	 eagerly 	 avidly, eagerly
certi 	 verb 	 certain 	 to be certain
venene 	 adverb 	 venomously 	 venomously, poisonously
venene 	 adverb 	 poisonously 	 venomously, poisonously
diafana 	 noun 	 diaphanous 	 diaphanous
eterna 	 adjective 	 eternal 	 eternal
fluida 	 adjective 	 fluid 	 fluid
intime 	 adverb 	 intimately 	 intimately
inversa 	 adjective 	 inverse 	 inverse
marini 	 verb 	 marinate 	 marinate
modesta 	 adjective 	 modest 	 modest
modeste 	 adverb 	 modestly 	 modestly
morta 	 adjective 	 death 	 of or related to death
morta 	 adjective 	 dead 	 dead
morta 	 adjective 	 deadly 	 deadly, mortal as a wound
morta 	 adjective 	 mortal 	 deadly, mortal as a wound
morta 	 adjective 	 deathly 	 deathly
nominativa 	 adjective 	 nominative 	 nominative, relating to the nominative case
nominativa 	 adjective 	 nominative case 	 nominative, relating to the nominative case
rara 	 adjective 	 rare 	 rare
sani 	 verb 	 healthy 	 to be healthy
severa 	 adjective 	 severe 	 severe
sincera 	 adjective 	 sincere 	 sincere
solida 	 adjective 	 solid 	 solid
superflua 	 adjective 	 redundant 	 superfluous, redundant
superflua 	 adjective 	 superfluous 	 superfluous, redundant
transitiva 	 adjective 	 transitive 	 transitive
nutri 	 verb 	 nourish 	 to feed, to nourish
nutri 	 verb 	 feed 	 to feed, to nourish
ekonomie 	 adverb 	 economically 	 economically
ekonomia 	 adjective 	 economic 	 economic
genealogia 	 adjective 	 genealogical 	 genealogical
meridiano 	 noun 	 meridian 	 meridian
sprono 	 noun 	 spur 	 spur
sprono 	 noun 	 rowel 	 gloss=rowel
sprono 	 noun 	 boot 	 gloss=boot
amento 	 noun 	 catkin 	 amentum, catkin
amento 	 noun 	 amentum 	 amentum, catkin
antropologo 	 noun 	 anthropologist 	 anthropologist
gramatika 	 adjective 	 grammatical 	 grammatical
esploro 	 noun 	 exploration 	 an exploration
esploro 	 noun 	 study 	 study
androgino 	 noun 	 androgyne 	 androgyne
androgina 	 adjective 	 androgynous 	 androgynous
slovena 	 adjective 	 Slovenian 	 Slovenian, Slovene
slovena 	 adjective 	 Slovene 	 Slovenian, Slovene
krampi 	 verb 	 clamp 	 to clamp
damo 	 noun 	 queen 	 queen
damo 	 noun 	 king 	 checkers king
damo 	 noun 	 Lady 	 Dame, Lady
damo 	 noun 	 Dame 	 Dame, Lady
turo 	 noun 	 tower 	 tower
turo 	 noun 	 rook 	 rook
genro 	 noun 	 gender 	 gender
genro 	 noun 	 w:eo:Retoriko  	 * author=Ivo Lapenna|authorlink=Ivo Lapenna|title=Retoriko|edition=3rd|location=Amsterdam|year=1950|year_published=1971|text=Protagoro, unu el la grandaj filozofoj kaj lingvistoj de antikva Grekio, provis starigi kelkajn regulojn pri la genroj en la greka lingvo.|t=Protagoras, one of the greast philosophers and linguists of ancient Greece, tried to set up some rules on the genders in the Greek language
genro 	 noun 	 genus 	 genus
genro 	 noun 	 gender 	 gender
spira 	 adjective 	 respiratory 	 respiratory
spiro 	 noun 	 breath 	 breath
spiri 	 verb 	 breathe 	 to breathe
grafika 	 adjective 	 graphical 	 graphic, graphical
grafika 	 adjective 	 graphic 	 graphic, graphical
problemo 	 noun 	 trouble 	 problem, trouble
problemo 	 noun 	 problem 	 problem, trouble
gesti 	 verb 	 gesture 	 to gesture
regali 	 verb 	 entertain 	 to entertain
kera 	 adjective 	 hearts 	 of the suit of hearts
kera 	 adjective 	 suit 	 of the suit of hearts
haki 	 verb 	 chop 	 to chop, to hew
haki 	 verb 	 hew 	 to chop, to hew
kajo 	 noun 	 platform 	 platform
kajo 	 noun 	 quay 	 quay
pola 	 adjective 	 Polish 	 Polish
veti 	 verb 	 wager 	 to bet, wager
veti 	 verb 	 bet 	 to bet, wager
kelo 	 noun 	 cellar 	 cellar
kelo 	 noun 	 basement 	 basement
pipo 	 noun 	 pipe 	 pipe
reen 	 adverb 	 again 	 once more, again
reen 	 adverb 	 once more 	 once more, again
rostro 	 noun 	 proboscis 	 trunk, proboscis
rostro 	 noun 	 trunk 	 trunk, proboscis
rostro 	 noun 	 snout 	 snout
rostro 	 noun 	 beak 	 beak
rostro 	 noun 	 beak 	 beak of a ship
insisti 	 verb 	 insist 	 to insist
insiste 	 adverb 	 insistently 	 insistently
musa 	 adjective 	 murine 	 murine
musa 	 adjective 	 rodential 	 gloss=rodential
persisti 	 verb 	 persevere 	 to persist, to persevere
persisti 	 verb 	 persist 	 to persist, to persevere
tinti 	 verb 	 clink 	 to jingle, to tinkle, to clink
tinti 	 verb 	 jingle 	 to jingle, to tinkle, to clink
tinti 	 verb 	 tinkle 	 to jingle, to tinkle, to clink
fido 	 noun 	 faith 	 faith, trust
fido 	 noun 	 trust 	 faith, trust
polimero 	 noun 	 polymer 	 polymer
sanon 	 noun 	 cheers 	 cheers
sanon 	 noun 	 bless you 	 gesundheit, bless you
sanon 	 noun 	 gesundheit 	 gesundheit, bless you
strato 	 noun 	 street 	 street
satana 	 adjective 	 satanic 	 satanic
penetri 	 verb 	 penetrate 	 to penetrate
flirti 	 verb 	 flap 	 to flutter, flap
flirti 	 verb 	 flutter 	 to flutter, flap
flirti 	 verb 	 flirt 	 to flirt
analfabeta 	 adjective 	 illiterate 	 illiterate
spirali 	 verb 	 spiral 	 to spiral
anonima 	 adjective 	 anonymous 	 anonymous
aeri 	 verb 	 air 	 to fill  with air
aeri 	 verb 	 fill 	 to fill  with air
aera 	 adjective 	 air 	 aerial; airy; in the air
aera 	 adjective 	 airy 	 aerial; airy; in the air
aera 	 adjective 	 aerial 	 aerial; airy; in the air
aera 	 adjective 	 aviation 	 relating to aviation
deprimi 	 verb 	 depress 	 to depress
situo 	 noun 	 location 	 location
situi 	 verb 	 situated 	 to be situated
situi 	 verb 	 be 	 to be situated
varano 	 noun 	 Varanus 	 reptile of the genus Varanus, a monitor lizard
varano 	 noun 	 monitor lizard 	 reptile of the genus Varanus, a monitor lizard
varano 	 noun 	 varanid 	 gloss=reptile of family Varanidae, varanid
varano 	 noun 	 Varanidae 	 gloss=reptile of family Varanidae, varanid
grati 	 verb 	 scratch 	 to scratch
ununbio 	 noun 	 ununbium 	 ununbium
ununseptio 	 noun 	 ununseptium 	 ununseptium
invadi 	 verb 	 invade 	 to invade
heroe 	 adverb 	 heroically 	 heroically
anodo 	 noun 	 anode 	 anode
elfe 	 adverb 	 elfin 	 in an elfin manner, elvishly
elfe 	 adverb 	 Elvish 	 in Elvish
roso 	 noun 	 dew 	 dew
bazo 	 noun 	 foundation 	 base; foundation
bazo 	 noun 	 base 	 base; foundation
bazo 	 noun 	 w:L. L. Zamenhof 	 * 1906, L. L. Zamenhof, Dogmoj de Hilelismo
bazo 	 noun 	 w:L. L. Zamenhof 	 * 1915, L. L. Zamenhof , Malnova Testamento, Eliro 19:17
lustro 	 noun 	 chandelier 	 chandelier
tendo 	 noun 	 tent 	 tent
pretendi 	 verb 	 claim 	 to claim
termometro 	 noun 	 thermometer 	 thermometer
esperantisto 	 noun 	 Esperantist 	 Esperantist; someone who knows and uses Esperanto
esperantisto 	 noun 	 Esperanto 	 Esperantist; someone who knows and uses Esperanto
esperantisto 	 noun 	 w:L. L. Zamenhof 	 * 1904, January 12, L. L. Zamenhof, speech on the first anniversary of the founding of the London Esperanto Club
esperantisto 	 noun 	 w:Franko Luin 	 * 2003, Franko Luin, introduction to Vojaĝimpresoj
volvi 	 verb 	 coil 	 to wind, roll up, coil, turn around
volvi 	 verb 	 roll up 	 to wind, roll up, coil, turn around
volvi 	 verb 	 wind 	 to wind, roll up, coil, turn around
pigmento 	 noun 	 pigment 	 pigment
timpano 	 noun 	 eardrum 	 eardrum
timpano 	 noun 	 tympanum 	 tympanum
plaĝo 	 noun 	 beach 	 beach
egala 	 adjective 	 equal 	 equal
penso 	 noun 	 thought 	 thought
analoga 	 adjective 	 analogous 	 analogous
analoga 	 adjective 	 analog 	 analog
granato 	 noun 	 pomegranate 	 pomegranate
ŝia 	 determiner 	 her 	 her, hers
ŝia 	 determiner 	 hers 	 her, hers
1a 	 adjective 	 1st 	 |1st
munti 	 verb 	 assemble 	 to assemble
diligente 	 adverb 	 diligently 	 diligently, industriously
diligente 	 adverb 	 industriously 	 diligently, industriously
indiga 	 adjective 	 indigo 	 indigo
sulo 	 noun 	 booby 	 booby
interrompo 	 noun 	 interruption 	 interruption
interrompi 	 verb 	 interrupt 	 to interrupt
solvi 	 verb 	 solve 	 to solve
solvi 	 verb 	 dissolve 	 to dissolve
sorgo 	 noun 	 sorghum 	 sorghum
germano 	 noun 	 German 	 a German
resumi 	 verb 	 summarise 	 to summarize US, summarise UK
resumi 	 verb 	 summarize 	 to summarize US, summarise UK
ungo 	 noun 	 nail 	 nail, claw
ungo 	 noun 	 claw 	 nail, claw
digno 	 noun 	 dignity 	 dignity
digno 	 noun 	 self-respect 	 self-respect
bv. 	 interjection 	 please 	 |please
filozofie 	 adverb 	 philosophically 	 philosophically
drogo 	 noun 	 drug 	 drug
perdo 	 noun 	 loss 	 loss
vina 	 adjective 	 wine 	 wine; of or relating to wine
ruso 	 noun 	 Russian 	 Russian
paragrafo 	 noun 	 section 	 section
patra 	 adjective 	 fatherly 	 paternal, father's, fatherly
patra 	 adjective 	 's 	 paternal, father's, fatherly
patra 	 adjective 	 father 	 paternal, father's, fatherly
patra 	 adjective 	 paternal 	 paternal, father's, fatherly
perfido 	 noun 	 betrayal 	 betrayal
purgatorio 	 noun 	 purgatory 	 purgatory
vandalo 	 noun 	 Vandal 	 Vandal
vandalo 	 noun 	 vandal 	 vandal
klaki 	 verb 	 clack 	 to clack
klaki 	 verb 	 click 	 to click
maski 	 verb 	 mask 	 to mask
sudano 	 noun 	 southerner 	 southerner
estro 	 noun 	 leader 	 a leader, head of something
estro 	 noun 	 head 	 a leader, head of something
estro 	 noun 	 boss 	 a boss
infesto 	 noun 	 infestation 	 infestation
biokemia 	 adjective 	 biochemical 	 biochemical
deveni 	 verb 	 derive 	 to derive
kvalita 	 adjective 	 qualitative 	 qualitative
fika 	 adjective 	 fucken 	 fucking, fucken
fika 	 adjective 	 fucking 	 fucking, fucken
bombo 	 noun 	 bomb 	 bomb
bombi 	 verb 	 bomb 	 to bomb
fermenti 	 verb 	 ferment 	 to ferment
agronomo 	 noun 	 agronomist 	 agronomist
siro 	 noun 	 sire 	 honorific sire
literatura 	 adjective 	 literary 	 literary
procedi 	 verb 	 proceed 	 to proceed
investi 	 verb 	 invest 	 to invest
helo 	 noun 	 brightness 	 brightness
orbita 	 adjective 	 orbital 	 orbital
aerostato 	 noun 	 aerostat 	 aerostat
plani 	 verb 	 plan 	 to plan
pruno 	 noun 	 plum 	 plum
politeismo 	 noun 	 polytheism 	 polytheism
atm 	 adverb 	 a.m. 	 |a.m
akustika 	 adjective 	 acoustic 	 acoustic
muzika 	 adjective 	 musical 	 musical
embrio 	 noun 	 embryo 	 embryo
anekdota 	 adjective 	 anecdotal 	 anecdotal
dinamo 	 noun 	 dynamo 	 dynamo
varmi 	 verb 	 hot 	 to be warm, to be hot
varmi 	 verb 	 warm 	 to be warm, to be hot
varmi 	 verb 	 cold 	 malvarmi, neologism gloss=to be cold
analiza 	 adjective 	 analytical 	 of or relating to analysis, analytical
analiza 	 adjective 	 analysis 	 of or relating to analysis, analytical
fek 	 interjection 	 damn it 	 crap!, shit!, damn it!
fek 	 interjection 	 crap 	 crap!, shit!, damn it!
fek 	 interjection 	 shit 	 crap!, shit!, damn it!
fek 	 interjection 	 screw 	 screw !; fuck !; to hell with !
fek 	 interjection 	 to hell with 	 screw !; fuck !; to hell with !
fek 	 interjection 	 fuck 	 screw !; fuck !; to hell with !
heleno 	 noun 	 Hellene 	 Hellene
rameno 	 noun 	 ramen 	 ramen
fida 	 adjective 	 faithful 	 faithful, loyal
fida 	 adjective 	 loyal 	 faithful, loyal
temi 	 verb 	 concern 	 to involve, to be about, to concern about
temi 	 verb 	 talk 	 to talk about about
temi 	 verb 	 about 	 to talk about about
gemo 	 noun 	 gemstone 	 gemstone
balistika 	 adjective 	 ballistic 	 ballistic
treti 	 verb 	 tread 	 to tread
figuri 	 verb 	 depict 	 to depict
kilogramo 	 noun 	 kilogram 	 kilogram
lamenti 	 verb 	 lament 	 to lament
perfida 	 adjective 	 traitorous 	 traitorous, treacherous, disloyal, perfidious
perfida 	 adjective 	 perfidious 	 traitorous, treacherous, disloyal, perfidious
perfida 	 adjective 	 treacherous 	 traitorous, treacherous, disloyal, perfidious
perfida 	 adjective 	 disloyal 	 traitorous, treacherous, disloyal, perfidious
perimetro 	 noun 	 perimeter 	 perimeter
premo 	 noun 	 pressure 	 pressure
prema 	 adjective 	 pressure 	 pressure
geometrie 	 adverb 	 geometrically 	 geometrically
apokalipsa 	 adjective 	 apocalyptic 	 apocalyptic
sfere 	 adverb 	 spherically 	 spherically
simpatia 	 adjective 	 nice 	 nice, likable
simpatia 	 adjective 	 likable 	 nice, likable
reno 	 noun 	 kidney 	 kidney
strategia 	 adjective 	 strategic 	 strategic
strategie 	 adverb 	 strategically 	 strategically
anticipa 	 adjective 	 anticipated 	 advance, anticipated, prior
anticipa 	 adjective 	 advance 	 advance, anticipated, prior
anticipa 	 adjective 	 prior 	 advance, anticipated, prior
antidoto 	 noun 	 antidote 	 antidote
sankta 	 adjective 	 sacred 	 holy, sacred
sankta 	 adjective 	 holy 	 holy, sacred
eviti 	 verb 	 evade 	 to avoid, evade
eviti 	 verb 	 avoid 	 to avoid, evade
filtri 	 verb 	 filter 	 To filter
impalo 	 noun 	 impala 	 impala
kombi 	 verb 	 comb 	 to comb
incenso 	 noun 	 incense 	 incense
inciti 	 verb 	 incite 	 to incite
remi 	 verb 	 row 	 to row
sako 	 noun 	 bag 	 sack, bag
sako 	 noun 	 sack 	 sack, bag
intesto 	 noun 	 intestine 	 intestine
manovro 	 noun 	 manoeuvre 	 maneuver, manoeuvre
manovro 	 noun 	 maneuver 	 maneuver, manoeuvre
mastro 	 noun 	 boss 	 boss
mastro 	 noun 	 master 	 master
onta 	 adjective 	 upcoming 	 upcoming, future
onta 	 adjective 	 future 	 upcoming, future
ortografia 	 adjective 	 orthographic 	 orthographic
penti 	 verb 	 repent 	 to repent
pio 	 noun 	 pi 	 pi
tiun 	 determiner 	 that 	 that
prepucio 	 noun 	 prepuce 	 prepuce, foreskin
prepucio 	 noun 	 foreskin 	 prepuce, foreskin
manato 	 noun 	 manatee 	 manatee
opo 	 noun 	 tuple 	 tuple
socia 	 adjective 	 social 	 social, societal
socia 	 adjective 	 societal 	 social, societal
socie 	 adverb 	 socially 	 socially
superi 	 verb 	 surpass 	 to exceed, surpass
superi 	 verb 	 exceed 	 to exceed, surpass
komo 	 noun 	 comma 	 comma
meleagro 	 noun 	 turkey 	 turkey
januaro 	 noun 	 January 	 January
februaro 	 noun 	 February 	 February
oktobro 	 noun 	 October 	 October
telegrafo 	 noun 	 telegraph 	 telegraph
isto 	 noun 	 professional 	 A professional, a person who belongs to a profession
isto 	 noun 	 profession 	 A professional, a person who belongs to a profession
oranĝo 	 noun 	 orange 	 orange fruit
pugo 	 noun 	 arse 	 arse, ass, buttocks
pugo 	 noun 	 ass 	 arse, ass, buttocks
pugo 	 noun 	 buttocks 	 arse, ass, buttocks
silentigi 	 verb 	 silence 	 to silence
iĝi 	 verb 	 become 	 to become
nederlanda 	 adjective 	 Dutch 	 Dutch
naiva 	 adjective 	 naive 	 naive
ĉi tie 	 adverb 	 here 	 here
verdo 	 noun 	 green 	 the color green 0F0
virino 	 noun 	 woman 	 woman
virino 	 noun 	 human being 	 t=human being
virino 	 noun 	 person 	 t=person
poligono 	 noun 	 polygon 	 polygon
poligono 	 noun 	 buckwheat 	 buckwheat family of plants
poligono 	 noun 	 knotgrass 	 knotgrass genus of plant
amika 	 adjective 	 friendly 	 friendly
aŭto 	 noun 	 car 	 a car
aŭto 	 noun 	 taxicab 	 gloss=taxicab
aŭto 	 noun 	 accelerator 	 gloss=accelerator
aŭto 	 noun 	 brake 	 bremso, gloss=brake
aŭto 	 noun 	 horn 	 gloss=horn
aŭto 	 noun 	 trunk 	 gloss=trunk
aŭto 	 noun 	 motor 	 gloss=motor
aŭto 	 noun 	 pedal 	 gloss=pedal
aŭto 	 noun 	 tire 	 pneŭo, gloss=tire/tyre
aŭto 	 noun 	 tyre 	 pneŭo, gloss=tire/tyre
aŭto 	 noun 	 wheel 	 gloss=wheel
aŭto 	 noun 	 safety belt 	 gloss=seat belt/safety belt
aŭto 	 noun 	 seat belt 	 gloss=seat belt/safety belt
aŭto 	 noun 	 spark plug 	 gloss=spark plug
aŭto 	 noun 	 starter 	 gloss=starter
aŭtomobilo 	 noun 	 car 	 car
buso 	 noun 	 bus 	 bus, coach
buso 	 noun 	 coach 	 bus, coach
helikoptero 	 noun 	 helicopter 	 helicopter
fagopiro 	 noun 	 buckwheat 	 buckwheat
rizo 	 noun 	 rice 	 rice
milio 	 noun 	 millet 	 millet
stano 	 noun 	 tin 	 tin
adulta 	 adjective 	 adulterous 	 adulterous
koketa 	 adjective 	 coquettish 	 coquettish
tribo 	 noun 	 tribe 	 tribe
preta 	 adjective 	 set 	 ready, set
preta 	 adjective 	 ready 	 ready, set
malsekigi 	 verb 	 wet 	 to wet cover or impregnate with liquid
gladi 	 verb 	 iron 	 iron
ventro 	 noun 	 belly 	 belly
metalo 	 noun 	 metal 	 metal
metalo 	 noun 	 :Category:eo:Metals 	 Category:eo:Metals
fasti 	 verb 	 fast 	 to fast
grafo 	 noun 	 count 	 earl, count
grafo 	 noun 	 earl 	 earl, count
funkcio 	 noun 	 function 	 function
funkcio 	 noun 	 function 	 function
funkcio 	 noun 	 function 	 function
honesta 	 adjective 	 honest 	 honest
pleonasmo 	 noun 	 pleonasm 	 pleonasm
albina 	 adjective 	 albino 	 albino
vagino 	 noun 	 vagina 	 vagina
rolo 	 noun 	 part 	 part
disigi 	 verb 	 separate 	 to disjoin; to separate
disigi 	 verb 	 disjoin 	 to disjoin; to separate
disigi 	 verb 	 disambiguate 	 to disambiguate
disiĝi 	 verb 	 part 	 to part
palato 	 noun 	 palate 	 palate
opio 	 noun 	 opium 	 opium
peko 	 noun 	 sin 	 sin in religious sense, or just a bad act
peko 	 noun 	 fault 	 fault  ??
gaŭĉo 	 noun 	 gaucho 	 gaucho, South American cowboy
marto 	 noun 	 March 	 March
gaso 	 noun 	 gas 	 gas
loza 	 adjective 	 loose 	 loose
ambiguo 	 noun 	 ambiguity 	 ambiguity
ambigua 	 adjective 	 ambiguous 	 ambiguous
ambigue 	 adverb 	 ambiguously 	 ambiguously
ardo 	 noun 	 ardor 	 ardor
ardo 	 noun 	 passion 	 passion
ardo 	 noun 	 glow 	 glow
brunigi 	 verb 	 brown 	 to turn  brown
antonimo 	 noun 	 antonym 	 antonym
inflacio 	 noun 	 inflation 	 inflation
inflacio 	 noun 	 monetary 	 monetary inflation
inflacio 	 noun 	 inflation 	 monetary inflation
portugala 	 adjective 	 Portuguese 	 Portuguese
portugalo 	 noun 	 Portuguese 	 a Portuguese person
greko 	 noun 	 Grecian 	 a Greek person, a Grecian
greko 	 noun 	 Greek 	 a Greek person, a Grecian
greka 	 adjective 	 Greek 	 Greek
hungara 	 adjective 	 Hungarian 	 of or relating to Hungary, the Hungarian people, or the Hungarian language
hungara 	 adjective 	 Hungary 	 of or relating to Hungary, the Hungarian people, or the Hungarian language
hungaro 	 noun 	 Hungarian 	 a Hungarian
paralela 	 adjective 	 parallel 	 parallel  lines,  surfaces etc: equally distant from one another at all points)
ŝako 	 noun 	 chess 	 chess
ŝako 	 noun 	 check 	 check
mongolo 	 noun 	 Mongol 	 A Mongol
mongola 	 adjective 	 Mongolian 	 Mongolian
vito 	 noun 	 vine 	 vine
etero 	 noun 	 ether 	 ether
faceti 	 verb 	 facet 	 to facet
frustri 	 verb 	 frustrate 	 to frustrate
maniero 	 noun 	 manner 	 manner, way
maniero 	 noun 	 way 	 manner, way
monotona 	 adjective 	 monotone 	 monotone
monotona 	 adjective 	 monotonous 	 monotonous
belo 	 noun 	 beauty 	 beauty
odoro 	 noun 	 odor 	 odor , odour
odoro 	 noun 	 odour 	 odor , odour
pagana 	 adjective 	 pagan 	 pagan
sambo 	 noun 	 samba 	 samba
faka 	 adjective 	 specialization 	 specialization
barometro 	 noun 	 barometer 	 barometer
larma 	 adjective 	 teary 	 teary
enantiomero 	 noun 	 enantiomer 	 enantiomer
soneto 	 noun 	 sonnet 	 sonnet
humana 	 adjective 	 humane 	 humane
manometro 	 noun 	 manoscope 	 manometer, manoscope, pressure gauge
manometro 	 noun 	 manometer 	 manometer, manoscope, pressure gauge
manometro 	 noun 	 pressure gauge 	 manometer, manoscope, pressure gauge
monomero 	 noun 	 monomer 	 monomer
gramo 	 noun 	 gram 	 gram
proletario 	 noun 	 proletariat 	 proletarian, member of the proletariat
meteoro 	 noun 	 meteor 	 meteor
grego 	 noun 	 flock 	 herd, flock
grego 	 noun 	 herd 	 herd, flock
hardi 	 verb 	 temper 	 to temper
procento 	 noun 	 percent 	 percent
termo 	 noun 	 term 	 term
ega 	 adjective 	 great 	 great
komunista 	 adjective 	 communist 	 communist
returne 	 adverb 	 back 	 back
komodo 	 noun 	 commode 	 commode, dresser
komodo 	 noun 	 dresser 	 commode, dresser
migri 	 verb 	 migrate 	 to migrate
migri 	 verb 	 roam 	 to roam
satira 	 adjective 	 satirical 	 satirical
ganto 	 noun 	 glove 	 glove
pedofilo 	 noun 	 pedophile 	 pedophile / paedophile
pedofilo 	 noun 	 paedophile 	 pedophile / paedophile
vato 	 noun 	 cotton wool 	 cotton wool
vato 	 noun 	 watt 	 watt
ng 	 phrase 	 it doesn't matter 	 |it doesn't matter, it's not important
spongo 	 noun 	 sponge 	 sponge
lazo 	 noun 	 lasso 	 lasso
latva 	 adjective 	 Latvian 	 Latvian
latva 	 adjective 	 European 	 gloss=European
stango 	 noun 	 pole 	 pole
antipatia 	 adjective 	 antipathetic 	 antipathetic , repugnant
antipatia 	 adjective 	 repugnant 	 antipathetic , repugnant
ombro 	 noun 	 shadow 	 shadow
oferi 	 verb 	 offer 	 to offer up, sacrifice
