chapter_id	entry_id	meaning	Estonian_Phonemic	Estonian_StandOrth	comment
21	370	penalty, punishment	kar̃istus	karistus	
21	380	fine	tr̃ahw	trahv	
21	390	prison, jail	wangla	vangla	
21	420	murder	mər̃w	mõrv	
21	430	adultery	abielur̃ikkumine	abielurikkumine	
21	440	rape	wægistamine	vägistamine	
21	460	arson	süütamine	süütamine	
21	470	perjury	walewanne	valevanne	
21	510	steal	war̃astama	varastama	
21	520	thief	war̃as	varas	
22	110	religion	usk; r̃eligioon	usk; religioon	
22	120	God	yumal	jumal	
22	130	temple, church	tempel; kir̃ik	tempel; kirik	
22	140	altar	altar̃	altar	
22	150	sacrifice, offering	ohwer̃dus; ohwer̃	ohverdus; ohver	
22	160	worship	kummar̃dama; austama	kummardama; austama	
22	170	pray	palwetama	palvetama	
22	180	priest	pr̃eester̃	preester	
22	190	holy, sacred	püha; pühitsetud	püha; pühitsetud	
22	220	preach	yutlustama	jutlustama	
22	230	bless	ənnistama	õnnistama	
22	240	curse	needma; wanduma	needma; vanduma	
22	260	fast (vb)	paastuma	paastuma	
22	310	heaven	taewas	taevas	
22	320	hell	pər̃gu	põrgu	
22	350	demon (evil spirit)	deemon; kur̃iwaim	deemon; kurivaim	
22	370	idol	ebayumal; iidol	ebajumal; iidol	
22	420	magic, witchcraft, sorcery	nəiakunst; nəidus; wəluyəud	nõiakunst; nõidus; võlujõud	
22	430	sorcerer, witch	nəid	nõid	
22	440	fairy, elf	haldyas	haldjas	
22	450	ghost, phantom	kummitus; waim; wiirastus	kummitus; vaim; viirastus	
22	470	omen, portent	enne; ettetæhendus	enne; ettetähendus	
