*	*	*	*	*	*	*	*	*	*	*	english	old-english	classical-latin	attic-greek	proto-indo-european	russian	russian	sanksrit	sanksrit	middle-egyptian	middle-egyptian																															
	listen		active	present	indicative	simple	familiar	3	dual	intransitive	listen	hlystaþ 	auscultant 	ἀκροᾰ́εσθον 	?ḱléwsetes	слу́шают	slúšajut	śṛṇutáḥ 	शृणुतः																																	
	listen		active	present	indicative	simple	familiar	1	plural	intransitive	listen	hlystaþ 	auscultāmus 	ἀκροᾰόμεθᾰ 	?ḱléwsomos	слу́шаем	slúšajem	śṛṇumáḥ 	शृणुमः																																	
	listen		active	present	indicative	simple	familiar	2	plural	intransitive	listen	hlystaþ 	auscultātis 	ἀκροᾰ́εσθε 	?ḱléwsete	слу́шаете	slúšajete	śṛṇuthá	शृणुथ																																	
	listen		active	present	indicative	simple	familiar	3	plural	intransitive	listen	hlystaþ 	auscultant 	ἀκροᾰ́ονται 	?ḱléwsonti 	слу́шают	slúšajut	śṛṇvánti	शृण्वन्ति																																	
	watch		active	present	indicative	simple	familiar	1	singular	intransitive	watch	wæċċe	vigilō 	φῠλᾰ́σσω 	?woǵéyoh₂	—	—																																			
	watch		active	present	indicative	simple	familiar	2	singular	intransitive	watch	wæċest	vigilās 	φῠλᾰ́σσεις 	?woǵéyesi	бди́шь	bdíšʹ																																			
	watch		active	present	indicative	simple	familiar	3	singular	intransitive	watches	wæċeþ	vigilat 	φῠλᾰ́σσει 	woǵéyeti	бди́т	bdít																																			
	watch		active	present	indicative	simple	familiar	1	dual	intransitive	watch	wæċċaþ 	vigilāmus 	φῠλᾰ́σσετον 	?woǵéyowos	бди́м	bdím																																			
	watch		active	present	indicative	simple	familiar	2	dual	intransitive	watch	wæċċaþ 	vigilātis 	φῠλᾰ́σσετον 	?woǵéyetes	бди́те	bdíte																																			
	watch		active	present	indicative	simple	familiar	3	dual	intransitive	watch	wæċċaþ 	vigilant 	φῠλᾰ́σσετον 	?woǵéyetes	бдя́т	bdját																																			
	watch		active	present	indicative	simple	familiar	1	plural	intransitive	watch	wæċċaþ 	vigilāmus 	φῠλᾰ́σσομεν 	?woǵéyomos	бди́м	bdím																																			
	watch		active	present	indicative	simple	familiar	2	plural	intransitive	watch	wæċċaþ 	vigilātis 	φῠλᾰ́σσετε 	?woǵéyete	бди́те	bdíte																																			
	watch		active	present	indicative	simple	familiar	3	plural	intransitive	watch	wæċċaþ 	vigilant 	φῠλᾰ́σσουσῐ(ν) 	?woǵéyonti 	бдя́т	bdját																																			
	sound		active	present	indicative	simple	familiar	1	singular	intransitive	sound	swēġe	sonō 	ἠχέω 	?swenh₂mi	звучу́	zvučú					"# PIE translates to ""to be heard"""																														
	sound		active	present	indicative	simple	familiar	2	singular	intransitive	sound	swēġest, swēġst	sonās 	ἠχέεις 	?swenh₂si	звучи́шь	zvučíšʹ																																			
	sound		active	present	indicative	simple	familiar	3	singular	intransitive	sounds	swēġeþ, swēġþ	sonat 	ἠχέει 	swenh₂ti	звучи́т	zvučít	svanati	स्वनति •																																	
	sound		active	present	indicative	simple	familiar	1	dual	intransitive	sound	swēġaþ 	sonāmus 	ἠχέετον 	?swenh₂wos	звучи́м	zvučím																																			
	sound		active	present	indicative	simple	familiar	2	dual	intransitive	sound	swēġaþ 	sonātis 	ἠχέετον 	?swenh₂tes	звучи́те	zvučíte																																			
	sound		active	present	indicative	simple	familiar	3	dual	intransitive	sound	swēġaþ 	sonant 	ἠχέετον 	?swenh₂tes	звуча́т	zvučát																																			
	sound		active	present	indicative	simple	familiar	1	plural	intransitive	sound	swēġaþ 	sonāmus 	ἠχέομεν 	?swenh₂mos	звучи́м	zvučím																																			
	sound		active	present	indicative	simple	familiar	2	plural	intransitive	sound	swēġaþ 	sonātis 	ἠχέετε 	?swenh₂te	звучи́те	zvučíte																																			
	sound		active	present	indicative	simple	familiar	3	plural	intransitive	sound	swēġaþ 	sonant 	ἠχέουσῐ(ν) 	?swenh₂n̥ti 	звуча́т	zvučát																																			
	cry-out		active	present	indicative	simple	familiar	1	singular	intransitive	cry out	sċrēo	plōrō 	ἀνακρᾱ́ζω 	?greydoh₂	кричу́	kričú																																			
	cry-out		active	present	indicative	simple	familiar	2	singular	intransitive	cry out	sċrīehst	plōrās 	ἀνακρᾱ́ζεις 	?greydesi	кричи́шь	kričíšʹ																																			
	cry-out		active	present	indicative	simple	familiar	3	singular	intransitive	cries out	sċrīehþ	plōrat 	ἀνακρᾱ́ζει 	?greydeti	кричи́т	kričít																																			
	cry-out		active	present	indicative	simple	familiar	1	dual	intransitive	cry out	sċrēoþ 	plōrāmus 	ἀνακρᾱ́ζετον 	?greydowos	кричи́м	kričím																																			
	cry-out		active	present	indicative	simple	familiar	2	dual	intransitive	cry out	sċrēoþ 	plōrātis 	ἀνακρᾱ́ζετον 	?greydetes	кричи́те	kričíte																																			
	cry-out		active	present	indicative	simple	familiar	3	dual	intransitive	cry out	sċrēoþ 	plōrant 	ἀνακρᾱ́ζετον 	?greydetes	крича́т	kričát																																			
	cry-out		active	present	indicative	simple	familiar	1	plural	intransitive	cry out	sċrēoþ 	plōrāmus 	ἀνακρᾱ́ζομεν 	?greydomos	кричи́м	kričím																																			
	cry-out		active	present	indicative	simple	familiar	2	plural	intransitive	cry out	sċrēoþ 	plōrātis 	ἀνακρᾱ́ζετε 	?greydete	кричи́те	kričíte																																			
	cry-out		active	present	indicative	simple	familiar	3	plural	intransitive	cry out	sċrēoþ 	plōrant 	ἀνακρᾱ́ζουσῐ(ν) 	?greydonti 	крича́т	kričát																																			
	appear		active	present	indicative	simple	familiar	1	singular	intransitive	appear	ætīewe	appāreō 	εἴδομαι 	?kʷḗḱmi	появля́юсь	pojavljájusʹ																																			
	appear		active	present	indicative	simple	familiar	2	singular	intransitive	appear	ætīewest, ætīewst	appārēs 	εἴδῃ, εἴδει 	?kʷḗḱsi	появля́ешься	pojavljáješʹsja																																			
	appear		active	present	indicative	simple	familiar	3	singular	intransitive	appears	ætīeweþ, ætīewþ	appāret 	εἴδεται 	kʷḗḱti	появля́ется	pojavljájetsja	kā́śate	काशते																																	
	appear		active	present	indicative	simple	familiar	1	dual	intransitive	appear	ætīewaþ 	appārēmus 	εἴδεσθον 	?kʷḗḱwos	появля́емся	pojavljájemsja																																			
	appear		active	present	indicative	simple	familiar	2	dual	intransitive	appear	ætīewaþ 	appārētis 	εἴδεσθον 	?kʷḗḱtes	появля́етесь	pojavljájetesʹ																																			
	appear		active	present	indicative	simple	familiar	3	dual	intransitive	appear	ætīewaþ 	appārent 	εἴδεσθον 	?kʷḗḱtes	появля́ются	pojavljájutsja																																			
	appear		active	present	indicative	simple	familiar	1	plural	intransitive	appear	ætīewaþ 	appārēmus 	εἰδόμεθᾰ 	?kʷḗḱmos	появля́емся	pojavljájemsja																																			
	appear		active	present	indicative	simple	familiar	2	plural	intransitive	appear	ætīewaþ 	appārētis 	εἴδεσθε 	?kʷḗḱte	появля́етесь	pojavljájetesʹ																																			
	appear		active	present	indicative	simple	familiar	3	plural	intransitive	appear	ætīewaþ 	appārent 	εἴδονται 	?kʷḗḱn̥ti 	появля́ются	pojavljájutsja																																			
	startle		active	present	indicative	simple	familiar	1	singular	transitive	startle	steartliġe	cōnsternō 	κατασπΐλάζω	...	пуга́ю	pugáju																																			
	startle		active	present	indicative	simple	familiar	2	singular	transitive	startle	steartlast	cōnsternās 		...	пуга́ешь	pugáješʹ																																			
	startle		active	present	indicative	simple	familiar	3	singular	transitive	startles	steartlaþ	cōnsternat 		...	пуга́ет	pugájet																																			
	startle		active	present	indicative	simple	familiar	1	dual	transitive	startle	steartliaþ 	cōnsternāmus 		...	пуга́ем	pugájem																																			
	startle		active	present	indicative	simple	familiar	2	dual	transitive	startle	steartliaþ 	cōnsternātis 		...	пуга́ете	pugájete																																			
	startle		active	present	indicative	simple	familiar	3	dual	transitive	startle	steartliaþ 	cōnsternant 		...	пуга́ют	pugájut																																			
	startle		active	present	indicative	simple	familiar	1	plural	transitive	startle	steartliaþ 	cōnsternāmus 		...	пуга́ем	pugájem																																			
	startle		active	present	indicative	simple	familiar	2	plural	transitive	startle	steartliaþ 	cōnsternātis 		...	пуга́ете	pugájete																																			
	startle		active	present	indicative	simple	familiar	3	plural	transitive	startle	steartliaþ 	cōnsternant 		...	пуга́ют	pugájut																																			
	clean		active	present	indicative	simple	familiar	1	singular	transitive	clean	clǣnsiġe	pūrgō 	κᾰθαίρω 	?powHéyoh₂	чи́щу	číšču				wꜥb																															
	clean		active	present	indicative	simple	familiar	2	singular	transitive	clean	clǣnsast	pūrgās 	κᾰθαίρεις 	?powHéyesi	чи́стишь	čístišʹ				wꜥb																															
	clean		active	present	indicative	simple	familiar	3	singular	transitive	cleans	clǣnsaþ	pūrgat 	κᾰθαίρει 	?powHéyeti	чи́стит	čístit				wꜥb																															
	clean		active	present	indicative	simple	familiar	1	dual	transitive	clean	clǣnsiaþ 	pūrgāmus 	κᾰθαίρετον 	?powHéyowos	чи́стим	čístim				wꜥb																															
	clean		active	present	indicative	simple	familiar	2	dual	transitive	clean	clǣnsiaþ 	pūrgātis 	κᾰθαίρετον 	?powHéyetes	чи́стите	čístite				wꜥb																															
	clean		active	present	indicative	simple	familiar	3	dual	transitive	clean	clǣnsiaþ 	pūrgant 	κᾰθαίρετον 	?powHéyetes	чи́стят	čístjat				wꜥb																															
	clean		active	present	indicative	simple	familiar	1	plural	transitive	clean	clǣnsiaþ 	pūrgāmus 	κᾰθαίρομεν 	?powHéyomos	чи́стим	čístim				wꜥb																															
	clean		active	present	indicative	simple	familiar	2	plural	transitive	clean	clǣnsiaþ 	pūrgātis 	κᾰθαίρετε 	?powHéyete	чи́стите	čístite				wꜥb																															
	clean		active	present	indicative	simple	familiar	3	plural	transitive	clean	clǣnsiaþ 	pūrgant 	κᾰθαίρουσῐ(ν) 	?powHéyonti 	чи́стят	čístjat				wꜥb																															
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
