विश्व 	 adjective 	 every 	 all, every, every one; whole, entire, universal
रोग 	 noun 	 sickness 	 ‘breaking up of strength’; disease, infirmity, sickness, ache
चन्द्रबिन्दु 	 noun 	 candrabindu 	 candrabindu
अनुस्वार 	 noun 	 anusvara 	 anusvara, the "after-sound&quot
संजय 	 noun 	 victory 	 conquest, victory
संजय 	 noun 	 conquest 	 conquest, victory
संजय 	 noun 	 military 	 a kind of military array
संजय 	 noun 	 array 	 a kind of military array
संजय 	 adjective 	 triumphant 	 completely victorious, triumphant
संजय 	 adjective 	 completely 	 completely victorious, triumphant
संजय 	 adjective 	 victorious 	 completely victorious, triumphant
वेश्या 	 noun 	 prostitute 	 prostitute
लिपि 	 noun 	 writing 	 writing
लिपि 	 noun 	 inscription 	 inscription
लिपि 	 noun 	 document 	 written document
लिपि 	 noun 	 written 	 written document
लिपि 	 noun 	 painting 	 painting, drawing
लिपि 	 noun 	 drawing 	 painting, drawing
उद्यान 	 noun 	 park 	 park
काली 	 noun 	 ink 	 black colour, ink or blacking
काली 	 noun 	 colour 	 black colour, ink or blacking
काली 	 noun 	 blacking 	 black colour, ink or blacking
काली 	 noun 	 black 	 black colour, ink or blacking
काली 	 noun 	 defamation 	 abuse, censure, defamation
काली 	 noun 	 censure 	 abuse, censure, defamation
काली 	 noun 	 abuse 	 abuse, censure, defamation
काली 	 noun 	 black 	 a row or succession of black clouds
काली 	 noun 	 succession 	 a row or succession of black clouds
काली 	 noun 	 cloud 	 a row or succession of black clouds
काली 	 noun 	 row 	 a row or succession of black clouds
काली 	 noun 	 night 	 night
काली 	 noun 	 generated 	 a worm or animalcule generated in the acetous fermentation of milk
काली 	 noun 	 milk 	 a worm or animalcule generated in the acetous fermentation of milk
काली 	 noun 	 acetous 	 a worm or animalcule generated in the acetous fermentation of milk
काली 	 noun 	 worm 	 a worm or animalcule generated in the acetous fermentation of milk
काली 	 noun 	 animalcule 	 a worm or animalcule generated in the acetous fermentation of milk
काली 	 noun 	 fermentation 	 a worm or animalcule generated in the acetous fermentation of milk
काली 	 noun 	 kind 	 a kind of clay
काली 	 noun 	 clay 	 a kind of clay
कपाल 	 noun 	 cranium 	 skull, cranium
कपाल 	 noun 	 skull 	 skull, cranium
कपाल 	 noun 	 bowl 	 bowl
लज्जा 	 noun 	 modesty 	 shame, embarrassment, modesty
लज्जा 	 noun 	 embarrassment 	 shame, embarrassment, modesty
लज्जा 	 noun 	 shame 	 shame, embarrassment, modesty
लज्जा 	 noun 	 sensitivity 	 sensitivity, bashfulness
लज्जा 	 noun 	 bashfulness 	 sensitivity, bashfulness
लज्जा 	 noun 	 sensitive plant 	 the sensitive plant
मार्ग 	 noun 	 route 	 way, road, route, path
मार्ग 	 noun 	 path 	 way, road, route, path
मार्ग 	 noun 	 way 	 way, road, route, path
मार्ग 	 noun 	 road 	 way, road, route, path
वर्णमाला 	 noun 	 series 	 order or series of letters , the alphabet
वर्णमाला 	 noun 	 alphabet 	 order or series of letters , the alphabet
वर्णमाला 	 noun 	 letters 	 order or series of letters , the alphabet
सम 	 adjective 	 equal 	 same, equal, alike
सम 	 adjective 	 same 	 same, equal, alike
सम 	 adjective 	 alike 	 same, equal, alike
सम 	 adjective 	 identical 	 equivalent to, like, identical to
सम 	 adjective 	 like 	 equivalent to, like, identical to
सम 	 adjective 	 equivalent 	 equivalent to, like, identical to
सम 	 adjective 	 flat 	 even, smooth, flat, plain, level
सम 	 adjective 	 smooth 	 even, smooth, flat, plain, level
सम 	 adjective 	 level 	 even, smooth, flat, plain, level
सम 	 adjective 	 even 	 even, smooth, flat, plain, level
सम 	 adjective 	 plain 	 even, smooth, flat, plain, level
करण 	 adjective 	 causing 	 doing, making, effecting, causing
करण 	 adjective 	 effecting 	 doing, making, effecting, causing
करण 	 adjective 	 doing 	 doing, making, effecting, causing
करण 	 adjective 	 making 	 doing, making, effecting, causing
करण 	 adjective 	 clever 	 clever, skillful
करण 	 adjective 	 skillful 	 clever, skillful
करण 	 noun 	 helper 	 helper, companion
करण 	 noun 	 companion 	 helper, companion
करण 	 noun 	 man 	 A man of a mixed class
करण 	 noun 	 mixed 	 A man of a mixed class
करण 	 noun 	 class 	 A man of a mixed class
करण 	 noun 	 writer 	 writer, scribe
करण 	 noun 	 scribe 	 writer, scribe
करण 	 noun 	 time 	 A kind of time
करण 	 noun 	 woman 	 A woman of a mixed class
करण 	 noun 	 number 	 A surd or irrational number
करण 	 noun 	 irrational 	 A surd or irrational number
करण 	 noun 	 surd 	 A surd or irrational number
करण 	 noun 	 square 	 The side of a square
करण 	 noun 	 side 	 The side of a square
करण 	 noun 	 measure 	 A particular measure
करण 	 noun 	 position 	 A particular position of the fingers
करण 	 noun 	 fingers 	 A particular position of the fingers
करण 	 noun 	 producing 	 The act of making, doing, producing, effecting
करण 	 noun 	 effecting 	 The act of making, doing, producing, effecting
करण 	 noun 	 doing 	 The act of making, doing, producing, effecting
करण 	 noun 	 making 	 The act of making, doing, producing, effecting
करण 	 noun 	 act 	 act, deed
करण 	 noun 	 deed 	 act, deed
करण 	 noun 	 action 	 action, especially a religious one
करण 	 noun 	 religious 	 action, especially a religious one
करण 	 noun 	 business 	 The special business of any tribe or caste
करण 	 noun 	 astronomical 	 calculation, especially an astronomical one
करण 	 noun 	 calculation 	 calculation, especially an astronomical one
करण 	 noun 	 division 	 An astrological division of the day
करण 	 noun 	 day 	 An astrological division of the day
करण 	 noun 	 articulation 	 pronunciation, articulation
करण 	 noun 	 pronunciation 	 pronunciation, articulation
करण 	 noun 	 word 	 A sound or word as an independent part of speech
करण 	 noun 	 independent 	 A sound or word as an independent part of speech
करण 	 noun 	 sound 	 A sound or word as an independent part of speech
करण 	 noun 	 posture 	 The posture of an ascetic
करण 	 noun 	 sexual intercourse 	 A posture in sexual intercourse
करण 	 noun 	 instrument 	 instrument, means of action
करण 	 noun 	 organ 	 An organ of sense or of speech
करण 	 noun 	 sense 	 An organ of sense or of speech
करण 	 noun 	 speech 	 An organ of sense or of speech
करण 	 noun 	 document 	 instrument, document, bond
करण 	 noun 	 bond 	 instrument, document, bond
करण 	 noun 	 instrument 	 instrument, document, bond
करण 	 noun 	 means 	 The means or instrument by which an action is effected, the idea expressed by the instrumental case, instrumentality
करण 	 noun 	 instrumentality 	 The means or instrument by which an action is effected, the idea expressed by the instrumental case, instrumentality
करण 	 noun 	 instrumental case 	 The means or instrument by which an action is effected, the idea expressed by the instrumental case, instrumentality
करण 	 noun 	 idea 	 The means or instrument by which an action is effected, the idea expressed by the instrumental case, instrumentality
करण 	 noun 	 instrument 	 The means or instrument by which an action is effected, the idea expressed by the instrumental case, instrumentality
करण 	 noun 	 charm 	 spell, charm
करण 	 noun 	 spell 	 spell, charm
करण 	 noun 	 rhythm 	 rhythm, time
करण 	 noun 	 time 	 rhythm, time
करण 	 noun 	 body 	 body
करण 	 noun 	 field 	 field
करण 	 noun 	 mind 	 mind, heart
करण 	 noun 	 heart 	 mind, heart
करण 	 noun 	 grain 	 grain
अशुभ 	 adjective 	 inauspicious 	 dirty, foul, inauspicious
अशुभ 	 adjective 	 dirty 	 dirty, foul, inauspicious
अशुभ 	 adjective 	 foul 	 dirty, foul, inauspicious
अशुभ 	 noun 	 harm 	 harm
अशुभ 	 noun 	 calamity 	 mischief, sin, calamity
अशुभ 	 noun 	 sin 	 mischief, sin, calamity
अशुभ 	 noun 	 mischief 	 mischief, sin, calamity
बोधि 	 noun 	 bodhi 	 bodhi: perfect knowledge or wisdom , the illuminated or enlightened intellect
बोधि 	 noun 	 Ficus religiosa 	 the tree of wisdom under which perfect wisdom is attained or under which a man becomes a buddha, the sacred fig-tree: Ficus religiosa
बोधि 	 noun 	 tree 	 the tree of wisdom under which perfect wisdom is attained or under which a man becomes a buddha, the sacred fig-tree: Ficus religiosa
बोधि 	 noun 	 cock 	 "wakener", a cock
बोधि 	 adjective 	 learned 	 learned, wise
बोधि 	 adjective 	 wise 	 learned, wise
विष्णु 	 noun 	 Vishnu 	 Vishnu
विष्णु 	 noun 	 s:The Rig Veda/Mandala 1/Hymn 154 	 * RV 1.154.2a
विष्णु 	 noun 	 w:Rigveda 	 * RV 1.154.2a
विष्णु 	 noun 	 Manu Bhautya 	 name of a son of Manu Sāvarṇa and Manu Bhautya
विष्णु 	 noun 	 Manu Sāvarṇa 	 name of a son of Manu Sāvarṇa and Manu Bhautya
व्याकरण 	 noun 	 discrimination 	 separation, distinction, discrimination
व्याकरण 	 noun 	 separation 	 separation, distinction, discrimination
व्याकरण 	 noun 	 distinction 	 separation, distinction, discrimination
व्याकरण 	 noun 	 explanation 	 explanation, detailed description
व्याकरण 	 noun 	 description 	 explanation, detailed description
व्याकरण 	 noun 	 revelation 	 manifestation, revelation
व्याकरण 	 noun 	 manifestation 	 manifestation, revelation
व्याकरण 	 noun 	 prophecy 	 prediction, prophecy
व्याकरण 	 noun 	 prediction 	 prediction, prophecy
व्याकरण 	 noun 	 creation 	 development, creation
व्याकरण 	 noun 	 development 	 development, creation
व्याकरण 	 noun 	 analysis 	 grammatical analysis, grammar
व्याकरण 	 noun 	 grammar 	 grammatical analysis, grammar
व्याकरण 	 noun 	 correctness 	 grammatical correctness, polished or accurate language
व्याकरण 	 noun 	 language 	 grammatical correctness, polished or accurate language
गृणाति 	 verb 	 invoke 	 to call, call out to, invoke
गृणाति 	 verb 	 call 	 to call, call out to, invoke
गृणाति 	 verb 	 call out 	 to call, call out to, invoke
गृणाति 	 verb 	 proclaim 	 to announce, proclaim
गृणाति 	 verb 	 announce 	 to announce, proclaim
गृणाति 	 verb 	 praise 	 to mention with praise, praise, extol
गृणाति 	 verb 	 extol 	 to mention with praise, praise, extol
गृणाति 	 verb 	 recite 	 to pronounce, recite
गृणाति 	 verb 	 pronounce 	 to pronounce, recite
गृणाति 	 verb 	 relate 	 to relate; to teach in verses
गृणाति 	 verb 	 verse 	 to relate; to teach in verses
गृणाति 	 verb 	 teach 	 to relate; to teach in verses
पुरी 	 noun 	 town 	 fortress, castle, town
पुरी 	 noun 	 castle 	 fortress, castle, town
पुरी 	 noun 	 fortress 	 fortress, castle, town
पुरी 	 noun 	 adytum 	 the sanctuary or adytum of a temple
पुरी 	 noun 	 sanctuary 	 the sanctuary or adytum of a temple
श्याम 	 adjective 	 sable 	 black, dark-coloured, dark blue or brown or grey or green, sable, having a dark or swarthy complexion
श्याम 	 adjective 	 black 	 black, dark-coloured, dark blue or brown or grey or green, sable, having a dark or swarthy complexion
श्याम 	 adjective 	 green 	 black, dark-coloured, dark blue or brown or grey or green, sable, having a dark or swarthy complexion
श्याम 	 adjective 	 grey 	 black, dark-coloured, dark blue or brown or grey or green, sable, having a dark or swarthy complexion
श्याम 	 adjective 	 blue 	 black, dark-coloured, dark blue or brown or grey or green, sable, having a dark or swarthy complexion
श्याम 	 adjective 	 brown 	 black, dark-coloured, dark blue or brown or grey or green, sable, having a dark or swarthy complexion
श्याम 	 noun 	 green 	 black or blue or green
श्याम 	 noun 	 blue 	 black or blue or green
श्याम 	 noun 	 black 	 black or blue or green
श्याम 	 noun 	 cloud 	 cloud
श्याम 	 noun 	 Kokila 	 the Kokila or Indian cuckoo
श्याम 	 noun 	 bull 	 black bull
श्याम 	 noun 	 Allahabad 	 name of a sacred fig tree at प्रयाग or Allahabad
श्याम 	 noun 	 sacred fig 	 name of a sacred fig tree at प्रयाग or Allahabad
श्याम 	 noun 	 pepper 	 black pepper
श्याम 	 noun 	 sea-salt 	 sea-salt
विमान 	 adjective 	 disgraced 	 devoid of honour, disgraced
विमान 	 noun 	 dishonour 	 disrespect, dishonour
विमान 	 noun 	 disrespect 	 disrespect, dishonour
विमान 	 adjective 	 traversing 	 measuring out, traversing
विमान 	 noun 	 chariot 	 a car or chariot of the gods, any mythical self-moving aerial car
विमान 	 noun 	 car 	 a car or chariot of the gods, any mythical self-moving aerial car
विमान 	 noun 	 aircraft 	 airplane, aircraft
विमान 	 noun 	 airplane 	 airplane, aircraft
विमान 	 noun 	 car 	 any car or vehicle
विमान 	 noun 	 vehicle 	 any car or vehicle
विमान 	 noun 	 palace 	 the palace of an emperor or supreme monarch
विमान 	 noun 	 shrine 	 a temple or shrine of a particular form
विमान 	 noun 	 temple 	 a temple or shrine of a particular form
विमान 	 noun 	 tower 	 a kind of tower
विमान 	 noun 	 grove 	 grove
विमान 	 noun 	 ship 	 ship, boat
विमान 	 noun 	 boat 	 ship, boat
विमान 	 noun 	 horse 	 horse
विमान 	 noun 	 measure 	 measure
विमान 	 noun 	 extension 	 extension
वर 	 noun 	 space 	 "environing", "enclosing", circumference, space, room
वर 	 noun 	 enclosing 	 "environing", "enclosing", circumference, space, room
वर 	 noun 	 environing 	 "environing", "enclosing", circumference, space, room
वर 	 noun 	 circumference 	 "environing", "enclosing", circumference, space, room
वर 	 noun 	 room 	 "environing", "enclosing", circumference, space, room
वर 	 noun 	 stopping 	 stopping, checking
वर 	 noun 	 checking 	 stopping, checking
वर 	 adjective 	 choosing 	 choosing
वर 	 noun 	 chooser 	 "chooser", one who solicits a girl in marriage, suitor, lover, bridegroom, husband
वर 	 noun 	 husband 	 "chooser", one who solicits a girl in marriage, suitor, lover, bridegroom, husband
वर 	 noun 	 lover 	 "chooser", one who solicits a girl in marriage, suitor, lover, bridegroom, husband
वर 	 noun 	 suitor 	 "chooser", one who solicits a girl in marriage, suitor, lover, bridegroom, husband
वर 	 noun 	 bridegroom 	 "chooser", one who solicits a girl in marriage, suitor, lover, bridegroom, husband
वर 	 noun 	 friend 	 a bridegroom's friend
वर 	 noun 	 dissolute 	 a dissolute man
वर 	 adjective 	 precious 	 "select", choicest, valuable, precious, best, most excellent or eminent among  or for
वर 	 adjective 	 choicest 	 "select", choicest, valuable, precious, best, most excellent or eminent among  or for
वर 	 adjective 	 valuable 	 "select", choicest, valuable, precious, best, most excellent or eminent among  or for
वर 	 adjective 	 best 	 "select", choicest, valuable, precious, best, most excellent or eminent among  or for
वर 	 adjective 	 princely 	 royal, princely
वर 	 adjective 	 royal 	 royal, princely
वर 	 adjective 	 better 	 better, preferable, better than  or among
वर 	 adjective 	 preferable 	 better, preferable, better than  or among
वर 	 adjective 	 eldest 	 eldest
वर 	 noun 	 blessing 	 boon, gift, reward, benefit, blessing, favour
वर 	 noun 	 gift 	 boon, gift, reward, benefit, blessing, favour
वर 	 noun 	 boon 	 boon, gift, reward, benefit, blessing, favour
वर 	 noun 	 favour 	 boon, gift, reward, benefit, blessing, favour
वर 	 noun 	 reward 	 boon, gift, reward, benefit, blessing, favour
वर 	 noun 	 benefit 	 boon, gift, reward, benefit, blessing, favour
वर 	 noun 	 privilege 	 benefit, advantage, privilege
वर 	 noun 	 benefit 	 benefit, advantage, privilege
वर 	 noun 	 advantage 	 benefit, advantage, privilege
वर 	 noun 	 charity 	 charity, alms
वर 	 noun 	 alms 	 charity, alms
वर 	 noun 	 dowry 	 dowry
वर 	 noun 	 grain 	 a kind of grain
वर 	 noun 	 bdellium 	 bdellium
वर 	 noun 	 sparrow 	 sparrow
वर 	 noun 	 saffron 	 saffron
यद् 	 pronoun 	 what 	 who, which, what, whichever, whatever, that
यद् 	 pronoun 	 that 	 who, which, what, whichever, whatever, that
यद् 	 pronoun 	 who 	 who, which, what, whichever, whatever, that
यद् 	 pronoun 	 which 	 who, which, what, whichever, whatever, that
यद् 	 pronoun 	 whatever 	 who, which, what, whichever, whatever, that
यद् 	 pronoun 	 whichever 	 who, which, what, whichever, whatever, that
अश्वा 	 noun 	 mare 	 mare
राजि 	 noun 	 range 	 a streak, line, row, range
राजि 	 noun 	 streak 	 a streak, line, row, range
राजि 	 noun 	 line 	 a streak, line, row, range
राजि 	 noun 	 row 	 a streak, line, row, range
राजि 	 noun 	 hair 	 a line parting the hair (MW
राजि 	 noun 	 line 	 a line parting the hair (MW
राजि 	 noun 	 uvula 	 the uvula or soft palate
राजि 	 noun 	 snake 	 a striped snake
राजि 	 noun 	 field 	 a field
राशि 	 noun 	 number 	 a heap, mass, pile, group, multitude, quantity, number
राशि 	 noun 	 mass 	 a heap, mass, pile, group, multitude, quantity, number
राशि 	 noun 	 heap 	 a heap, mass, pile, group, multitude, quantity, number
राशि 	 noun 	 pile 	 a heap, mass, pile, group, multitude, quantity, number
राशि 	 noun 	 group 	 a heap, mass, pile, group, multitude, quantity, number
राशि 	 noun 	 multitude 	 a heap, mass, pile, group, multitude, quantity, number
राशि 	 noun 	 quantity 	 a heap, mass, pile, group, multitude, quantity, number
राशि 	 noun 	 s:The Rig Veda/Mandala 8/Hymn 85 	 * RV 8.85.8b
राशि 	 noun 	 w:Rigveda 	 * RV 8.85.8b
राशि 	 noun 	 sum 	 a sum or the figure or figures put down for an operation
राशि 	 noun 	 figure 	 a sum or the figure or figures put down for an operation
राशि 	 noun 	 measure 	 a measure of quantity
राशि 	 noun 	 one-twelfth 	 a sign of the zodiac , one-twelfth part of the ecliptic, an astrological house
राशि 	 noun 	 house 	 a sign of the zodiac , one-twelfth part of the ecliptic, an astrological house
राशि 	 noun 	 zodiac 	 a sign of the zodiac , one-twelfth part of the ecliptic, an astrological house
राशि 	 noun 	 sign 	 a sign of the zodiac , one-twelfth part of the ecliptic, an astrological house
राशि 	 noun 	 ecliptic 	 a sign of the zodiac , one-twelfth part of the ecliptic, an astrological house
राशि 	 noun 	 corn 	 a heap of corn
राशि 	 noun 	 heap 	 a heap of corn
नक्षत्र 	 noun 	 star 	 a star or any heavenly body
नक्षत्र 	 noun 	 heavenly body 	 a star or any heavenly body
नक्षत्र 	 noun 	 Sun 	 the Sun
नक्षत्र 	 noun 	 mansion 	 an asterism or constellation through which the moon passes, a lunar mansion
नक्षत्र 	 noun 	 asterism 	 an asterism or constellation through which the moon passes, a lunar mansion
नक्षत्र 	 noun 	 constellation 	 an asterism or constellation through which the moon passes, a lunar mansion
श्रमण 	 adjective 	 effort 	 making effort or exertion, toiling, labouring,  following a toilsome or menial business
श्रमण 	 adjective 	 exertion 	 making effort or exertion, toiling, labouring,  following a toilsome or menial business
श्रमण 	 adjective 	 toiling 	 making effort or exertion, toiling, labouring,  following a toilsome or menial business
श्रमण 	 adjective 	 labouring 	 making effort or exertion, toiling, labouring,  following a toilsome or menial business
श्रमण 	 adjective 	 bad 	 base, vile, bad
श्रमण 	 adjective 	 base 	 base, vile, bad
श्रमण 	 adjective 	 vile 	 base, vile, bad
श्रमण 	 adjective 	 naked 	 naked
श्रमण 	 noun 	 ascetic 	 one who performs acts of mortification or austerity, an ascetic, monk, devotee, religious mendicant
श्रमण 	 noun 	 monk 	 one who performs acts of mortification or austerity, an ascetic, monk, devotee, religious mendicant
श्रमण 	 noun 	 devotee 	 one who performs acts of mortification or austerity, an ascetic, monk, devotee, religious mendicant
श्रमण 	 noun 	 monk 	 a Buddhist monk or mendicant
श्रमण 	 noun 	 Buddhist 	 a Buddhist monk or mendicant
श्रमण 	 noun 	 mendicant 	 a Buddhist monk or mendicant
श्रम 	 noun 	 exhaustion 	 fatigue, weariness, exhaustion
श्रम 	 noun 	 weariness 	 fatigue, weariness, exhaustion
श्रम 	 noun 	 fatigue 	 fatigue, weariness, exhaustion
श्रम 	 noun 	 exercise 	 exertion, labour, toil, exercise, effort either bodily or mental, hard work of any kind
श्रम 	 noun 	 exertion 	 exertion, labour, toil, exercise, effort either bodily or mental, hard work of any kind
श्रम 	 noun 	 work 	 exertion, labour, toil, exercise, effort either bodily or mental, hard work of any kind
श्रम 	 noun 	 hard 	 exertion, labour, toil, exercise, effort either bodily or mental, hard work of any kind
श्रम 	 noun 	 toil 	 exertion, labour, toil, exercise, effort either bodily or mental, hard work of any kind
श्रम 	 noun 	 effort 	 exertion, labour, toil, exercise, effort either bodily or mental, hard work of any kind
श्रम 	 noun 	 labour 	 exertion, labour, toil, exercise, effort either bodily or mental, hard work of any kind
श्रम 	 noun 	 exercise 	 military exercise, drill
श्रम 	 noun 	 drill 	 military exercise, drill
श्रम 	 noun 	 Āpa 	 name of a son of Āpa
श्रम 	 noun 	 Vasudeva 	 name of a son of Vasudeva
मलिक 	 noun 	 king 	 king
उदाहरण 	 noun 	 saying 	 the act of relating, saying, declaring; a declaration
उदाहरण 	 noun 	 relating 	 the act of relating, saying, declaring; a declaration
उदाहरण 	 noun 	 declaration 	 the act of relating, saying, declaring; a declaration
उदाहरण 	 noun 	 declaring 	 the act of relating, saying, declaring; a declaration
उदाहरण 	 noun 	 instance 	 example, instance
उदाहरण 	 noun 	 example 	 example, instance
उदाहरण 	 noun 	 exaggeration 	 exaggeration
ऐतिहासिक 	 adjective 	 derived 	 derived from ancient legends, legendary, historical, traditional
ऐतिहासिक 	 adjective 	 legendary 	 derived from ancient legends, legendary, historical, traditional
ऐतिहासिक 	 adjective 	 ancient 	 derived from ancient legends, legendary, historical, traditional
ऐतिहासिक 	 adjective 	 traditional 	 derived from ancient legends, legendary, historical, traditional
ऐतिहासिक 	 adjective 	 legend 	 derived from ancient legends, legendary, historical, traditional
ऐतिहासिक 	 adjective 	 historical 	 derived from ancient legends, legendary, historical, traditional
प्रमुख 	 adjective 	 facing 	 turning the face towards, facing
प्रमुख 	 adjective 	 foremost 	 first, foremost, chief, principal, most excellent
प्रमुख 	 adjective 	 first 	 first, foremost, chief, principal, most excellent
प्रमुख 	 adjective 	 chief 	 first, foremost, chief, principal, most excellent
प्रमुख 	 adjective 	 principal 	 first, foremost, chief, principal, most excellent
प्रमुख 	 adjective 	 respectable 	 honourable, respectable
प्रमुख 	 adjective 	 honourable 	 honourable, respectable
प्रमुख 	 noun 	 chief 	 chief, respectable man, sage
प्रमुख 	 noun 	 mouth 	 mouth
प्रमुख 	 noun 	 commencement 	 commencement
घटना 	 noun 	 event 	 event
घटना 	 noun 	 occurrence 	 occurrence
घटना 	 noun 	 incident 	 incident
घटना 	 noun 	 phenomenon 	 phenomenon
शाब्दिक 	 adjective 	 sound 	 sonorous, uttering a sound
शाब्दिक 	 adjective 	 uttering 	 sonorous, uttering a sound
शाब्दिक 	 adjective 	 sonorous 	 sonorous, uttering a sound
शाब्दिक 	 adjective 	 word 	 relating to sounds or words, verbal
शाब्दिक 	 adjective 	 relating 	 relating to sounds or words, verbal
शाब्दिक 	 adjective 	 sound 	 relating to sounds or words, verbal
शाब्दिक 	 adjective 	 verbal 	 relating to sounds or words, verbal
शाब्दिक 	 noun 	 word 	 conversant with words, a grammarian, lexicographer
शाब्दिक 	 noun 	 grammarian 	 conversant with words, a grammarian, lexicographer
शाब्दिक 	 noun 	 conversant 	 conversant with words, a grammarian, lexicographer
शाब्दिक 	 noun 	 lexicographer 	 conversant with words, a grammarian, lexicographer
शासन 	 noun 	 edict 	 order, edict, command
शासन 	 noun 	 command 	 order, edict, command
शासन 	 noun 	 order 	 order, edict, command
शासन 	 noun 	 shastra 	 a shastra, scripture
शासन 	 noun 	 scripture 	 a shastra, scripture
शासन 	 noun 	 ruling 	 government, ruling
शासन 	 noun 	 government 	 government, ruling
लैङ्गिक 	 adjective 	 proof 	 based upon a characteristic mark or evidence or proof
लैङ्गिक 	 adjective 	 characteristic 	 based upon a characteristic mark or evidence or proof
लैङ्गिक 	 adjective 	 mark 	 based upon a characteristic mark or evidence or proof
लैङ्गिक 	 adjective 	 based 	 based upon a characteristic mark or evidence or proof
लैङ्गिक 	 adjective 	 evidence 	 based upon a characteristic mark or evidence or proof
शारीरिक 	 adjective 	 body 	 relating to the body, corporeal, personal, material, contained in the body
शारीरिक 	 adjective 	 corporeal 	 relating to the body, corporeal, personal, material, contained in the body
शारीरिक 	 adjective 	 relating 	 relating to the body, corporeal, personal, material, contained in the body
शारीरिक 	 adjective 	 material 	 relating to the body, corporeal, personal, material, contained in the body
शारीरिक 	 adjective 	 contained 	 relating to the body, corporeal, personal, material, contained in the body
शारीरिक 	 adjective 	 personal 	 relating to the body, corporeal, personal, material, contained in the body
रहस्य 	 adjective 	 clandestine 	 secret, private, clandestine, concealed, mysterious
रहस्य 	 adjective 	 concealed 	 secret, private, clandestine, concealed, mysterious
रहस्य 	 adjective 	 private 	 secret, private, clandestine, concealed, mysterious
रहस्य 	 adjective 	 secret 	 secret, private, clandestine, concealed, mysterious
रहस्य 	 adjective 	 mysterious 	 secret, private, clandestine, concealed, mysterious
रहस्य 	 noun 	 secret 	 a secret, any secret doctrine or mystery, any subtle or recondite point, mystical or esoteric teaching
तित्तरी 	 noun 	 butterfly 	 butterfly
चीन 	 noun 	 China 	 the Chinese people; China
चीन 	 noun 	 Chinese 	 the Chinese people; China
चीन 	 noun 	 people 	 the Chinese people; China
राष्ट्र 	 noun 	 empire 	 a kingdom, realm, empire, dominion, district, country
राष्ट्र 	 noun 	 country 	 a kingdom, realm, empire, dominion, district, country
राष्ट्र 	 noun 	 realm 	 a kingdom, realm, empire, dominion, district, country
राष्ट्र 	 noun 	 district 	 a kingdom, realm, empire, dominion, district, country
राष्ट्र 	 noun 	 dominion 	 a kingdom, realm, empire, dominion, district, country
राष्ट्र 	 noun 	 people 	 a people, nation, subjects
राष्ट्र 	 noun 	 nation 	 a people, nation, subjects
रक्षा 	 noun 	 preservation 	 the act of protecting or guarding, protection, care, preservation, security Mn. MBh. &amp;c
रक्षा 	 noun 	 guarding 	 the act of protecting or guarding, protection, care, preservation, security Mn. MBh. &amp;c
रक्षा 	 noun 	 protection 	 the act of protecting or guarding, protection, care, preservation, security Mn. MBh. &amp;c
रक्षा 	 noun 	 security 	 the act of protecting or guarding, protection, care, preservation, security Mn. MBh. &amp;c
रक्षा 	 noun 	 care 	 the act of protecting or guarding, protection, care, preservation, security Mn. MBh. &amp;c
रक्षा 	 noun 	 protecting 	 the act of protecting or guarding, protection, care, preservation, security Mn. MBh. &amp;c
रक्षा 	 noun 	 guard 	 a guard, watch, sentinel Mṛicch. Kām
रक्षा 	 noun 	 ashes 	 ashes  L
स्खलन 	 noun 	 stumbling 	 stumbling, tottering, tripping unsteady gait Suṡr. Kām. BhP
स्खलन 	 noun 	 faltering 	 faltering, stammering  g. खण्ड्व्-आदि
स्खलन 	 noun 	 displacement 	 displacement  Caurap
स्खलन 	 noun 	 discharge 	 discharge, emission  Kull. on Mn. v, 63
स्खलन 	 noun 	 emission 	 discharge, emission  Kull. on Mn. v, 63
संज्ञा 	 noun 	 understanding 	 agreement, mutual understanding, harmony
संज्ञा 	 noun 	 mutual 	 agreement, mutual understanding, harmony
संज्ञा 	 noun 	 agreement 	 agreement, mutual understanding, harmony
संज्ञा 	 noun 	 harmony 	 agreement, mutual understanding, harmony
संज्ञा 	 noun 	 understanding 	 consciousness, clear knowledge, understanding, notion, conception
संज्ञा 	 noun 	 consciousness 	 consciousness, clear knowledge, understanding, notion, conception
संज्ञा 	 noun 	 notion 	 consciousness, clear knowledge, understanding, notion, conception
संज्ञा 	 noun 	 clear 	 consciousness, clear knowledge, understanding, notion, conception
संज्ञा 	 noun 	 knowledge 	 consciousness, clear knowledge, understanding, notion, conception
संज्ञा 	 noun 	 conception 	 consciousness, clear knowledge, understanding, notion, conception
संज्ञा 	 noun 	 token 	 a sign, token, signal, gesture
संज्ञा 	 noun 	 signal 	 a sign, token, signal, gesture
संज्ञा 	 noun 	 sign 	 a sign, token, signal, gesture
संज्ञा 	 noun 	 gesture 	 a sign, token, signal, gesture
संज्ञा 	 noun 	 direction 	 direction
संज्ञा 	 noun 	 track 	 a track, footstep
संज्ञा 	 noun 	 footstep 	 a track, footstep
संज्ञा 	 noun 	 technical term 	 a name, appellation, title, technical term
संज्ञा 	 noun 	 appellation 	 a name, appellation, title, technical term
संज्ञा 	 noun 	 title 	 a name, appellation, title, technical term
संज्ञा 	 noun 	 name 	 a name, appellation, title, technical term
संज्ञा 	 noun 	 meaning 	 the name of anything thought of as standing by itself, any noun having a special meaning
